ID,Script_ID,Entity_Type,Value,Value_BAAI,Top1_Similarity_BAAI,Value_sentence-t5-large,Top1_Similarity_sentence-t5-large,Value_LLAMA70B,Usage
629,script_188413.txt,Function,LST calculation,Slope calculation,0.626732767,Chlorophyll-a Calculation,0.859893322,Temperature Calculation,"{'prompt_tokens': 4011, 'completion_tokens': 3, 'total_tokens': 4014}"
630,script_188413.txt,Function,Image visualization,Enhancing Image Visualization,0.900105238,Enhancing Image Visualization,0.923481047,Data Visualization,"{'prompt_tokens': 4010, 'completion_tokens': 3, 'total_tokens': 4013}"
631,script_188413.txt,Function,Data export,Export Processed Data,0.867867112,Export Processed Data,0.929124236,Export Processed Data,"{'prompt_tokens': 4010, 'completion_tokens': 4, 'total_tokens': 4014}"
632,script_188414.txt,Function,Cloud masking,Image Cloud Masking,0.901710093,Cloud And Shade Masking,0.958947599,Image Cloud Masking,"{'prompt_tokens': 4011, 'completion_tokens': 4, 'total_tokens': 4015}"
633,script_188414.txt,Function,Image filtering,Filter Images,0.868269622,Filter Images,0.964441121,Filter Images,"{'prompt_tokens': 4010, 'completion_tokens': 2, 'total_tokens': 4012}"
634,script_188414.txt,Function,NDVI calculation,Compute Median Of NDVI,0.863728523,Computes Normalized Difference Vegetation Index (NDVI),0.900147438,Vegetation Indices/Index Calculation,"{'prompt_tokens': 4011, 'completion_tokens': 9, 'total_tokens': 4020}"
635,script_188414.txt,Function,LST calculation,Slope calculation,0.626732767,Chlorophyll-a Calculation,0.859893322,Temperature Calculation,"{'prompt_tokens': 4011, 'completion_tokens': 3, 'total_tokens': 4014}"
636,script_188414.txt,Function,Emissivity calculation,Emissivity Calculation,0.976843476,Emissivity Calculation,0.991198778,Emissivity Calculation,"{'prompt_tokens': 4012, 'completion_tokens': 5, 'total_tokens': 4017}"
637,script_188414.txt,Function,Fractional vegetation calculation,Fractional Vegetation Calculation,0.968018532,Fractional Vegetation Calculation,0.964357376,Vegetation Growth Analysis,"{'prompt_tokens': 4013, 'completion_tokens': 5, 'total_tokens': 4018}"
638,script_188414.txt,Function,Image reduction,Image Reduction,0.975948811,Image Reduction,0.98497957,'Reduction Of Image Regions',"{'prompt_tokens': 4010, 'completion_tokens': 8, 'total_tokens': 4018}"
639,script_188414.txt,Function,Image clipping,Select And Clip Image,0.826094747,Clip Images,0.925604463,Clip Images,"{'prompt_tokens': 4011, 'completion_tokens': 2, 'total_tokens': 4013}"
640,script_188414.txt,Function,Image visualization,Enhancing Image Visualization,0.900105238,Enhancing Image Visualization,0.923481047,Data Visualization,"{'prompt_tokens': 4010, 'completion_tokens': 3, 'total_tokens': 4013}"
641,script_188419.txt,Function,Cloud masking,Image Cloud Masking,0.901710093,Cloud And Shade Masking,0.958947599,Image Cloud Masking,"{'prompt_tokens': 4011, 'completion_tokens': 4, 'total_tokens': 4015}"
642,script_188419.txt,Function,Image collection filtering,Filter Image Collection,0.88791275,Filter Image Collection,0.987343848,Filter Image Collection,"{'prompt_tokens': 4011, 'completion_tokens': 3, 'total_tokens': 4014}"
643,script_188419.txt,Function,NDVI calculation,Compute Median Of NDVI,0.863728523,Computes Normalized Difference Vegetation Index (NDVI),0.900147438,Vegetation Indices/Index Calculation,"{'prompt_tokens': 4011, 'completion_tokens': 9, 'total_tokens': 4020}"
644,script_188419.txt,Function,LST calculation,Slope calculation,0.626732767,Chlorophyll-a Calculation,0.859893322,Temperature Calculation,"{'prompt_tokens': 4011, 'completion_tokens': 3, 'total_tokens': 4014}"
645,script_188419.txt,Function,Image visualization,Enhancing Image Visualization,0.900105238,Enhancing Image Visualization,0.923481047,Data Visualization,"{'prompt_tokens': 4010, 'completion_tokens': 3, 'total_tokens': 4013}"
646,script_188419.txt,Function,Data export,Export Processed Data,0.867867112,Export Processed Data,0.929124236,Export Processed Data,"{'prompt_tokens': 4010, 'completion_tokens': 4, 'total_tokens': 4014}"
647,script_188454.txt,Function,Filter image collection by cloud probability,Filter Image Collection By Cloud Coverage,0.864009917,Filter Image Collection By Cloud Coverage,0.948299646,Filter Image Collection By Cloud Coverage,"{'prompt_tokens': 4014, 'completion_tokens': 7, 'total_tokens': 4021}"
648,script_188454.txt,Function,Create mosaic of images,Image Mosaicking,0.787574768,Stacking Multiple Images,0.89980638,Image Mosaicking,"{'prompt_tokens': 4013, 'completion_tokens': 4, 'total_tokens': 4017}"
649,script_188454.txt,Function,Count images in collection,Calculates Mean Of Image Collection,0.754334331,Filter Image Collection,0.88708961,Count Pixels,"{'prompt_tokens': 4012, 'completion_tokens': 3, 'total_tokens': 4015}"
650,script_188454.txt,Function,Mask clouds in images,Image Cloud Masking,0.826072633,Image Cloud Masking,0.945993662,Image Cloud Masking,"{'prompt_tokens': 4012, 'completion_tokens': 4, 'total_tokens': 4016}"
651,script_188454.txt,Function,Calculate sum of images,Calculates Mean Of Image Collection,0.770914197,Calculates Mean Of Image Collection,0.91262567,Image Addition,"{'prompt_tokens': 4012, 'completion_tokens': 3, 'total_tokens': 4015}"
652,script_188454.txt,Function,Calculate percentage of cloud probability,Computes Percentage Of Cloud Cover,0.844647408,Computes Percentage Of Cloud Cover,0.951306939,Count Cloud Probability Occurrences,"{'prompt_tokens': 4013, 'completion_tokens': 6, 'total_tokens': 4019}"
653,script_188455.txt,Function,Filtering image collection by date and bounds,Filter Image Collection By Date And Boundaries,0.947230577,Filter Image Collection By Date And Boundaries,0.98748827,Filter Image Collection By Date And Boundaries,"{'prompt_tokens': 4016, 'completion_tokens': 8, 'total_tokens': 4024}"
654,script_188455.txt,Function,Creating mosaic of images,Image Mosaicking,0.818924427,Image Mosaicking,0.899847567,Image Mosaicking,"{'prompt_tokens': 4013, 'completion_tokens': 4, 'total_tokens': 4017}"
655,script_188455.txt,Function,Counting images in collection,Calculates Mean Of Image Collection,0.773821652,Filter Image Collection,0.883413672,Count Pixels,"{'prompt_tokens': 4013, 'completion_tokens': 3, 'total_tokens': 4016}"
656,script_188455.txt,Function,Masking clouds in images,Image Cloud Masking,0.889575839,Image Cloud Masking,0.952183664,Image Cloud Masking,"{'prompt_tokens': 4013, 'completion_tokens': 4, 'total_tokens': 4017}"
657,script_188455.txt,Function,Calculating sum of images,Calculates Mean Of Image Collection,0.783015609,Calculates Mean Of Image Collection,0.91640234,Image Addition,"{'prompt_tokens': 4013, 'completion_tokens': 3, 'total_tokens': 4016}"
658,script_188455.txt,Function,Calculating percentage of cloud probability,Computes Percentage Of Cloud Cover,0.834806323,Computes Percentage Of Cloud Cover,0.951052487,Count Cloud Probability Occurrences,"{'prompt_tokens': 4014, 'completion_tokens': 6, 'total_tokens': 4020}"
659,script_188458.txt,Function,Filtering image collection by cloud probability,Filter Image Collection By Cloud Coverage,0.850322008,Filter Image Collection By Cloud Coverage,0.945940614,Filter Image Collection By Cloud Coverage,"{'prompt_tokens': 4015, 'completion_tokens': 7, 'total_tokens': 4022}"
660,script_188458.txt,Function,Creating mosaic of images,Image Mosaicking,0.818924427,Image Mosaicking,0.899847567,Image Mosaicking,"{'prompt_tokens': 4013, 'completion_tokens': 4, 'total_tokens': 4017}"
661,script_188458.txt,Function,Counting images in collection,Calculates Mean Of Image Collection,0.773821652,Filter Image Collection,0.883413672,Count Pixels,"{'prompt_tokens': 4013, 'completion_tokens': 3, 'total_tokens': 4016}"
662,script_188458.txt,Function,Masking clouds in images,Image Cloud Masking,0.889575839,Image Cloud Masking,0.952183664,Image Cloud Masking,"{'prompt_tokens': 4013, 'completion_tokens': 4, 'total_tokens': 4017}"
663,script_188458.txt,Function,Calculating sum of images,Calculates Mean Of Image Collection,0.783015609,Calculates Mean Of Image Collection,0.91640234,Image Addition,"{'prompt_tokens': 4013, 'completion_tokens': 3, 'total_tokens': 4016}"
664,script_188458.txt,Function,Calculating percentage of cloud probability,Computes Percentage Of Cloud Cover,0.834806323,Computes Percentage Of Cloud Cover,0.951052487,Count Cloud Probability Occurrences,"{'prompt_tokens': 4014, 'completion_tokens': 6, 'total_tokens': 4020}"
665,script_188465.txt,Function,Filtering image collection by date and cloud probability,Filter Image Collection By Date,0.828132749,Filter Image Collection By Cloud Coverage,0.941529453,Filter Image Collection By Date And Cloud Coverage,"{'prompt_tokens': 4017, 'completion_tokens': 9, 'total_tokens': 4026}"
666,script_188465.txt,Function,Creating mosaic of images,Image Mosaicking,0.818924427,Image Mosaicking,0.899847567,Image Mosaicking,"{'prompt_tokens': 4013, 'completion_tokens': 4, 'total_tokens': 4017}"
667,script_188465.txt,Function,Reducing image to ROI,Reduce Image Collection To Minimum Value,0.719800591,Image Reduction,0.933556914,Clip Images To A Specific Region,"{'prompt_tokens': 4014, 'completion_tokens': 6, 'total_tokens': 4020}"
668,script_188465.txt,Function,Masking clouds in images,Image Cloud Masking,0.889575839,Image Cloud Masking,0.952183664,Image Cloud Masking,"{'prompt_tokens': 4013, 'completion_tokens': 4, 'total_tokens': 4017}"
669,script_188465.txt,Function,Calculating sum of images,Calculates Mean Of Image Collection,0.783015609,Calculates Mean Of Image Collection,0.91640234,Image Addition,"{'prompt_tokens': 4013, 'completion_tokens': 3, 'total_tokens': 4016}"
670,script_188502.txt,Function,Filtering image collection by bounds and date,Filter Image Collection By Date And Boundaries,0.946501374,Filter Image Collection By Date And Boundaries,0.984916925,Filter Image Collection By Date And Boundaries,"{'prompt_tokens': 4016, 'completion_tokens': 8, 'total_tokens': 4024}"
671,script_188502.txt,Function,Applying OTSU thresholding for water detection,Apply Threshold To Identify Water Surface,0.768419087,Open Water Detection,0.860966325,Threshold Application,"{'prompt_tokens': 4017, 'completion_tokens': 2, 'total_tokens': 4019}"
672,script_188502.txt,Function,Calculating water body area,Water body Area Calculation,0.967360497,Water body Area Calculation,0.986956418,Water body Area Calculation,"{'prompt_tokens': 4013, 'completion_tokens': 5, 'total_tokens': 4018}"
673,script_188502.txt,Function,Generating time series chart of water body area change,Generate Time Series Charts Of Water Area,0.875290871,Generate Time Series Charts Of Water Area,0.966254473,Time Series Graphs And Statistics,"{'prompt_tokens': 4018, 'completion_tokens': 6, 'total_tokens': 4024}"
674,script_188506.txt,Function,Filtering image collection by date and bounds,Filter Image Collection By Date And Boundaries,0.947230577,Filter Image Collection By Date And Boundaries,0.98748827,Filter Image Collection By Date And Boundaries,"{'prompt_tokens': 4016, 'completion_tokens': 8, 'total_tokens': 4024}"
675,script_188506.txt,Function,Creating mosaic from image collection,Image Mosaicking,0.763486147,Creates And Exports Image Mosaics,0.878198266,Image Mosaicking,"{'prompt_tokens': 4014, 'completion_tokens': 4, 'total_tokens': 4018}"
676,script_188506.txt,Function,Masking clouds from images,Image Cloud Masking,0.873690903,Image Cloud Masking,0.955521107,Image Cloud Masking,"{'prompt_tokens': 4013, 'completion_tokens': 4, 'total_tokens': 4017}"
677,script_188506.txt,Function,Calculating sum of image collection,Calculates Mean Of Image Collection,0.864761531,Calculates Mean Of Image Collection,0.922366023,Image Aggregation,"{'prompt_tokens': 4014, 'completion_tokens': 3, 'total_tokens': 4017}"
678,script_188506.txt,Function,Dividing images to calculate percentage,Image Fraction Calculation,0.759839654,Image Fraction Calculation,0.904557168,Percentage Of Cloud Cover,"{'prompt_tokens': 4014, 'completion_tokens': 4, 'total_tokens': 4018}"
679,script_188509.txt,Function,Filtering image collection by date and geometry,Filter Image Collection By Date And Boundaries,0.890612364,Filter Image Collection By Date And Boundaries,0.945040226,Filter Image Collection By Date And Region,"{'prompt_tokens': 4016, 'completion_tokens': 7, 'total_tokens': 4023}"
680,script_188509.txt,Function,Calculating total precipitation,Calculate Total Precipitation,0.937827229,Calculate Total Precipitation,0.949086487,Calculate Total Precipitation,"{'prompt_tokens': 4012, 'completion_tokens': 5, 'total_tokens': 4017}"
681,script_188509.txt,Function,Masking clouds from images,Image Cloud Masking,0.873690903,Image Cloud Masking,0.955521107,Image Cloud Masking,"{'prompt_tokens': 4013, 'completion_tokens': 4, 'total_tokens': 4017}"
682,script_188509.txt,Function,Calculating correlation coefficient,Calculates Spatial Correlation,0.82138586,Cross-correlation Calculation,0.935788631,Correlation Analysis,"{'prompt_tokens': 4012, 'completion_tokens': 3, 'total_tokens': 4015}"
683,script_188509.txt,Function,Generating image mosaics,Image Mosaicking,0.814892054,Generate Image Composites,0.91001761,Creates And Exports Image Mosaics,"{'prompt_tokens': 4014, 'completion_tokens': 8, 'total_tokens': 4022}"
684,script_188509.txt,Function,Counting images in a collection,Calculates Mean Of Image Collection,0.767897785,Filter Image Collection,0.87740314,Count Pixels,"{'prompt_tokens': 4014, 'completion_tokens': 3, 'total_tokens': 4017}"
685,script_188509.txt,Function,Reducing images to a single value,Reduction To Single Image,0.893122554,Reduction To Single Image,0.941589355,Data Reduction,"{'prompt_tokens': 4015, 'completion_tokens': 3, 'total_tokens': 4018}"
686,script_188511.txt,Function,Filter image collection by date and bounds,Filter Image Collection By Date And Boundaries,0.954644144,Filter Image Collection By Date And Boundaries,0.989712834,Filter Image Collection By Date And Boundaries,"{'prompt_tokens': 4015, 'completion_tokens': 8, 'total_tokens': 4023}"
687,script_188511.txt,Function,Reduce image collection to sum,Reduce Image Collection To Minimum Value,0.831596673,Reduce Image Collection To Minimum Value,0.903505325,Image Reduction,"{'prompt_tokens': 4014, 'completion_tokens': 3, 'total_tokens': 4017}"
688,script_188511.txt,Function,Clip image to ROI geometry,Clip Images To A Specific Region,0.720323801,Clip Images To A Specific Region,0.897817731,Clip Images To A Specific Region,"{'prompt_tokens': 4014, 'completion_tokens': 6, 'total_tokens': 4020}"
689,script_188511.txt,Function,Mask clouds in image,Image Cloud Masking,0.791505575,Image Cloud Masking,0.941416979,Image Cloud Masking,"{'prompt_tokens': 4012, 'completion_tokens': 4, 'total_tokens': 4016}"
690,script_188511.txt,Function,Calculate percentage image,Image Fraction Calculation,0.737646461,Image Fraction Calculation,0.903513014,Computes Percentage Of Cloud Cover,"{'prompt_tokens': 4011, 'completion_tokens': 8, 'total_tokens': 4019}"
691,script_188511.txt,Function,Perform cross-correlation analysis,Cross-correlation Calculation,0.833378315,Correlation Analysis,0.931894183,Cross-correlation Calculation,"{'prompt_tokens': 4013, 'completion_tokens': 5, 'total_tokens': 4018}"
692,script_188511.txt,Function,Export image to Drive,Export Processed Images To Drive,0.884276628,Export Processed Images To Drive,0.946010232,Export Processed Data To Drive,"{'prompt_tokens': 4012, 'completion_tokens': 6, 'total_tokens': 4018}"
693,script_23533.txt,Function,Image selection and remapping,Remapping,0.796732962,Image Mapping,0.911576986,'Remapping Land Cover Classes',"{'prompt_tokens': 4013, 'completion_tokens': 7, 'total_tokens': 4020}"
694,script_23533.txt,Function,Image collection creation and merging,Merge And Sort Image Collections,0.855627954,Merge And Sort Image Collections,0.937448859,Image Aggregation,"{'prompt_tokens': 4013, 'completion_tokens': 3, 'total_tokens': 4016}"
695,script_23533.txt,Function,Land cover classification using BULC function,Land Cover Change Detection,0.695701003,Land Cover Classification And Mapping,0.872316182,Land Cover Classification,"{'prompt_tokens': 4016, 'completion_tokens': 4, 'total_tokens': 4020}"
696,script_23533.txt,Function,Image layer addition to map,Layer Addition To Map,0.899742246,Layer Addition To Map,0.932397664,Add A Feature Collection,"{'prompt_tokens': 4013, 'completion_tokens': 4, 'total_tokens': 4017}"
697,script_28.txt,Function,Harmonize Landsat 8 to Landsat 7 reflectance,Harmonization Of Reflectance,0.671068966,"Merge, Harmonize, And Standardize Landsat Image Collections",0.810434699,Harmonization Transformation,"{'prompt_tokens': 4021, 'completion_tokens': 5, 'total_tokens': 4026}"
698,script_28.txt,Function,Retrieve surface reflectance image collection,Surface Reflectance Correction,0.677732527,Filter Image Collection,0.852806747,Image Correction,"{'prompt_tokens': 4014, 'completion_tokens': 3, 'total_tokens': 4017}"
699,script_28.txt,Function,Filter image collection by date and bounds,Filter Image Collection By Date And Boundaries,0.954644144,Filter Image Collection By Date And Boundaries,0.989712834,Filter Image Collection By Date And Boundaries,"{'prompt_tokens': 4015, 'completion_tokens': 8, 'total_tokens': 4023}"
700,script_28.txt,Function,Mask out shadows and clouds,Cloud And Shade Masking,0.809307575,Cloud And Shade Masking,0.935700178,Image Masking,"{'prompt_tokens': 4013, 'completion_tokens': 3, 'total_tokens': 4016}"
701,script_28.txt,Function,Calculate snow cover index,Image Index Calculation,0.697181404,Vegetation Indices/Index Calculation,0.858370781,Vegetation Indices/Index Calculation,"{'prompt_tokens': 4012, 'completion_tokens': 9, 'total_tokens': 4021}"
702,script_28.txt,Function,Export statistics to CSV file,Calculate And Export Statistics,0.727628827,Calculate And Export Statistics,0.880206108,Export Statistics,"{'prompt_tokens': 4013, 'completion_tokens': 2, 'total_tokens': 4015}"
703,script_3043.txt,Function,Image collection filtering,Filter Image Collection,0.88791275,Filter Image Collection,0.987343848,Filter Image Collection,"{'prompt_tokens': 4011, 'completion_tokens': 3, 'total_tokens': 4014}"
704,script_3043.txt,Function,Image renaming and band selection,Rename Image Bands,0.786180735,Rename Image Bands,0.944610715,'Rename Image Bands',"{'prompt_tokens': 4014, 'completion_tokens': 6, 'total_tokens': 4020}"
705,script_3043.txt,Function,Cloud and shadow masking,Cloud And Cloud Shadow Masking,0.933878124,Cloud And Shade Masking,0.970713556,Shadow Masking,"{'prompt_tokens': 4013, 'completion_tokens': 3, 'total_tokens': 4016}"
706,script_3043.txt,Function,NDVI calculation,Compute Median Of NDVI,0.863728523,Computes Normalized Difference Vegetation Index (NDVI),0.900147438,Vegetation Indices/Index Calculation,"{'prompt_tokens': 4011, 'completion_tokens': 9, 'total_tokens': 4020}"
707,script_3043.txt,Function,mNDWI calculation,Calculates Modified Normalized Difference Water Index (MNDWI),0.817169189,Calculates Modified Normalized Difference Water Index (MNDWI),0.879128873,Water Indices/Index Calculation,"{'prompt_tokens': 4012, 'completion_tokens': 7, 'total_tokens': 4019}"
708,script_3043.txt,Function,LSWI calculation,Topographic Wetness Index (TWI) Computation,0.678400993,Cross-Polarization Calculation,0.832365155,Water Indices/Index Calculation,"{'prompt_tokens': 4012, 'completion_tokens': 7, 'total_tokens': 4019}"
709,script_3043.txt,Function,EVI calculation,"Calculate Other Vegetation Indices/index (SAVI, EVI)",0.735640645,"Calculate Other Vegetation Indices/index (SAVI, EVI)",0.867396772,Vegetation Indices/Index Calculation,"{'prompt_tokens': 4011, 'completion_tokens': 9, 'total_tokens': 4020}"
710,script_3043.txt,Function,AWEInsh calculation,Topographic Wetness Index (TWI) Computation,0.579234838,Anomaly Calculation,0.834673405,Water Indices/Index Calculation,"{'prompt_tokens': 4013, 'completion_tokens': 7, 'total_tokens': 4020}"
711,script_3043.txt,Function,Image compositing,Generate Image Composites,0.845515013,Generate Image Composites,0.910506487,Image Mosaicking,"{'prompt_tokens': 4011, 'completion_tokens': 4, 'total_tokens': 4015}"
712,script_3043.txt,Function,Water body detection,Identifying Water Body,0.902662039,Detect Water,0.932891965,Identifying Water Body,"{'prompt_tokens': 4011, 'completion_tokens': 4, 'total_tokens': 4015}"
713,script_3043.txt,Function,Vegetation classification,Vegetation Cover Classification,0.847173452,Vegetation Cover Classification,0.951456726,Land Cover Classification And Mapping,"{'prompt_tokens': 4011, 'completion_tokens': 6, 'total_tokens': 4017}"
714,script_3043.txt,Function,Elevation and slope calculation,Elevation slope calculation,0.940740466,Elevation slope calculation,0.98458463,Elevation slope calculation,"{'prompt_tokens': 4014, 'completion_tokens': 5, 'total_tokens': 4019}"
715,script_3043.txt,Function,Land cover classification,Land Cover Classification And Mapping,0.860760987,Land Cover Classification And Mapping,0.955273509,Land Cover Classification And Mapping,"{'prompt_tokens': 4011, 'completion_tokens': 6, 'total_tokens': 4017}"
716,script_32.txt,Function,Generate daily composites of optical data,Generate Image Composites,0.767495215,Generate Image Composites,0.862643838,Image Mosaicking,"{'prompt_tokens': 4015, 'completion_tokens': 4, 'total_tokens': 4019}"
717,script_32.txt,Function,Create image collection of Sentinel-1 data,Generate Image Composites,0.679835439,Cluster Image Data,0.862447262,Temporal Collection Creation,"{'prompt_tokens': 4017, 'completion_tokens': 3, 'total_tokens': 4020}"
718,script_32.txt,Function,Apply wet snow mask to Sentinel-1 data,Cloud And Snow Masking,0.671478391,Cloud And Snow Masking,0.81844157,Mask Application,"{'prompt_tokens': 4018, 'completion_tokens': 2, 'total_tokens': 4020}"
719,script_32.txt,Function,Update mask with optical data,Update Masks,0.803102851,Update Masks,0.883569956,Mask Application,"{'prompt_tokens': 4013, 'completion_tokens': 2, 'total_tokens': 4015}"
720,script_32.txt,Function,Export data to asset,Export Sampled Data,0.753377676,Export Processed Data,0.887079716,Export Processed Data To Drive,"{'prompt_tokens': 4012, 'completion_tokens': 6, 'total_tokens': 4018}"
721,script_35538.txt,Function,Filtering image collection by date and bounds,Filter Image Collection By Date And Boundaries,0.947230577,Filter Image Collection By Date And Boundaries,0.98748827,Filter Image Collection By Date And Boundaries,"{'prompt_tokens': 4016, 'completion_tokens': 8, 'total_tokens': 4024}"
722,script_35538.txt,Function,Calculating median image,Calculates Median Of Image Collection,0.838829577,Calculates Median Of Image Collection,0.948056042,"Maximum, Minimum And Mean Statistical Analysis","{'prompt_tokens': 4012, 'completion_tokens': 7, 'total_tokens': 4019}"
723,script_35538.txt,Function,Clipping image to ROI,Select And Clip Image,0.737732291,Clip Images To A Specific Region,0.907158494,Clip Images To A Specific Region,"{'prompt_tokens': 4014, 'completion_tokens': 6, 'total_tokens': 4020}"
724,script_35538.txt,Function,Calculating NDVI,Compute Median Of NDVI,0.877925038,Computes Normalized Difference Vegetation Index (NDVI),0.893216074,Vegetation Indices/Index Calculation,"{'prompt_tokens': 4012, 'completion_tokens': 9, 'total_tokens': 4021}"
725,script_35538.txt,Function,Masking image based on threshold value,Image Masking,0.794447005,Image Masking,0.920522451,Threshold Application,"{'prompt_tokens': 4015, 'completion_tokens': 2, 'total_tokens': 4017}"
726,script_35538.txt,Function,Generating histogram for NDVI image,Generate Time Series Charts For NDVI,0.786068797,Generate Histograms For Image Data Analysis,0.902368724,Generating Histograms,"{'prompt_tokens': 4015, 'completion_tokens': 4, 'total_tokens': 4019}"
727,script_41838.txt,Function,Filtering image collection by date and cloud cover,Filter Images By Cloud Cover,0.870052814,Filter Image Collection By Cloud Coverage,0.969857633,Filter Image Collection By Date And Cloud Cover,"{'prompt_tokens': 4017, 'completion_tokens': 8, 'total_tokens': 4025}"
728,script_41838.txt,Function,Clipping image to region of interest,Clip Images To A Specific Region,0.899111509,Clip Images To A Specific Region,0.954712749,Clip Images To A Specific Region,"{'prompt_tokens': 4015, 'completion_tokens': 6, 'total_tokens': 4021}"
729,script_41838.txt,Function,Merging feature collections,Merge Feature Collections,0.933757305,Merge Feature Collections,0.981907845,Data Fusion,"{'prompt_tokens': 4012, 'completion_tokens': 2, 'total_tokens': 4014}"
730,script_41838.txt,Function,Selecting bands for classification,Select Specific Bands From Images,0.7463274,Select Specific Bands From Images,0.889837861,Select Specific Bands From Images,"{'prompt_tokens': 4013, 'completion_tokens': 6, 'total_tokens': 4019}"
731,script_41838.txt,Function,Training random forest classifier,Train And Apply Random Forest Classifier,0.850349069,Train And Apply Random Forest Classifier,0.965447068,Classification And Machine Learning,"{'prompt_tokens': 4012, 'completion_tokens': 4, 'total_tokens': 4016}"
732,script_41838.txt,Function,Classifying land cover,Mapping Land Cover,0.804703236,Land Cover Classification And Mapping,0.955096543,Classification And Machine Learning,"{'prompt_tokens': 4012, 'completion_tokens': 4, 'total_tokens': 4016}"
733,script_41838.txt,Function,Visualizing classification result,Generate Visualizations And Statistical Charts For Classification Results,0.822616518,Generate Visualizations And Statistical Charts For Classification Results,0.91612637,Display Classified Image and Indices,"{'prompt_tokens': 4012, 'completion_tokens': 7, 'total_tokens': 4019}"
734,script_42.txt,Function,Get user inputs and imports,Import/Load Data,0.698230743,Import/Load Data,0.839170635,'Import/Load Data',"{'prompt_tokens': 4013, 'completion_tokens': 6, 'total_tokens': 4019}"
735,script_42.txt,Function,Get AOI and forest cover data,Visualize Changes In Forest Cover Over Time,0.697113574,Visualize Forest Cover,0.856405795,Area Of Interest Selection,"{'prompt_tokens': 4016, 'completion_tokens': 4, 'total_tokens': 4020}"
736,script_42.txt,Function,Create training data and train a model,Training Data Creation,0.817756653,Training Data Creation,0.929280877,Machine Learning Model Training,"{'prompt_tokens': 4015, 'completion_tokens': 4, 'total_tokens': 4019}"
737,script_42.txt,Function,Run classification and produce output map,Generate Visualizations And Statistical Charts For Classification Results,0.659320116,Map Function To Calculate And Analysis Features,0.853833914,Classification And Machine Learning,"{'prompt_tokens': 4014, 'completion_tokens': 4, 'total_tokens': 4018}"
738,script_43803.txt,Function,Filtering image collection by bounds and date,Filter Image Collection By Date And Boundaries,0.946501374,Filter Image Collection By Date And Boundaries,0.984916925,Filter Image Collection By Date And Boundaries,"{'prompt_tokens': 4016, 'completion_tokens': 8, 'total_tokens': 4024}"
739,script_43803.txt,Function,Sorting images by cloud cover,Sort Image Collections By Cloud Cover,0.923966706,Sort Image Collections By Cloud Cover,0.97619307,Sort Image Collections By Cloud Cover,"{'prompt_tokens': 4014, 'completion_tokens': 6, 'total_tokens': 4020}"
740,script_43803.txt,Function,Mosaicking images,Image Mosaicking,0.955996156,Image Mosaicking,0.960516453,Image Mosaicking,"{'prompt_tokens': 4012, 'completion_tokens': 4, 'total_tokens': 4016}"
741,script_43803.txt,Function,Clipping image to region of interest,Clip Images To A Specific Region,0.899111509,Clip Images To A Specific Region,0.954712749,Clip Images To A Specific Region,"{'prompt_tokens': 4015, 'completion_tokens': 6, 'total_tokens': 4021}"
742,script_43803.txt,Function,Selecting specific bands from image,Select Specific Bands From Images,0.948621392,Select Specific Bands From Images,0.979169726,Select Specific Bands From Images,"{'prompt_tokens': 4014, 'completion_tokens': 6, 'total_tokens': 4020}"
743,script_43803.txt,Function,Exporting image to drive,Export Processed Images To Drive,0.861471117,Export Processed Images To Drive,0.941817045,Export Processed Data To Drive,"{'prompt_tokens': 4013, 'completion_tokens': 6, 'total_tokens': 4019}"
744,script_43.txt,Function,Calculate mean canopy cover,Forest Canopy Density Calculation,0.750620008,Calculate Tree Cover Area,0.882611096,Feature Calculation,"{'prompt_tokens': 4013, 'completion_tokens': 3, 'total_tokens': 4016}"
745,script_43.txt,Function,Move feature polygons randomly,Filtering Polygons,0.713705778,Random Point Generation,0.83952409,Buffering Features,"{'prompt_tokens': 4013, 'completion_tokens': 3, 'total_tokens': 4016}"
746,script_43.txt,Function,Filter features by country boundary,Filter Image Collection By Bounds,0.741280258,Filtering Features,0.895415902,Filtering Administrative Boundaries,"{'prompt_tokens': 4013, 'completion_tokens': 5, 'total_tokens': 4018}"
747,script_43.txt,Function,Filter features by non-overlap with existing CFs,Filtering Features,0.69776684,Filtering Features,0.881089687,Filter Feature,"{'prompt_tokens': 4018, 'completion_tokens': 2, 'total_tokens': 4020}"
748,script_43.txt,Function,Filter features by similar canopy cover,Filter Images By Cloud Cover,0.737784624,Filtering Features,0.866152704,Filter Feature Collection,"{'prompt_tokens': 4015, 'completion_tokens': 3, 'total_tokens': 4018}"
749,script_45435.txt,Function,Filtering image collection by date,Filter Image Collection By Date,0.95044142,Filter Image Collection By Date,0.992563486,Filter Image Collection By Date,"{'prompt_tokens': 4014, 'completion_tokens': 5, 'total_tokens': 4019}"
750,script_45435.txt,Function,Selecting specific bands from image collection,Select Specific Bands From Images,0.930841625,Select Specific Bands From Images,0.970825553,'Select Specific Bands From Images',"{'prompt_tokens': 4015, 'completion_tokens': 8, 'total_tokens': 4023}"
751,script_45435.txt,Function,Reducing image collection to mean value,Reduce Image Collection To Minimum Value,0.885556102,Reduce Image Collection To Minimum Value,0.954473138,Reduction To Single Image,"{'prompt_tokens': 4015, 'completion_tokens': 5, 'total_tokens': 4020}"
