Dataset_id,Name,Provider,Snippet,Tags,DOI,Website
Dataset_193,GlobFire Daily Fire Event Detection Based on MCD64A1,"European Commission, Joint Research Centre, Global Wildfire Information System",,"area, burnt, disaster, fire, globfire, mcd64a1, modis-derived, wildfire",https://doi.org/10.1038/s41597-019-0312-2,https://developers.google.com/earth-engine/datasets/catalog/JRC_GWIS_GlobFire_v2_DailyPerimeters
Dataset_194,GlobFire Final Fire Event Detection Based on MCD64A1,"European Commission, Joint Research Centre, Global Wildfire Information System",JRC/GWIS/GlobFire/v2/FinalPerimeters,"area, burnt, disaster, fire, globfire, mcd64a1, modis-derived, wildfire",https://doi.org/10.1038/s41597-019-0312-2,https://developers.google.com/earth-engine/datasets/catalog/JRC_GWIS_GlobFire_v2_FinalPerimeters
Dataset_195,"LUCAS Copernicus (Polygons with attributes, 2018) V1","Joint Research Center, Unit D5",JRC/LUCAS_HARMO/COPERNICUS_POLYGONS/V1/2018,"copernicus, eu, jrc, landcover, landuse, lucas",,https://developers.google.com/earth-engine/datasets/catalog/JRC_LUCAS_HARMO_COPERNICUS_POLYGONS_V1_2018
Dataset_196,"LUCAS Harmonized (Theoretical Location, 2006-2018) V1","Joint Research Center, Unit D5",JRC/LUCAS_HARMO/THLOC/V1,"eu, jrc, landcover, landuse, lucas",,https://developers.google.com/earth-engine/datasets/catalog/JRC_LUCAS_HARMO_THLOC_V1
Dataset_197,Iran Land Cover Map v1 13-class (2017),K. N. Toosi University of Technology LiDAR Lab,KNTU/LiDARLab/IranLandCover/V1,landcover,,https://developers.google.com/earth-engine/datasets/catalog/KNTU_LiDARLab_IranLandCover_V1
Dataset_198,LANDFIRE FRG (Fire Regime Groups) v1.2.0,"U.S. Department of Agriculture's (USDA), U.S. Forest Service (USFS), U.S.
Department of the Interior's Geological Survey (USGS), and The Nature Conservancy.",LANDFIRE/Fire/FRG/v1_2_0,"doi, fire, landfire, nature-conservancy, usda, usgs, vegetation, wildfire",,https://developers.google.com/earth-engine/datasets/catalog/LANDFIRE_Fire_FRG_v1_2_0
Dataset_199,LANDFIRE MFRI (Mean Fire Return Interval) v1.2.0,"U.S. Department of Agriculture's (USDA), U.S. Forest Service (USFS), U.S.
Department of the Interior's Geological Survey (USGS), and The Nature Conservancy.",LANDFIRE/Fire/MFRI/v1_2_0,"doi, fire, landfire, nature-conservancy, usda, usgs, vegetation, wildfire",,https://developers.google.com/earth-engine/datasets/catalog/LANDFIRE_Fire_MFRI_v1_2_0
Dataset_200,LANDFIRE PLS (Percent Low-severity Fire) v1.2.0,"U.S. Department of Agriculture's (USDA), U.S. Forest Service (USFS), U.S.
Department of the Interior's Geological Survey (USGS), and The Nature Conservancy.",LANDFIRE/Fire/PLS/v1_2_0,"doi, fire, landfire, nature-conservancy, usda, usgs, vegetation, wildfire",,https://developers.google.com/earth-engine/datasets/catalog/LANDFIRE_Fire_PLS_v1_2_0
Dataset_201,LANDFIRE PMS (Percent of Mixed-severity Fire) v1.2.0,"U.S. Department of Agriculture's (USDA), U.S. Forest Service (USFS), U.S.
Department of the Interior's Geological Survey (USGS), and The Nature Conservancy.",LANDFIRE/Fire/PMS/v1_2_0,"doi, fire, landfire, nature-conservancy, usda, usgs, vegetation, wildfire",,https://developers.google.com/earth-engine/datasets/catalog/LANDFIRE_Fire_PMS_v1_2_0
Dataset_202,LANDFIRE PRS (Percent of Replacement-severity Fire) v1.2.0,"U.S. Department of Agriculture's (USDA), U.S. Forest Service (USFS), U.S.
Department of the Interior's Geological Survey (USGS), and The Nature Conservancy.",LANDFIRE/Fire/PRS/v1_2_0,"doi, fire, landfire, nature-conservancy, usda, usgs, vegetation, wildfire",,https://developers.google.com/earth-engine/datasets/catalog/LANDFIRE_Fire_PRS_v1_2_0
Dataset_203,LANDFIRE SClass (Succession Classes) v1.4.0,"U.S. Department of Agriculture's (USDA), U.S. Forest Service (USFS), U.S.
Department of the Interior's Geological Survey (USGS), and The Nature Conservancy.",LANDFIRE/Fire/SClass/v1_4_0,"doi, fire, landfire, nature-conservancy, usda, usgs, vegetation, wildfire",,https://developers.google.com/earth-engine/datasets/catalog/LANDFIRE_Fire_SClass_v1_4_0
Dataset_204,LANDFIRE VCC (Vegetation Condition Class) v1.4.0,"U.S. Department of Agriculture's (USDA), U.S. Forest Service (USFS), U.S.
Department of the Interior's Geological Survey (USGS), and The Nature Conservancy.",LANDFIRE/Fire/VCC/v1_4_0,"doi, fire, landfire, nature-conservancy, usda, usgs, vegetation, wildfire",,https://developers.google.com/earth-engine/datasets/catalog/LANDFIRE_Fire_VCC_v1_4_0
Dataset_205,LANDFIRE VDep (Vegetation Departure) v1.4.0,"U.S. Department of Agriculture's (USDA), U.S. Forest Service (USFS), U.S.
Department of the Interior's Geological Survey (USGS), and The Nature Conservancy.",LANDFIRE/Fire/VDep/v1_4_0,"doi, fire, landfire, nature-conservancy, usda, usgs, vegetation, wildfire",,https://developers.google.com/earth-engine/datasets/catalog/LANDFIRE_Fire_VDep_v1_4_0
Dataset_206,LANDFIRE BPS (Biophysical Settings) v1.4.0,"U.S. Department of Agriculture's (USDA), U.S. Forest Service (USFS), U.S.
Department of the Interior's Geological Survey (USGS), and The Nature Conservancy.",LANDFIRE/Vegetation/BPS/v1_4_0,"doi, fire, landfire, nature-conservancy, usda, usgs, vegetation, wildfire",,https://developers.google.com/earth-engine/datasets/catalog/LANDFIRE_Vegetation_BPS_v1_4_0
Dataset_207,LANDFIRE ESP AK (Environmental Site Potential) v1.2.0,"U.S. Department of Agriculture's (USDA), U.S. Forest Service (USFS), U.S.
Department of the Interior's Geological Survey (USGS), and The Nature Conservancy.",LANDFIRE/Vegetation/ESP/v1_2_0/AK,"doi, fire, landfire, nature-conservancy, usda, usgs, vegetation, wildfire",,https://developers.google.com/earth-engine/datasets/catalog/LANDFIRE_Vegetation_ESP_v1_2_0_AK
Dataset_208,LANDFIRE ESP CONUS (Environmental Site Potential) v1.2.0,"U.S. Department of Agriculture's (USDA), U.S. Forest Service (USFS), U.S.
Department of the Interior's Geological Survey (USGS), and The Nature Conservancy.",LANDFIRE/Vegetation/ESP/v1_2_0/CONUS,"doi, fire, landfire, nature-conservancy, usda, usgs, vegetation, wildfire",,https://developers.google.com/earth-engine/datasets/catalog/LANDFIRE_Vegetation_ESP_v1_2_0_CONUS
Dataset_209,LANDFIRE ESP HI (Environmental Site Potential) v1.2.0,"U.S. Department of Agriculture's (USDA), U.S. Forest Service (USFS), U.S.
Department of the Interior's Geological Survey (USGS), and The Nature Conservancy.",LANDFIRE/Vegetation/ESP/v1_2_0/HI,"doi, fire, landfire, nature-conservancy, usda, usgs, vegetation, wildfire",,https://developers.google.com/earth-engine/datasets/catalog/LANDFIRE_Vegetation_ESP_v1_2_0_HI
Dataset_210,LANDFIRE EVC (Existing Vegetation Cover) v1.4.0,"U.S. Department of Agriculture's (USDA), U.S. Forest Service (USFS), U.S.
Department of the Interior's Geological Survey (USGS), and The Nature Conservancy.",LANDFIRE/Vegetation/EVC/v1_4_0,"doi, fire, landfire, nature-conservancy, usda, usgs, vegetation, wildfire",,https://developers.google.com/earth-engine/datasets/catalog/LANDFIRE_Vegetation_EVC_v1_4_0
Dataset_211,LANDFIRE EVH (Existing Vegetation Height) v1.4.0,"U.S. Department of Agriculture's (USDA), U.S. Forest Service (USFS), U.S.
Department of the Interior's Geological Survey (USGS), and The Nature Conservancy.",LANDFIRE/Vegetation/EVH/v1_4_0,"doi, fire, landfire, nature-conservancy, usda, usgs, vegetation, wildfire",,https://developers.google.com/earth-engine/datasets/catalog/LANDFIRE_Vegetation_EVH_v1_4_0
Dataset_212,LANDFIRE EVT (Existing Vegetation Type) v1.4.0,"U.S. Department of Agriculture's (USDA), U.S. Forest Service (USFS), U.S.
Department of the Interior's Geological Survey (USGS), and The Nature Conservancy.",LANDFIRE/Vegetation/EVT/v1_4_0,"doi, fire, landfire, nature-conservancy, usda, usgs, vegetation, wildfire",,https://developers.google.com/earth-engine/datasets/catalog/LANDFIRE_Vegetation_EVT_v1_4_0
Dataset_213,Landsat Global Land Survey 1975,USGS,LANDSAT/GLS1975,"global, gls, landsat, radiance, usgs",,https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_GLS1975
Dataset_214,"Landsat Global Land Survey 2005, Landsat 5+7 scenes",USGS,LANDSAT/GLS2005,"gls, landsat, radiance, usgs",,https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_GLS2005
Dataset_215,"Landsat Global Land Survey 2005, Landsat 5 scenes",USGS,LANDSAT/GLS2005_L5,"etm, gls, l5, landsat, radiance, usgs",,https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_GLS2005_L5
Dataset_216,"Landsat Global Land Survey 2005, Landsat 7 scenes",USGS,LANDSAT/GLS2005_L7,"etm, gls, l7, landsat, radiance, usgs",,https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_GLS2005_L7
Dataset_217,USGS Landsat 8 Collection 2 Tier 1 Raw Scenes,USGS,LANDSAT/LC08/C02/T1,"c2, global, l8, landsat, lc8, oli-tirs, radiance, t1, tier1, usgs",,https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LC08_C02_T1
Dataset_218,"USGS Landsat 8 Level 2, Collection 2, Tier 1",USGS,LANDSAT/LC08/C02/T1_L2,"cfmask, cloud, fmask, global, l8sr, landsat, lasrc, lc08, lst, reflectance, sr, usgs",,https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LC08_C02_T1_L2
Dataset_219,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,USGS,LANDSAT/LC08/C02/T1_RT,"c2, global, l8, landsat, lc8, nrt, oli-tirs, radiance, rt, t1, tier1, usgs",,https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LC08_C02_T1_RT
Dataset_220,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data TOA Reflectance,USGS/Google,LANDSAT/LC08/C02/T1_RT_TOA,"c2, global, l8, landsat, lc8, toa, usgs",,https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LC08_C02_T1_RT_TOA
Dataset_221,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,USGS/Google,LANDSAT/LC08/C02/T1_TOA,"c2, global, landsat, toa, usgs",,https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LC08_C02_T1_TOA
Dataset_222,USGS Landsat 8 Collection 2 Tier 2 Raw Scenes,USGS,LANDSAT/LC08/C02/T2,"c2, global, l8, landsat, lc8, oli-tirs, radiance, t2, tier2, usgs",,https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LC08_C02_T2
Dataset_223,"USGS Landsat 8 Level 2, Collection 2, Tier 2",USGS,LANDSAT/LC08/C02/T2_L2,"cfmask, cloud, fmask, global, l8sr, landsat, lasrc, lc08, lst, reflectance, sr, usgs",,https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LC08_C02_T2_L2
Dataset_224,USGS Landsat 8 Collection 2 Tier 2 TOA Reflectance,USGS/Google,LANDSAT/LC08/C02/T2_TOA,"c2, global, landsat, toa, usgs",,https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LC08_C02_T2_TOA
Dataset_225,USGS Landsat 9 Collection 2 Tier 1 Raw Scenes,USGS,LANDSAT/LC09/C02/T1,"c2, global, l9, landsat, lc9, oli-tirs, radiance, t1, tier1, usgs",,https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LC09_C02_T1
Dataset_226,"USGS Landsat 9 Level 2, Collection 2, Tier 1",USGS,LANDSAT/LC09/C02/T1_L2,"cfmask, cloud, fmask, global, l9sr, landsat, lasrc, lc09, lst, reflectance, sr, usgs",,https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LC09_C02_T1_L2
Dataset_227,USGS Landsat 9 Collection 2 Tier 1 TOA Reflectance,USGS/Google,LANDSAT/LC09/C02/T1_TOA,"c2, global, landsat, toa, usgs",,https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LC09_C02_T1_TOA
Dataset_228,USGS Landsat 9 Collection 2 Tier 2 Raw Scenes,USGS,LANDSAT/LC09/C02/T2,"c2, global, l9, landsat, lc9, oli-tirs, radiance, t2, tier2, usgs",,https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LC09_C02_T2
Dataset_229,"USGS Landsat 9 Level 2, Collection 2, Tier 2",USGS,LANDSAT/LC09/C02/T2_L2,"cfmask, cloud, fmask, global, l9sr, landsat, lasrc, lc09, lst, reflectance, sr, usgs",,https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LC09_C02_T2_L2
Dataset_230,USGS Landsat 9 Collection 2 Tier 2 TOA Reflectance,USGS/Google,LANDSAT/LC09/C02/T2_TOA,"c2, global, l9, landsat, lc9, toa, usgs",,https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LC09_C02_T2_TOA
Dataset_231,USGS Landsat 7 Collection 2 Tier 1 Raw Scenes,USGS,LANDSAT/LE07/C02/T1,"c2, etm, global, l7, landsat, le7, radiance, t1, tier1, usgs",,https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LE07_C02_T1
Dataset_232,"USGS Landsat 7 Level 2, Collection 2, Tier 1",USGS,LANDSAT/LE07/C02/T1_L2,"cfmask, cloud, etm, fmask, global, landsat, lasrc, le07, lst, reflectance, sr, usgs",,https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LE07_C02_T1_L2
Dataset_233,USGS Landsat 7 Collection 2 Tier 1 and Real-Time data Raw Scenes,USGS,LANDSAT/LE07/C02/T1_RT,"c2, etm, global, l7, landsat, le7, nrt, radiance, rt, t1, tier1, usgs",,https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LE07_C02_T1_RT
Dataset_234,USGS Landsat 7 Collection 2 Tier 1 and Real-Time data TOA Reflectance,USGS/Google,LANDSAT/LE07/C02/T1_RT_TOA,"c2, global, landsat, toa, usgs",,https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LE07_C02_T1_RT_TOA
Dataset_235,USGS Landsat 7 Collection 2 Tier 1 TOA Reflectance,USGS/Google,LANDSAT/LE07/C02/T1_TOA,"c2, global, landsat, toa, usgs",,https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LE07_C02_T1_TOA
Dataset_236,USGS Landsat 7 Collection 2 Tier 2 Raw Scenes,USGS,LANDSAT/LE07/C02/T2,"c2, etm, global, l7, landsat, le7, radiance, t2, tier2, usgs",,https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LE07_C02_T2
Dataset_237,"USGS Landsat 7 Level 2, Collection 2, Tier 2",USGS,LANDSAT/LE07/C02/T2_L2,"cfmask, cloud, etm, fmask, global, landsat, lasrc, le07, lst, reflectance, sr, usgs",,https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LE07_C02_T2_L2
Dataset_238,USGS Landsat 7 Collection 2 Tier 2 TOA Reflectance,USGS/Google,LANDSAT/LE07/C02/T2_TOA,"c2, global, landsat, toa, usgs",,https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LE07_C02_T2_TOA
Dataset_239,USGS Landsat 1 MSS Collection 2 Tier 1 Raw Scenes,USGS,LANDSAT/LM01/C02/T1,"c2, global, l1, landsat, lm1, mss, radiance, t1, tier1, usgs",,https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LM01_C02_T1
Dataset_240,USGS Landsat 1 MSS Collection 2 Tier 2 Raw Scenes,USGS,LANDSAT/LM01/C02/T2,"c2, global, l1, landsat, lm1, mss, radiance, t2, tier2, usgs",,https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LM01_C02_T2
Dataset_241,USGS Landsat 2 MSS Collection 2 Tier 1 Raw Scenes,USGS,LANDSAT/LM02/C02/T1,"c2, global, l2, landsat, lm2, mss, radiance, t1, tier1, usgs",,https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LM02_C02_T1
Dataset_242,USGS Landsat 2 MSS Collection 2 Tier 2 Raw Scenes,USGS,LANDSAT/LM02/C02/T2,"c2, global, l2, landsat, lm2, mss, radiance, t2, tier2, usgs",,https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LM02_C02_T2
Dataset_243,USGS Landsat 3 MSS Collection 2 Tier 1 Raw Scenes,USGS,LANDSAT/LM03/C02/T1,"c2, global, l3, landsat, lm3, mss, radiance, t1, tier1, usgs",,https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LM03_C02_T1
Dataset_244,USGS Landsat 3 MSS Collection 2 Tier 2 Raw Scenes,USGS,LANDSAT/LM03/C02/T2,"c2, global, l3, landsat, lm3, mss, radiance, t2, tier2, usgs",,https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LM03_C02_T2
Dataset_245,USGS Landsat 4 MSS Collection 2 Tier 1 Raw Scenes,USGS,LANDSAT/LM04/C02/T1,"c2, global, l4, landsat, lm4, mss, radiance, t1, tier1, usgs",,https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LM04_C02_T1
Dataset_246,USGS Landsat 4 MSS Collection 2 Tier 2 Raw Scenes,USGS,LANDSAT/LM04/C02/T2,"c2, global, l4, landsat, lm4, mss, radiance, t2, tier2, usgs",,https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LM04_C02_T2
Dataset_247,USGS Landsat 5 MSS Collection 2 Tier 1 Raw Scenes,USGS,LANDSAT/LM05/C02/T1,"c2, global, l5, landsat, lm5, mss, radiance, t1, tier1, usgs",,https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LM05_C02_T1
Dataset_248,USGS Landsat 5 MSS Collection 2 Tier 2 Raw Scenes,USGS,LANDSAT/LM05/C02/T2,"c2, global, l5, landsat, lm5, mss, radiance, t2, tier2, usgs",,https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LM05_C02_T2
Dataset_249,USGS Landsat 4 TM Collection 2 Tier 1 Raw Scenes,USGS,LANDSAT/LT04/C02/T1,"c2, global, l4, landsat, lt4, radiance, t1, tier1, tm, usgs",,https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LT04_C02_T1
Dataset_250,"USGS Landsat 4 Level 2, Collection 2, Tier 1",USGS,LANDSAT/LT04/C02/T1_L2,"cfmask, cloud, fmask, global, landsat, lasrc, lst, lt04, reflectance, sr, tm, usgs",,https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LT04_C02_T1_L2
Dataset_251,USGS Landsat 4 TM Collection 2 Tier 1 TOA Reflectance,USGS/Google,LANDSAT/LT04/C02/T1_TOA,"global, landsat, toa, usgs",,https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LT04_C02_T1_TOA
Dataset_252,USGS Landsat 4 TM Collection 2 Tier 2 Raw Scenes,USGS,LANDSAT/LT04/C02/T2,"c2, global, l4, landsat, lt4, radiance, t2, tier2, tm, usgs",,https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LT04_C02_T2
Dataset_253,"USGS Landsat 4 Level 2, Collection 2, Tier 2",USGS,LANDSAT/LT04/C02/T2_L2,"cfmask, cloud, fmask, global, landsat, lasrc, lst, lt04, reflectance, sr, tm, usgs",,https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LT04_C02_T2_L2
Dataset_254,USGS Landsat 4 TM Collection 2 Tier 2 TOA Reflectance,USGS/Google,LANDSAT/LT04/C02/T2_TOA,"global, landsat, toa, usgs",,https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LT04_C02_T2_TOA
Dataset_255,USGS Landsat 5 TM Collection 2 Tier 1 Raw Scenes,USGS,LANDSAT/LT05/C02/T1,"c2, global, l5, landsat, lt5, radiance, t1, tier1, tm, usgs",,https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LT05_C02_T1
Dataset_256,"USGS Landsat 5 Level 2, Collection 2, Tier 1",USGS,LANDSAT/LT05/C02/T1_L2,"cfmask, cloud, fmask, global, landsat, lasrc, lst, lt05, reflectance, sr, tm, usgs",,https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LT05_C02_T1_L2
Dataset_257,USGS Landsat 5 TM Collection 2 Tier 1 TOA Reflectance,USGS/Google,LANDSAT/LT05/C02/T1_TOA,"global, landsat, toa, usgs",,https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LT05_C02_T1_TOA
Dataset_258,USGS Landsat 5 TM Collection 2 Tier 2 Raw Scenes,USGS,LANDSAT/LT05/C02/T2,"c2, global, l5, landsat, lt5, radiance, t2, tier2, tm, usgs",,https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LT05_C02_T2
Dataset_259,"USGS Landsat 5 Level 2, Collection 2, Tier 2",USGS,LANDSAT/LT05/C02/T2_L2,"cfmask, cloud, fmask, global, landsat, lasrc, lst, lt05, reflectance, sr, tm, usgs",,https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LT05_C02_T2_L2
Dataset_260,USGS Landsat 5 TM Collection 2 Tier 2 TOA Reflectance,USGS/Google,LANDSAT/LT05/C02/T2_TOA,"global, landsat, toa, usgs",,https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LT05_C02_T2_TOA
Dataset_261,"Global Mangrove Forests Distribution, v1 (2000)",NASA SEDAC at the Center for International Earth Science Information Network,LANDSAT/MANGROVE_FORESTS,"annual, ciesin, global, landsat-derived, mangrove, nasa, usgs",https://doi.org/10.1111/j.1466-8238.2010.00584.x,https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_MANGROVE_FORESTS
Dataset_262,GEDI L2A Vector Canopy Top Height (Version 2),USFS Laboratory for Applications of Remote Sensing in Ecology (LARSE),,"elevation, gedi, larse, nasa, tree-cover, usgs",https://doi.org/10.5067/GEDI/GEDI02_A.002,https://developers.google.com/earth-engine/datasets/catalog/LARSE_GEDI_GEDI02_A_002
Dataset_263,GEDI L2A table index,Indexing: Google and USFS Laboratory for Applications of Remote Sensing in Ecology (LARSE),LARSE/GEDI/GEDI02_A_002_INDEX,"elevation, gedi, larse, nasa, tree-cover, usgs",,https://developers.google.com/earth-engine/datasets/catalog/LARSE_GEDI_GEDI02_A_002_INDEX
Dataset_264,GEDI L2A Raster Canopy Top Height (Version 2),Rasterization: Google and USFS Laboratory for Applications of Remote Sensing in Ecology (LARSE),LARSE/GEDI/GEDI02_A_002_MONTHLY,"elevation, gedi, larse, nasa, tree-cover, usgs",,https://developers.google.com/earth-engine/datasets/catalog/LARSE_GEDI_GEDI02_A_002_MONTHLY
Dataset_265,GEDI L2B Vector Canopy Cover Vertical Profile Metrics (Version 2),USFS Laboratory for Applications of Remote Sensing in Ecology (LARSE),,"elevation, gedi, larse, nasa, tree-cover, usgs",https://doi.org/10.5067/GEDI/GEDI02_B.002,https://developers.google.com/earth-engine/datasets/catalog/LARSE_GEDI_GEDI02_B_002
Dataset_266,GEDI L2B table index,Indexing: Google and USFS Laboratory for Applications of Remote Sensing in Ecology (LARSE),LARSE/GEDI/GEDI02_B_002_INDEX,"elevation, gedi, larse, nasa, tree-cover, usgs",,https://developers.google.com/earth-engine/datasets/catalog/LARSE_GEDI_GEDI02_B_002_INDEX
Dataset_267,GEDI L2B Raster Canopy Cover Vertical Profile Metrics (Version 2),Rasterization: Google and USFS Laboratory for Applications of Remote Sensing in Ecology (LARSE),LARSE/GEDI/GEDI02_B_002_MONTHLY,"elevation, gedi, larse, nasa, tree-cover, usgs",,https://developers.google.com/earth-engine/datasets/catalog/LARSE_GEDI_GEDI02_B_002_MONTHLY
Dataset_268,"GEDI L4A Aboveground Biomass Density, Version 2.1",USFS Laboratory for Applications of Remote Sensing in Ecology (LARSE),,"elevation, gedi, larse, nasa, tree-cover, usgs",https://doi.org/10.5067/GEDI/GEDI04_A.002,https://developers.google.com/earth-engine/datasets/catalog/LARSE_GEDI_GEDI04_A_002
Dataset_269,GEDI L4A table index,Indexing: Google and USFS Laboratory for Applications of Remote Sensing in Ecology (LARSE),LARSE/GEDI/GEDI04_A_002_INDEX,"elevation, gedi, larse, nasa, tree-cover, usgs",,https://developers.google.com/earth-engine/datasets/catalog/LARSE_GEDI_GEDI04_A_002_INDEX
Dataset_270,"GEDI L4A Raster Aboveground Biomass Density, Version 2.1",Rasterization: Google and USFS Laboratory for Applications of Remote Sensing in Ecology (LARSE),LARSE/GEDI/GEDI04_A_002_MONTHLY,"elevation, gedi, larse, nasa, tree-cover, usgs",,https://developers.google.com/earth-engine/datasets/catalog/LARSE_GEDI_GEDI04_A_002_MONTHLY
Dataset_271,GEDI L4B Gridded Aboveground Biomass Density (Version 2),USFS Laboratory for Applications of Remote Sensing in Ecology (LARSE),LARSE/GEDI/GEDI04_B_002,"elevation, gedi, larse, nasa, tree-cover, usgs",https://doi.org/10.3334/ORNLDAAC/2056,https://developers.google.com/earth-engine/datasets/catalog/LARSE_GEDI_GEDI04_B_002
Dataset_272,Latvia Color InfraRed (CIR) orthophotos,Latvia orthophotos,Latvia/Maamet/orthos/cir,"latvia, nrg, orthophoto",,https://developers.google.com/earth-engine/datasets/catalog/Latvia_Maamet_orthos_cir
Dataset_273,Latvia RGB orthophotos,Latvia orthophotos,Latvia/Maamet/orthos/rgb,"latvia, orthophoto, rgb",,https://developers.google.com/earth-engine/datasets/catalog/Latvia_Maamet_orthos_rgb
Dataset_274,MERIT DEM: Multi-Error-Removed Improved-Terrain DEM,Dai Yamazaki (University of Tokyo),MERIT/DEM/v1_0_3,"dem, elevation, merit, topography",,https://developers.google.com/earth-engine/datasets/catalog/MERIT_DEM_v1_0_3
Dataset_275,MERIT Hydro: Global Hydrography Datasets,Dai Yamazaki (University of Tokyo),MERIT/Hydro/v1_0_1,"dem, elevation, flow-direction, hand, hydrography, hydrosheds, merit, river-width, upstream-drainage-area",,https://developers.google.com/earth-engine/datasets/catalog/MERIT_Hydro_v1_0_1
Dataset_276,MERIT Hydro: Supplementary Visualization Layers,Dai Yamazaki (University of Tokyo),MERIT/Hydro_reduced/v1_0_1,"dem, elevation, flow-direction, hand, hydrography, hydrosheds, merit, river-width, upstream-drainage-area",,https://developers.google.com/earth-engine/datasets/catalog/MERIT_Hydro_reduced_v1_0_1
Dataset_277,MOD44B.006 Terra Vegetation Continuous Fields Yearly Global 250m,NASA LP DAAC at the USGS EROS Center,MODIS/006/MOD44B,"annual, geophysical, global, modis, nasa, terra, tree-cover, vegetation",,https://developers.google.com/earth-engine/datasets/catalog/MODIS_006_MOD44B
Dataset_278,MOD44W.006 Terra Land Water Mask Derived From MODIS and SRTM Yearly Global 250m,NASA LP DAAC at the USGS EROS Center,MODIS/006/MOD44W,"geophysical, mod44w, modis, nasa, srtm, usgs, water-mask",https://doi.org/10.5067/MODIS/MOD44W.006,https://developers.google.com/earth-engine/datasets/catalog/MODIS_006_MOD44W
Dataset_279,MODOCGA.006 Terra Ocean Reflectance Daily Global 1km,NASA LP DAAC at the USGS EROS Center,MODIS/006/MODOCGA,"daily, global, modis, nasa, ocean, reflectance, sr, terra, usgs",https://doi.org/10.5067/MODIS/MODOCGA.006,https://developers.google.com/earth-engine/datasets/catalog/MODIS_006_MODOCGA
Dataset_280,MYDOCGA.006 Aqua Ocean Reflectance Daily Global 1km,NASA LP DAAC at the USGS EROS Center,MODIS/006/MYDOCGA,"aqua, daily, global, modis, nasa, ocean, reflectance, sr, usgs",https://doi.org/10.5067/MODIS/MYDOCGA.006,https://developers.google.com/earth-engine/datasets/catalog/MODIS_006_MYDOCGA
Dataset_281,MCD12Q1.061 MODIS Land Cover Type Yearly Global 0.05 Deg CMG,NASA LP DAAC at the USGS EROS Center,MODIS/061/MCD12C1,"landcover, modis, nasa, usgs, yearly",https://doi.org/10.5067/MODIS/MCD12C1.061,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MCD12C1
