ID,Script_ID,Entity_Type,Value,Value_sentence-t5-large,Top1_Similarity_sentence-t5-large,Value_BAAI,Top1_Similarity_BAAI,Value_GPT3.5,Usage
291,script_97704.txt,Theme,Global elevation data extraction,GEOPOTENTIAL HEIGHT,0.8339011669158936,GLOBAL COORDINATE REFERENCE SYSTEM,0.627164363861084,LAND SURFACE,7408
292,script_97718.txt,Theme,Vegetation health monitoring,FOREST MENSURATION,0.8764299750328064,VEGETATION INDEX,0.7096934914588928,VEGETATION INDEX,7408
293,script_97724.txt,Theme,NDVI analysis at Chinese Privet plots,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.8062989711761475,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.5729683637619019,PLANT CHARACTERISTICS,7408
294,script_97954.txt,Theme,Land change classification,LAND USE/LAND COVER CLASSIFICATION,0.8908570408821106,LAND USE/LAND COVER CLASSIFICATION,0.7247111797332764,LAND USE/LAND COVER,7408
295,script_97955.txt,Theme,Land change classification,LAND USE/LAND COVER CLASSIFICATION,0.8908570408821106,LAND USE/LAND COVER CLASSIFICATION,0.7247111797332764,LAND USE/LAND COVER,7408
296,script_97974.txt,Theme,Land cover change detection,LAND SURFACE/AGRICULTURE INDICATORS,0.8651163578033447,LAND USE/LAND COVER,0.6711500883102417,LAND USE/LAND COVER CLASSIFICATION,7422
297,script_97988.txt,Theme,Imagery mosaicking,VISIBLE IMAGERY,0.8727941513061523,INFRARED IMAGERY,0.6784321665763855,LAND USE/LAND COVER CLASSIFICATION,7422
298,script_97988.txt,Theme,Classification with water masking,WATER CHARACTERISTICS,0.8249988555908203,WATER CHARACTERISTICS,0.6415712237358093,AQUATIC SCIENCES,7422
299,script_97991.txt,Theme,Land cover classification,LAND USE/LAND COVER CLASSIFICATION,0.9255800247192384,LAND USE/LAND COVER CLASSIFICATION,0.8051952123641968,LAND USE/LAND COVER CLASSIFICATION,7422
300,script_97991.txt,Theme,Image filtering,VISIBLE IMAGERY,0.811555027961731,INFILTRATION,0.7260620594024658,LAND USE/LAND COVER CLASSIFICATION,7422
301,script_97991.txt,Theme,Image masking,CONTOUR MAPS,0.813723087310791,INFRARED IMAGERY,0.714154839515686,LAND USE/LAND COVER CLASSIFICATION,7429
302,script_98003.txt,Theme,Image compositing for land cover analysis,LAND SURFACE/AGRICULTURE INDICATORS,0.8291307687759399,SOIL COMPACTION,0.6977914571762085,LAND USE/LAND COVER CLASSIFICATION,7429
303,script_98005.txt,Theme,Landsat and Sentinel data mosaicking for land cover analysis,LAND SURFACE/AGRICULTURE INDICATORS,0.8292115926742554,SOIL MOISTURE/WATER CONTENT,0.5830792188644409,LAND USE/LAND COVER CLASSIFICATION,7429
304,script_98169.txt,Theme,NDVI calculation for vegetation analysis.,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.8651264309883118,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.76221764087677,VEGETATION INDEX,7429
305,script_98257.txt,Theme,Flood monitoring,FLOOD LEVELS,0.8622714877128601,FLOODING,0.7557883262634277,FLOODS,7429
306,script_98258.txt,Theme,Flood monitoring,FLOOD LEVELS,0.8622714877128601,FLOODING,0.7557883262634277,SURFACE WATER,7408
307,script_98259.txt,Theme,Flood monitoring and analysis,FLOOD LEVELS,0.849592924118042,FLOOD FREQUENCY,0.7039854526519775,SURFACE WATER,7408
308,script_98260.txt,Theme,Flood detection,FLOOD LEVELS,0.8511346578598022,FLOODING,0.7447664737701416,SURFACE WATER,7408
309,script_98260.txt,Theme,NDWI calculation,NORTHERN OSCILLATION INDEX,0.7785392999649048,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.6091776490211487,WATER QUALITY/WATER CHEMISTRY,7408
310,script_98260.txt,Theme,Image classification,RADAR IMAGERY,0.815034031867981,INFRARED IMAGERY,0.6823632717132568,SPECTRAL/ENGINEERING,7408
311,script_98261.txt,Theme,Flood detection and refinement,DROUGHT/PRECIPITATION RECONSTRUCTION,0.8309370875358582,SURFACE WATER PROCESSES/MEASUREMENTS,0.6794156432151794,SURFACE WATER,7403
312,script_98262.txt,Theme,Flood extent analysis,FLOOD LEVELS,0.8886827230453491,INUNDATION AMOUNT,0.6521865725517273,SURFACE WATER,7403
313,script_98263.txt,Theme,Flood monitoring,FLOOD LEVELS,0.8622714877128601,FLOODING,0.7557883262634277,SURFACE WATER,7403
314,script_98266.txt,Theme,Flood detection and refinement,DROUGHT/PRECIPITATION RECONSTRUCTION,0.8309370875358582,SURFACE WATER PROCESSES/MEASUREMENTS,0.6794156432151794,SURFACE WATER,7403
315,script_98267.txt,Theme,Flood monitoring and analysis,FLOOD LEVELS,0.849592924118042,FLOOD FREQUENCY,0.7039854526519775,SURFACE WATER,7403
316,script_98275.txt,Theme,Flood monitoring,FLOOD LEVELS,0.8622714877128601,FLOODING,0.7557883262634277,SURFACE WATER,7409
317,script_98281.txt,Theme,Water body classification,SEA ICE/OCEAN CLASSIFICATION,0.8681632280349731,WATER CHARACTERISTICS,0.7123512625694275,AQUATIC SCIENCES,7409
318,script_98281.txt,Theme,Water feature extraction,GROUND WATER RECONSTRUCTION,0.832826554775238,WATER CHARACTERISTICS,0.7591761350631714,AQUATIC SCIENCES,7409
319,script_98287.txt,Theme,Vegetation health monitoring,FOREST MENSURATION,0.8764299750328064,VEGETATION INDEX,0.7096934914588928,VEGETATION INDEX,7409
320,script_98289.txt,Theme,Image collection filtering,BLOCKING INDEX,0.756965160369873,INFILTRATION,0.6596323251724243,SPECTRAL/ENGINEERING,7409
321,script_98289.txt,Theme,Cloud masking,CLOUD MICROPHYSICS,0.8962477445602417,CLOUD CEILING,0.6455549001693726,OCEAN OPTICS,7391
322,script_98289.txt,Theme,Spectral band visualization,SPECTRUM WIDTH,0.8618280291557312,SPECTRUM WIDTH,0.7008240818977356,SPECTRAL IRRADIANCE,7391
323,script_98290.txt,Theme,Land cover classification,LAND USE/LAND COVER CLASSIFICATION,0.9255800247192384,LAND USE/LAND COVER CLASSIFICATION,0.8051952123641968,LAND USE/LAND COVER CLASSIFICATION,7391
