ID,Script_ID,Entity_Type,Value,Value_sentence-t5-large,Top1_Similarity_sentence-t5-large,Value_BAAI,Top1_Similarity_BAAI,Value_GPT3.5,Usage
485,script_188413.txt,Function,Cloud masking for image collection,Image Cloud Masking,0.94575572,Image Cloud Masking,0.87829566,Cloud And Shade Masking,4955
486,script_188413.txt,Function,NDVI calculation,Computes Normalized Difference Vegetation Index (NDVI),0.900147438,Compute Median Of NDVI,0.863728523,Image Index Calculation,4944
487,script_188413.txt,Function,LST calculation,Chlorophyll-a Calculation,0.859893322,Slope calculation,0.626732767,Surface Temperature Calculation,4944
488,script_188414.txt,Function,Cloud masking for image quality improvement,Image Cloud Masking,0.933648467,Image Cloud Masking,0.845804632,Cloud And Shade Masking,4944
489,script_188414.txt,Function,NDVI calculation for vegetation health assessment,Computes Normalized Difference Vegetation Index (NDVI),0.917135179,Computes Normalized Difference Vegetation Index (NDVI),0.804829836,Calculate Environmental And Vegetation Indices,4944
490,script_188414.txt,Function,LST calculation for land surface temperature analysis,Surface Temperature Calculation,0.879002929,Surface Temperature Calculation,0.735484123,Surface Temperature Calculation,4944
491,script_188414.txt,Function,Exporting processed data for further analysis,Export Processed Data,0.934128821,Export Processed Data,0.875043154,Export Processed Data,4941
492,script_188419.txt,Function,Cloud masking,Cloud And Shade Masking,0.958947599,Image Cloud Masking,0.901710093,Cloud And Shade Masking,4941
493,script_188419.txt,Function,NDVI calculation,Computes Normalized Difference Vegetation Index (NDVI),0.900147438,Compute Median Of NDVI,0.863728523,Calculate NDVI,4941
494,script_188419.txt,Function,LST calculation,Chlorophyll-a Calculation,0.859893322,Slope calculation,0.626732767,Surface Temperature Calculation,4941
495,script_188454.txt,Function,Mosaicking daily cloud probability images,Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover,0.889490485,Image Mosaicking,0.798407674,Filter And Mosaic Landsat Images,4941
496,script_188454.txt,Function,Masking clouds based on probability threshold,Cloud Probability Masking,0.962376356,Cloud Probability Masking,0.846889734,Cloud Probability Masking,4952
497,script_188454.txt,Function,Summing cloud probability images,Add Cloud Probability And Mask As Image Bands,0.905754387,Add Cloud Probability And Mask As Image Bands,0.763771892,Image Addition,4952
498,script_188454.txt,Function,Calculating percentage cloud cover,Computes Percentage Of Cloud Cover,0.970115423,Computes Percentage Of Cloud Cover,0.931169152,Calculate Data For Specific Spectral Bands,4952
499,script_188455.txt,Function,Mosaicking cloud probability images,Count Cloud Probability Occurrences,0.900893152,Image Mosaicking,0.83494252,Filter And Mosaic Landsat Images,4952
500,script_188455.txt,Function,Masking clouds in the region,Cloud And Shade Masking,0.943023801,Cloud And Shade Masking,0.790423036,Clip Images To A Specific Region,4952
501,script_188455.txt,Function,Calculating percentage of cloud cover,Computes Percentage Of Cloud Cover,0.970990896,Computes Percentage Of Cloud Cover,0.937917888,Calculate Percentage Of Cloud Cover,4963
502,script_188458.txt,Function,Mosaic creation for daily cloud probability images,Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover,0.874901891,Image Mosaicking,0.749095917,Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover,4963
503,script_188458.txt,Function,Cloud masking operation to filter out clouds,Cloud Filtering,0.942524672,Cloud Filtering,0.774969637,Image Cloud Masking,4963
504,script_188458.txt,Function,Summation of cloud-free images for each region,Cluster Image Data,0.851262093,Create Image Composites To Minimize Cloud Cover,0.636545479,Quality Masking,4963
505,script_188458.txt,Function,Calculation of cloud cover percentage,Computes Percentage Of Cloud Cover,0.976866663,Computes Percentage Of Cloud Cover,0.924154162,Export Processed Images,4963
506,script_188458.txt,Function,Exporting processed cloud cover images,Export Processed Images,0.907948494,Export Processed Images,0.799713135,Export Processed Images,4956
507,script_188465.txt,Function,Mosaic creation from daily images,Image Mosaicking,0.878626108,Image Mosaicking,0.776985407,Filter And Mosaic Landsat Images,4956
508,script_188465.txt,Function,Cloud masking for composite generation,Cloud Probability Masking,0.915678382,Image Cloud Masking,0.753289163,Image Cloud Masking,4956
509,script_188502.txt,Function,"Image filtering based on date, polarization, and orbit",Filter Images,0.872670293,Filter Images By Date,0.768959284,Select Specific Polarization From Images,4956
510,script_188502.txt,Function,Thresholding using OTSU algorithm for water detection,Open Water Detection,0.864510655,Otsu Thresholding,0.774097323,Threshold Application,4956
511,script_188502.txt,Function,Area calculation for water bodies,Water body Area Calculation,0.977593422,Water body Area Calculation,0.931178808,Area Calculation,4960
512,script_188502.txt,Function,Time series chart generation for water area changes,Generate Time Series Charts Of Water Area,0.953444123,Generate Time Series Charts Of Water Area,0.905972719,Generate Time Series Charts Of Water Area,4960
513,script_188506.txt,Function,Image collection filtering based on date range,Filter Image Collection By Date,0.97279048,Filter Image Collection By Date,0.883538187,Filter Image Collection By Date,4960
514,script_188506.txt,Function,Mosaicking images for each day within the range,Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover,0.853913546,Image Mosaicking,0.765190899,Filter And Mosaic Landsat Images,4960
515,script_188506.txt,Function,Cloud masking operation for cloud probability images,Cloud Probability Masking,0.95133239,Cloud Probability Masking,0.862994194,Cloud And Shade Masking,4960
516,script_188506.txt,Function,Summation of cloud-masked images,Image Cloud Masking,0.90752393,Image Cloud Masking,0.748847008,Image Mosaicking,4969
517,script_188506.txt,Function,Calculation of cloud percentage based on cloud-masked images,Cloud Probability Masking,0.912413538,Computes Percentage Of Cloud Cover,0.836779356,Calculate Data For Specific Spectral Bands,4969
518,script_188509.txt,Function,Image collection filtering based on date and location,Filter Image Collection By Date And Region,0.964108348,Filter Image Collection By Date And Region,0.899417043,Filter Image Collection By Date And Region,4969
519,script_188509.txt,Function,Cloud masking operation for cloud probability images,Cloud Probability Masking,0.95133239,Cloud Probability Masking,0.862994194,Cloud And Shade Masking,4969
520,script_188509.txt,Function,Summation of cloud-free images to create a composite image,Generate Image Composites,0.880010366,Generate Image Composites,0.790174007,Generate Image Composites,4969
521,script_188509.txt,Function,Calculation of correlation coefficient between two images,Cross-correlation Calculation,0.898379266,Calculates Spatial Correlation,0.781843901,Correlation Analysis,4951
522,script_188511.txt,Function,Image collection filtering based on date and region,Filter Image Collection By Date And Region,0.986051917,Filter Image Collection By Date And Region,0.948120058,Filter Image Collection By Date And Region,4951
523,script_188511.txt,Function,Mosaicking daily cloud probability images,Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover,0.889490485,Image Mosaicking,0.798407674,Quality Mosaic Generation,4951
524,script_188511.txt,Function,Summing cloud probability images,Add Cloud Probability And Mask As Image Bands,0.905754387,Add Cloud Probability And Mask As Image Bands,0.763771892,Image Addition,4951
525,script_188511.txt,Function,Calculating percentage of cloud cover,Computes Percentage Of Cloud Cover,0.970990896,Computes Percentage Of Cloud Cover,0.937917888,Calculate Percentage Of Cloud Cover,4951
526,script_188511.txt,Function,Cross-correlation analysis between precipitation and cloud cover,Mapping Cloud Cover,0.87047565,Mapping Cloud Cover,0.675879657,Correlation Analysis,4935
527,script_19155.txt,Function,Image collection filtering,Filter Image Collection,0.987343848,Filter Image Collection,0.88791275,Filter Image Collection,4935
528,script_19155.txt,Function,Image sampling,Sampling Image,0.935294747,Sampling Image,0.942066908,Sampling Image,4935
529,script_19155.txt,Function,Random forest classification,Random Forest Classification,0.979160786,Random Forest Classification,0.958222151,Random Forest Classification,4935
530,script_23533.txt,Function,Remapping land cover classes,Remapping Land Cover Classes,0.987353563,Remapping Land Cover Classes,0.974094629,Remapping Land Cover Classes,4935
531,script_23533.txt,Function,Assembling image collection for events,Image Aggregation,0.870776713,Aggregate Multiple Images,0.755551338,Generate Image Composites For Indices/Index,4968
532,script_23533.txt,Function,Executing geoprocessing model for change tracking,Run Algorithm For Change Detection,0.831418216,Change Detection,0.638202906,Run Algorithm For Change Detection,4968
533,script_28.txt,Function,Harmonization of Landsat sensors for consistent analysis,"Merge, Harmonize, And Standardize Landsat Image Collections",0.84979248,"Merge, Harmonize, And Standardize Landsat Image Collections",0.776429057,Harmonization Of Reflectance,4968
534,script_28.txt,Function,Generation of surface reflectance image collections,Generate Image Composites,0.863174677,Surface Reflectance Correction,0.712722063,Generate Image Composites,4968
535,script_28.txt,Function,Calculation of normalized difference vegetation index (NDVI),Computes Normalized Difference Vegetation Index (NDVI),0.962817073,Computes Normalized Difference Vegetation Index (NDVI),0.93210429,Calculate NDVI For Pre-Fire Image,4968
536,script_28.txt,Function,Statistical analysis and region-specific statistics calculation,Calculate Area Statistics,0.879896402,Statistics Calculation,0.750853479,Statistics Calculation,4940
537,script_3043.txt,Function,Image band selection and renaming,Rename Image Bands,0.944925249,Rename Image Bands,0.775206685,Rename Image Bands,4940
538,script_3043.txt,Function,Cloud and shadow masking,Cloud And Shade Masking,0.970713556,Cloud And Cloud Shadow Masking,0.933878124,Cloud And Shadow Masking,4940
539,script_3043.txt,Function,Calculation of vegetation indices,Vegetation Indices/Index Calculation,0.941811681,Vegetation Indices/Index Calculation,0.902939558,Vegetation Indices/Index Calculation,4940
540,script_3043.txt,Function,Collection filtering and preparation,Filter Image Collection,0.877855837,Filter And Buffer A Feature Collection,0.749590635,Filter Image Collection,4940
541,script_3043.txt,Function,Composite generation,Endmember generation,0.869500577,Temporal Compositing,0.73988986,Generate Image Composites,4944
542,script_3043.txt,Function,Water and vegetation frequency calculation,Fractional Vegetation Cover (FVC) Calculation,0.880131483,Fractional Vegetation Calculation,0.749715209,Calculate Environmental And Vegetation Indices,4944
543,script_3043.txt,Function,Land cover classification based on indices and elevation,Elevation Classification,0.902100205,Land Cover Classification And Mapping,0.789421678,Machine Learning Classification,4944
544,script_32.txt,Function,Generate daily composites,Generate Image Composites,0.853020906,Generate Image Composites,0.77388072,Temporal Aggregation,4944
545,script_32.txt,Function,Make snow covered area composite,Creating Seasonal Composite,0.87617147,Generate Image Composites,0.681038022,Generate Image Composites For Indices/Index,4944
546,script_32.txt,Function,Create Sentinel-1 image collection,Filter Image Collection,0.861022949,Generate Image Composites,0.670662761,Image Mosaicking,4949
547,script_32.txt,Function,Update mask with snow cover data,Update Masks,0.857220352,Update Masks,0.776599467,Cloud And Snow Masking,4949
548,script_35538.txt,Function,Temporal and spatial filtering of image collections,Temporal Image Collection Filtering,0.956129789,Temporal Image Collection Filtering,0.908945441,Temporal Filtering,4949
549,script_35538.txt,Function,Median image creation,Create Median Composite Of Images,0.946789265,Create Median Composite Of Images,0.822670579,Create Median Composite Of Images,4949
550,script_35538.txt,Function,Image clipping to region of interest,Clip Images To A Specific Region,0.944788814,Clip Images To A Specific Region,0.876522899,Clip Images To Specific Geographic Boundaries,4949
551,script_35538.txt,Function,NDVI calculation,Computes Normalized Difference Vegetation Index (NDVI),0.900147438,Compute Median Of NDVI,0.863728523,Image Index Calculation,4926
552,script_35538.txt,Function,Threshold-based image masking,Image Masking,0.919534922,Image Masking,0.816527963,Threshold Application,4926
553,script_37873.txt,Function,Training data creation for classification,Training Data Creation,0.942784071,Training Data Creation,0.875620246,Training Data Creation,4926
554,script_37873.txt,Function,Classifier training,Training CART Classifier,0.921153069,Training CART Classifier,0.808868408,Machine Learning Model Training,4926
555,script_37873.txt,Function,Image classification,Classify Images Based On Training Data,0.934904814,Image Differencing,0.792265058,Classification,4926
556,script_41838.txt,Function,Image collection filtering based on date and location,Filter Image Collection By Date And Region,0.964108348,Filter Image Collection By Date And Region,0.899417043,Filter Image Collection By Date And Region,4952
557,script_41838.txt,Function,Building training samples for classification,Training Data Sampling,0.902544618,Training Data Sampling,0.781606972,Sample Collection,4952
558,script_41838.txt,Function,Training a Random Forest classifier,Train And Apply Random Forest Classifier,0.964995086,Train And Apply Random Forest Classifier,0.873771369,Train And Apply Random Forest Classifier,4952
559,script_41838.txt,Function,Classifying land cover using the trained classifier,Training And Sampling For Land Cover Classification,0.891011298,Training And Sampling For Land Cover Classification,0.793099642,Classify Images Based On Trained Model,4952
560,script_42.txt,Function,Random point generation,Random Point Generation,0.990593433,Random Point Generation,0.957137465,Random Point Generation,4952
561,script_42.txt,Function,Training data creation,Training Data Creation,0.991856694,Training Data Creation,0.951555014,Training Data Creation,4951
562,script_42.txt,Function,Model training with Random Forest algorithm,Random Forest Regression Training,0.94980216,Random Forest Regression Training,0.866810203,Train And Apply Random Forest Classifier,4951
563,script_42.txt,Function,Image classification based on trained model,Classify Images Based On Trained Model,0.974132359,Classify Images Based On Trained Model,0.865122378,Classify Images Based On Trained Model,4951
564,script_43.txt,Function,Calculating mean canopy cover for a feature,Fractional Vegetation Cover (FVC) Calculation,0.878908098,Forest Canopy Density Calculation,0.741762638,Calculate Features To Refine Flood Analysis,4951
565,script_43.txt,Function,Randomly moving polygons for analog region creation,Random Point Generation,0.857060611,Identifying Homogeneous Areas,0.700034618,Generate Ratio Images,4905
566,script_43803.txt,Function,"Filter, sort, and mosaic Sentinel-2 images",Filter Images,0.882695198,Filter And Sort,0.691007376,Filter And Mosaic Landsat Images,4954
567,script_43803.txt,Function,Clip and select specific bands for analysis,Select Specific Bands From Images,0.898329198,Select Specific Bands From Images,0.776993454,Select Specific Bands From Images,4954
568,script_43803.txt,Function,Export processed image to Google Drive,Export Processed Images To Google Drive,0.971833348,Export Processed Images To Google Drive,0.968890488,Export Processed Images To Google Drive,4954
569,script_45435.txt,Function,Data filtering based on date,Data Filtering,0.91106391,Filter Images By Date,0.856749535,Temporal Filtering,4954
570,script_45435.txt,Function,Data selection by field,Select Data,0.904556155,Select Data,0.738730073,Feature Selection For Training,4954
571,script_45435.txt,Function,Data reduction by mean,Mean Reduction,0.906036973,Mean Reduction,0.79459548,Mean Reduction,4928
572,script_45435.txt,Function,Data quality control,Quality Control,0.89759165,Quality Filtering,0.742457509,Quality Control,4928
573,script_45435.txt,Function,Data visualization and export,Data Visualization,0.894043624,Data Visualization,0.848369062,Export Results,4928
574,script_48.txt,Function,Image collection preparation,Prepares Images For Classification,0.903645992,Prepares Images For Classification,0.748611987,Data Preparation,4928
575,script_48.txt,Function,LandTrendr fit algorithm execution,Performs Linear Fits,0.815088868,Performs Linear Fits,0.619510591,Training Model,4928
576,script_48.txt,Function,Segment length calculation,Distance Calculation,0.869605899,Fractional Vegetation Calculation,0.664990902,Distance Calculation,4957
577,script_48.txt,Function,Time since last vertex calculation,Temporal Averaging,0.79429388,Calculate Ratio Between Recent And Historical Images,0.611468554,Time Series Analysis,4957
578,script_49902.txt,Function,NDVI calculation using NIR and Red bands,Calculate Normalized Infrared Vegetation Index (NIRV),0.857568502,Compute Median Of NDVI,0.747626662,Calculate Spectral Indices And Ratios From Satellite Bands,4957
579,script_49902.txt,Function,NDMI calculation using B8 and B11 bands,Calculate Data For Specific Spectral Bands,0.832164705,Compute Median Of NDVI,0.616087437,Calculate Spectral Indices And Ratios From Satellite Bands,4957
580,script_50.txt,Function,Random points generation for training data,Random Point Generation,0.906131625,Sampling Regions For Training Data,0.804561377,Random Point Generation,4957
581,script_50.txt,Function,Random forest classification modeling,Random Forest Classification,0.945810974,Random Forest Classification,0.88407588,Machine Learning Classification,4946
582,script_51624.txt,Function,Composite Sentinel-1 imagery for comparison,Displays Composite Image,0.83770597,Performs Image Differencing To Compare Changes,0.649799466,Generate Image Composites,4946
583,script_51624.txt,Function,Add layer selection widget for visualization,Visualization Selection,0.860033393,Visualize Data Layers,0.764224768,Add A Legend,4946
584,script_52026.txt,Function,Filtering and selecting O3 column number density data,Data Filtering,0.855421841,Filtering Soil Moisture Data,0.669838071,Filtering Features,4946
585,script_52026.txt,Function,Calculating mean values for each month,Compute Mean Values,0.891845465,Compute Mean Values,0.781520963,Calculate Mean Values,4946
586,script_54980.txt,Function,Image classification generation based on previous year's classification,Classify Images Based On Training Data,0.874255836,Filter Image Collection By Year,0.677349806,Classification And Machine Learning,4976
587,script_59099.txt,Function,Calculate NDVI for pre-landslide imagery,Computes Normalized Difference Vegetation Index (NDVI),0.868507504,Compute Median Of NDVI,0.740565538,Calculate NDVI for pre-landslide imagery,4976
588,script_59099.txt,Function,Calculate NDVI for post-landslide imagery,Calculate NBR for Post-Fire Image,0.880604982,Compute Median Of NDVI,0.733977199,Calculate NDVI for post-landslide imagery,4976
589,script_62526.txt,Function,Mosaicking daily images for precipitation analysis,Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover,0.877031684,Image Mosaicking,0.751895845,Image Mosaicking,4976
590,script_62526.txt,Function,Calculating water area using NDWI index,Calculates Normalized Difference Water Index (NDWI),0.908990264,Calculates Normalized Difference Water Index (NDWI),0.82249558,Calculate Normalized Difference Water Index (NDWI),4976
591,script_62526.txt,Function,Generating time series chart for water area analysis,Generate Time Series Charts Of Water Area,0.977762938,Generate Time Series Charts Of Water Area,0.932659864,Generate Time Series Charts Of Water Area,4958
592,script_65671.txt,Function,Cloud masking for Landsat 5 images,Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover,0.916881204,Image Cloud Masking,0.804281235,Image Cloud Masking,4958
593,script_65671.txt,Function,Cloud masking for Landsat 8 images,Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover,0.914646268,Image Cloud Masking,0.792197168,Image Cloud Masking,4958
594,script_67562.txt,Function,Cloud removal from Landsat 8 imagery,Image Cloud Removal,0.910126925,Image Cloud Removal,0.793905437,Image Cloud Removal,4958
595,script_67562.txt,Function,Image scaling for Landsat 8 data,Scaling Image Values,0.873173714,Image Scaling,0.738380849,Scaling Image Values,4958
596,script_67562.txt,Function,Calculation of NDVI (Normalized Difference Vegetation Index),Computes Normalized Difference Vegetation Index (NDVI),0.978276551,Computes Normalized Difference Vegetation Index (NDVI),0.937818527,Calculate NDVI,4974
597,script_67562.txt,Function,Calculation of NDWI (Normalized Difference Water Index),Calculates Normalized Difference Water Index (NDWI),0.979671896,Calculates Normalized Difference Water Index (NDWI),0.951400876,Calculate NDWI,4974
598,script_67562.txt,Function,Calculation of NDBI (Normalized Difference Built-up Index),Calculate Normalized Difference Water Body Index (NDWBI),0.923866093,Calculate Normalized Difference Water Body Index (NDWBI),0.813253105,Calculate NDVI,4974
599,script_67562.txt,Function,Filtering Landsat 8 image collection by date and location,Filter Image Collection By Date And Region,0.908339024,Filter Image Collection By Date And Region,0.81414932,Filter And Mosaic Landsat Images,4974
600,script_67562.txt,Function,Generation of Digital Elevation Model (DEM) from SRTM data,Visualize Elevation Data (DEM),0.867032707,Visualize Elevation Data (DEM),0.758703828,Generate Terrain Data Generation and Analysis,4974
601,script_67562.txt,Function,Addition of elevation and slope bands to the Landsat 8 image,Image Band Addition,0.858034611,Image Band Addition,0.692433238,Add Normalized Difference Band,4964
602,script_67562.txt,Function,Visualization of Landsat 8 image with RGB bands,Visualize Radar Images,0.868657708,Visualize Images In Different Band Combinations,0.709030628,Display True Color Images,4964
603,script_71184.txt,Function,Cloud scoring algorithm,Cloud Score Computation,0.95356226,Cloud Score Computation,0.86321187,Cloud Score Computation,4964
604,script_71184.txt,Function,MNDWI calculation,Calculates Modified Normalized Difference Water Index (MNDWI),0.87625885,Calculates Modified Normalized Difference Water Index (MNDWI),0.816015601,Calculate Modified Normalized Difference Water Index (MNDWI),4964
605,script_71184.txt,Function,Filtering based on cloud and ND thresholds,Cloud Filtering,0.909033537,Cloud Filtering,0.784133554,Filter Image Collection By Cloud Coverage,4964
606,script_71184.txt,Function,Chart visualization,Data Visualization,0.901536226,Data Visualization,0.826468349,Generate Time Series Charts,4945
607,script_72.txt,Function,Temporal segmentation using LandTrendr,Temporal Data Filtering,0.841516256,Temporal Data Filtering,0.716154337,Temporal Analysis,4945
608,script_72.txt,Function,Calculation of NBR index,Calculate Normalized Difference Water Body Index (NDWBI),0.888534904,Calculate NBR For Pre-Fire Image,0.766251624,Calculate Normalized Burn Ratio (NBR),4945
609,script_72.txt,Function,Change detection mapping,Change Detection,0.939249992,Change Detection,0.853278875,Change Detection,4945
610,script_7366.txt,Function,Image filtering based on date and location,Filter Images By Date And Region,0.953884125,Filter Images By Date And Region,0.884408712,Filter Image Collection By Date And Region,4945
611,script_7366.txt,Function,Sorting images by cloud coverage,Sort Image Collections By Cloud Cover,0.967408061,Sort Image Collections By Cloud Cover,0.896655083,Sort Images By Cloud Cover,4946
612,script_7366.txt,Function,Training a classification model,Machine Learning Model Training,0.94029814,Machine Learning Model Training,0.816583693,Training Model,4946
613,script_7366.txt,Function,Running the classification process,Classification,0.881275892,Thresholding For Classification,0.723221898,Machine Learning Classification,4946
614,script_75448.txt,Function,Image collection filtering by date,Filter Image Collection By Date,0.99086833,Filter Image Collection By Date,0.942527533,Filter Image Collection By Date,4946
615,script_75448.txt,Function,NDWI calculation for water detection,Calculates Normalized Difference Water Index (NDWI),0.924612343,Calculates Normalized Difference Water Index (NDWI),0.834184647,Calculate Normalized Difference Water Index (NDWI),4946
616,script_75448.txt,Function,Otsu threshold segmentation,Otsu Thresholding,0.873721063,Otsu Thresholding,0.870548785,Threshold Application,4962
617,script_75448.txt,Function,Waterbody surface area calculation,Surface water area computation,0.972184062,Water body Area Calculation,0.924087703,Water body Area Calculation,4962
618,script_76696.txt,Function,Cloud removal function for Landsat TM and later sensors,Cloud Cover Removal,0.885865808,Image Cloud Removal,0.721861362,Cloud And Shadow Removal,4962
619,script_76696.txt,Function,Cloud mask function for Landsat 8 quality band,Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover,0.868371189,Image Cloud Masking,0.644771636,Cloud And Cloud Shadow Masking,4962
620,script_76696.txt,Function,Cloud mask function for Landsat 4/5/7 quality band,Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover,0.873568416,Image Cloud Masking,0.660838306,Cloud And Snow Masking,4962
621,script_76696.txt,Function,Image collection filtering and mapping operations,Filter Image Collection,0.938725591,Temporal Image Collection Filtering,0.772845864,Filter Image Collection,4958
622,script_76696.txt,Function,Image band manipulation and renaming function,Rename Image Bands,0.923751354,Image Band Manipulation,0.829245329,Rename Image Bands,4958
623,script_76696.txt,Function,Landsat 8 and Landsat 7 harmonization function,"Merge, Harmonize, And Standardize Landsat Image Collections",0.80741632,"Merge, Harmonize, And Standardize Landsat Image Collections",0.647295356,"Merge, Harmonize, And Standardize Landsat Image Collections",4958
624,script_76696.txt,Function,Image export to Google Drive function,Export Processed Images To Google Drive,0.947411001,Export Processed Images To Google Drive,0.864774823,Export Processed Data To Google Drive,4958
625,script_76709.txt,Function,Cloud masking,Cloud And Shade Masking,0.958947599,Image Cloud Masking,0.901710093,Image Cloud Masking,4958
626,script_76709.txt,Function,NDVI computation,Computes Normalized Difference Vegetation Index (NDVI),0.903016388,Compute Median Of NDVI,0.853586912,Calculate Environmental And Vegetation Indices,4956
627,script_76709.txt,Function,MNDWI computation,Calculates Modified Normalized Difference Water Index (MNDWI),0.854235768,Calculates Modified Normalized Difference Water Index (MNDWI),0.799369752,Calculate Modified Normalized Difference Water Index (MNDWI),4956
628,script_76709.txt,Function,NDMI computation,Calculates Normalized Difference Water Index (NDWI),0.862734437,Compute Median Of NDVI,0.789087057,Calculate Normalized Difference Moisture Index (NDMI),4956
629,script_76709.txt,Function,NBR computation,Calculate NBR For Pre-Fire Image,0.878737211,Calculate Normalized Burn Ratio (NBR) For Images,0.75148797,Calculate Normalized Burn Ratio (NBR),4956
630,script_76709.txt,Function,NDVIreln computation,Computes Normalized Difference Vegetation Index (NDVI),0.881451011,Compute Median Of NDVI,0.792320967,Calculate NDVI Relative Normalization,4956
631,script_76709.txt,Function,NDVIrel computation,Computes Normalized Difference Vegetation Index (NDVI),0.876715124,Compute Median Of NDVI,0.753375173,Spectral Index Computation,4942
632,script_76709.txt,Function,CI computation,Calculate Construction Land Index (CLI),0.853108883,Covariance Computation,0.660529435,Calculate Spectral Indices And Ratios From Satellite Bands,4942
633,script_76709.txt,Function,Image export,Export Composite Image,0.941216111,Export Selected Image,0.858552754,Export Processed Data,4942
634,script_76805.txt,Function,Masking pixels with high SummaryQA,Quality Masking,0.874100626,Image Masking,0.738160372,Quality Masking,4942
635,script_76805.txt,Function,Masking out water,Cloud And Water Masking,0.90353024,Cloud And Water Masking,0.782075346,Water Indices/Index Calculation,4942
636,script_76805.txt,Function,Calculating average NDVI in region from image,Compute Median Of NDVI,0.864267349,Compute Median Of NDVI,0.798969507,Calculate Mean Of Image Collection,4954
637,script_76839.txt,Function,Cloud and shadow masking,Cloud And Shade Masking,0.970713556,Cloud And Cloud Shadow Masking,0.933878124,Cloud And Shade Masking,4954
638,script_76839.txt,Function,NDVI and LSWI computation,Computes Normalized Difference Vegetation Index (NDVI),0.853054643,Compute Median Of NDVI,0.760700583,Calculate Spectral Indices And Ratios From Satellite Bands,4954
639,script_76839.txt,Function,Exporting processed images,Export Processed Images,0.976187706,Export Processed Images,0.951269746,Export Processed Images,4954
640,script_76840.txt,Function,Cloud and shadow masking,Cloud And Shade Masking,0.970713556,Cloud And Cloud Shadow Masking,0.933878124,Cloud And Shade Masking,4954
641,script_76840.txt,Function,NDVI and LSWI computation,Computes Normalized Difference Vegetation Index (NDVI),0.853054643,Compute Median Of NDVI,0.760700583,Spectral Index Computation,4944
642,script_76841.txt,Function,Cloud and shadow masking,Cloud And Shade Masking,0.970713556,Cloud And Cloud Shadow Masking,0.933878124,Cloud And Shade Masking,4944
643,script_76841.txt,Function,NDVI and LSWI computation,Computes Normalized Difference Vegetation Index (NDVI),0.853054643,Compute Median Of NDVI,0.760700583,Spectral Index Computation,4944
644,script_78663.txt,Function,Apply land cover correction,Terrain Correction,0.914218307,Terrain Correction,0.766980946,Image Correction,4944
645,script_78663.txt,Function,Generate time series chart,Generate Time Series Charts,0.982356012,Generate Time Series Charts,0.92888552,Generate Time Series Charts,4944
646,script_78805.txt,Function,Filter images by cloud cover and date,Filter Images By Cloud Cover,0.971894741,Filter Images By Cloud Cover,0.894287169,Filter Image Collection By Cloud Coverage,4954
647,script_78805.txt,Function,Calculate NDVI and SAVI indices,"Calculate Other Vegetation Indices/index (SAVI, EVI)",0.875104308,Compute Median Of NDVI,0.785945833,Calculate Spectral Indices And Ratios From Satellite Bands,4954
648,script_85061.txt,Function,Image scale factor adjustment,Apply Scale Factors To Image,0.936251879,Apply Scale Factors To Image,0.832661688,Apply Scale Factors To Image,4954
649,script_85061.txt,Function,Spectral unmixing analysis,Spectral Unmixing,0.930790186,Spectral Unmixing,0.917827666,Spectral Unmixing,4954
650,script_85061.txt,Function,Cloud filtering,Cloud Filtering,0.989255786,Cloud Filtering,0.978872716,Image Cloud Masking,4954
651,script_85061.txt,Function,Classification probability calculation,Validating Classification,0.837287366,Classification,0.704589009,Machine Learning Classification,4931
652,script_85217.txt,Function,Generate cloud-free composite,Create Image Composites To Minimize Cloud Cover,0.863422394,Create Image Composites To Minimize Cloud Cover,0.740245044,Quality Mosaic Generation,4931
653,script_85217.txt,Function,Merge geometry layers,Merge Different Land Cover Feature Collections,0.856451869,Merge Different Land Cover Feature Collections,0.728209972,Union Of Geometries,4931
654,script_85217.txt,Function,Sample training data,Training Data Sampling,0.938523293,Sampling Regions For Training Data,0.829130828,Training Data Sampling,4931
655,script_85217.txt,Function,Train CART classifier,Training CART Classifier,0.928771377,Training CART Classifier,0.855356276,Training CART Classifier,4931
656,script_85217.txt,Function,Classify composite,Classification,0.873789907,Displays Composite Image,0.729124606,Classification And Machine Learning,4929
657,script_85217.txt,Function,Accuracy assessment,Accuracy Assessment,0.984325647,Accuracy Assessment,0.966108084,Accuracy Assessment,4929
658,script_85219.txt,Function,Cloud masking,Cloud And Shade Masking,0.958947599,Image Cloud Masking,0.901710093,Image Cloud Masking,4929
659,script_85219.txt,Function,Image collection filtering,Filter Image Collection,0.987343848,Filter Image Collection,0.88791275,Temporal Image Collection Filtering,4929
660,script_85219.txt,Function,Image mosaicking,Image Mosaicking,0.938568115,Image Mosaicking,0.889053822,Image Mosaicking,4929
