ID,Script_ID,Entity_Type,Value,Value_BAAI,Top1_Similarity_BAAI,Value_BERT,Top1_Similarity_BERT,Value_BERT0,Top1_Similarity_BERT0,Value_sentence-t5-large,Top1_Similarity_sentence-t5-large,Value_GPT3.5,Usage
443,script_188190.txt,Function,Water and city masking,Filter And Mask,0.717760324,Cloud And Water Masking,0.999357462,Cloud And Water Masking,0.906547844,Mask Areas To Refine Flood Detection,0.851824641,Mask Application,4929
444,script_188190.txt,Function,Forest cover classification,Vegetation Cover Classification,0.851908445,Vegetation Cover Classification,0.999565125,Vegetation Cover Classification,0.96979481,Vegetation Cover Classification,0.911242187,Land Cover Classification And Mapping,4929
445,script_188190.txt,Function,Image ratio calculation,Image Index Calculation,0.820655465,Generate Ratio Images,0.999487519,Image Index Calculation,0.9838202,Image Fraction Calculation,0.919146538,Generate Ratio Images,4929
446,script_188200.txt,Function,Training a classifier for land cover classification,Training And Sampling For Land Cover Classification,0.865885615,Training And Sampling For Land Cover Classification,0.999166667,Identifying Water Body,0.933757246,Training And Sampling For Land Cover Classification,0.906276345,Training Model,4957
447,script_188200.txt,Function,Applying the classifier to classify land cover,Remapping Land Cover Classes,0.768888593,Apply Mask To Classification Results,0.998298407,Identifying Homogeneous Areas,0.945214987,Land Cover Classification And Mapping,0.924059391,Classify Images Based On Trained Model,4957
448,script_188200.txt,Function,Post-classification editing to refine classification results,Refinement Of Results,0.745284855,Apply Perona-Malik Anisotropic Diffusion Filter,0.998674572,Reduction Of Feature Data,0.901432157,Refinement Of Results,0.85835743,Reclassify,4957
449,script_188200.txt,Function,Creating masks for water bodies and cities to exclude them from classification,Mask Areas To Refine Flood Detection,0.689311504,Calculate Construction Land Index (CLI),0.99797523,Creating Median Composites For Specific Time Periods,0.85806644,Mask Areas To Refine Flood Detection,0.854647875,Clip Images,4957
450,script_188211.txt,Function,Creation of Landsat image collection,Mosaic Landsat Images,0.741654396,Sort Image Collection By Time,0.99930203,Reduction Of Image Collection,0.918701231,Mosaic Landsat Images,0.892806292,Merge Feature Collections For Training Data,4957
451,script_188211.txt,Function,"Calculation of spectral indices like NDVI, NDWI, EVI",Spectral Index Computation,0.751484513,Calculate Normalized Difference Water Body Index (NDWBI),0.998701751,Calculate Normalized Difference And Other Indices,0.87757796,Spectral Index Computation,0.914332688,Calculate Spectral Indices And Ratios From Satellite Bands,4962
452,script_188211.txt,Function,Extraction of water bodies using spectral indices,Water Indices/Index Calculation,0.721548796,Generate Time Series Charts Of Water Area,0.999032199,Area Degradation Calculation,0.941730797,Spectral Values Extraction,0.88068217,Identify Water And Flood Surfaces Using Indices,4962
453,script_188211.txt,Function,Exporting processed images to Google Drive,Export Processed Images To Google Drive,0.970425546,Export Processed Images To Google Drive,0.999840498,Export Processed Images To Google Drive,0.911951184,Export Processed Images To Google Drive,0.980241239,Export Processed Images To Google Drive,4962
454,script_188211.txt,Function,Exporting zonal statistics to CSV,Convert And Format Spatial Data For Export,0.67568922,Create Image Composites To Minimize Cloud Cover,0.998843729,Exporting Classified Raster,0.776450098,Export Time Series Data,0.852888763,Export Statistics,4962
455,script_188217.txt,Function,Cloud and shadow masking,Shadow Masking,0.869046092,Cloud And Cloud Shadow Masking,0.999847174,Cloud And Cloud Shadow Masking,0.969192922,Image Cloud Masking,0.923042893,Cloud And Shade Masking,4905
456,script_188217.txt,Function,Band scaling and masking,Image Scaling,0.738879442,Add Cloud Probability And Mask As Image Bands,0.998832524,Spatial Masking,0.93971318,Image Band Manipulation,0.884696841,Image Band Manipulation,4936
457,script_188217.txt,Function,Band renaming for Landsat 8 images,Rename Image Bands,0.738201439,Remapping Land Cover Classes,0.998773992,Image Band Addition,0.900326848,Rename Image Bands,0.892883658,Rename Image Bands,4936
458,script_188217.txt,Function,Calculation of spectral indices,Spectral Index Computation,0.883841753,Addition Of Spectral Indices,0.999663055,Addition Of Spectral Indices,0.96144706,Spectral Index Computation,0.95819819,Spectral And Temporal Analysis,4936
459,script_188217.txt,Function,Image normalization,Image Normalization,0.961597323,Image Normalization,1,Image Normalization,0.99999994,Image Normalization,0.995398402,Image Normalization,4936
460,script_188217.txt,Function,Histogram generation,Generating Histograms,0.89174813,Generating Histograms,0.999521136,Radiance calculation,0.953790188,Generating Histograms,0.962591171,Generating Histograms,4936
461,script_188217.txt,Function,Area calculation for each class,Area Calculation,0.834170222,Water body Area Calculation,0.998761654,Area Statistics Calculation,0.920286417,Area Calculation,0.911729693,Area Statistics Calculation,4940
462,script_188217.txt,Function,Land cover chart creation,Mapping Land Cover,0.792176008,Aggregate Land Cover,0.999302268,Elevation Calculation,0.933607996,Mapping Land Cover,0.919011474,Mapping Land Cover,4940
463,script_188217.txt,Function,Image blending for gap filling,Image Gap Filling,0.861341238,Image Gap Filling,0.999011397,Image Masking,0.940407693,Image Gap Filling,0.946837068,Image Fusion,4940
464,script_188217.txt,Function,Reclassification of land cover classes,Remapping Land Cover Classes,0.830607533,Remapping Land Cover Classes,0.999336004,Reduction Of Feature Data,0.893463552,Remapping Land Cover Classes,0.928499341,Reclassify,4940
465,script_188217.txt,Function,Reclassification of built-up areas based on density,Built-up Area Classification,0.728827,Visualize Changes In Forest Cover Over Time,0.998784184,Built-up Area Classification,0.832426369,Built-up Area Classification,0.867203236,Reclassify,4940
466,script_188217.txt,Function,Logical AND operation between two layers,Filter And Merge,0.638496876,Filter Images By Date And Region,0.998676896,Interpolation Of Values,0.853908896,Filter And Map,0.798608065,Buffering Points For Sample Expansion,4955
467,script_188217.txt,Function,Buffering of polygons for area expansion,Buffering Geometries,0.782789946,Buffering Points For Sample Expansion,0.999202847,Buffering Geometries,0.919796348,Buffering Geometries,0.891890824,Buffer Analysis,4955
468,script_188221.txt,Function,Filtering image collection by date and variables,Filter Image Collection By Date And Boundaries,0.882448673,Filter Image Collection By Date And Boundaries,0.999473035,Filter Image Collection By Date And Boundaries,0.898274541,Filter Image Collection By Date And Boundaries,0.951958716,Filter Image Collection By Date,4955
469,script_188221.txt,Function,Calculating mean values for various climate parameters,Compute Mean Values,0.76575911,Calculate Environmental And Vegetation Indices,0.99893266,Estimating Soil Properties,0.932736516,Compute Mean Values,0.896028638,Calculate Mean Values,4955
470,script_188221.txt,Function,Mapping and exporting data to Google Drive,Export Processed Data To Google Drive,0.83405441,Export Processed Data To Google Drive,0.999317646,Export Processed Images To Google Drive,0.888345778,Export Processed Data To Google Drive,0.937054634,Export Processed Data To Google Drive,4955
471,script_188378.txt,Function,Image collection filtering based on geometry,Filter Image Collection By Bounds,0.81280303,Filter Image Collection By Region,0.999410272,Temporal Image Collection Filtering,0.947158098,Filter Image Collection By Bounds,0.897477865,Filtering Pixels,4952
472,script_188386.txt,Function,Image collection filtering based on geometry,Filter Image Collection By Bounds,0.81280303,Filter Image Collection By Region,0.999410272,Temporal Image Collection Filtering,0.947158098,Filter Image Collection By Bounds,0.897477865,Filter And Mosaic Landsat Images,4952
473,script_188389.txt,Function,Image collection filtering based on geometry,Filter Image Collection By Bounds,0.81280303,Filter Image Collection By Region,0.999410272,Temporal Image Collection Filtering,0.947158098,Filter Image Collection By Bounds,0.897477865,Export Processed Data,4952
474,script_188397.txt,Function,Filtering MODIS images by date and selecting 'BurnDate' band,Filter Image Collection By Date And Boundaries,0.723223388,Calculate Normalized Infrared Vegetation Index (NIRV),0.998176873,Filter Image Collection By Date And Boundaries,0.868478537,Filter Images By Date And Region,0.865976334,Classification,4952
475,script_188397.txt,Function,Adding layers to the map for visualization,Layer Addition To Map,0.848435044,Add Tasseled Cap Transformation,0.998231649,Harmonization Of Images,0.940915465,Layer Addition To Map,0.912803888,Legend Creation,4952
476,script_188397.txt,Function,Creating a video thumbnail for the image collection,Aggregate Multiple Images,0.686397791,Creates Animation Of NDVI Over Time,0.998135567,Visualizing Land Cover,0.912770748,Converts Joined Data To Image Collection,0.824252427,Filter And Mosaic Landsat Images,4953
477,script_188400.txt,Function,Image collection filtering by date,Filter Image Collection By Time,0.868445694,Filter Image Collection By Date,0.999687672,Filter Image Collection By Date,0.956889868,Filter Image Collection By Date And Boundaries,0.968666673,Filter Images By Date,4953
478,script_188401.txt,Function,Filtering image collection by date range and region,Filter Image Collection By Date And Region,0.926370561,Filter Image Collection By Date And Region,0.999770701,Filter Image Collection By Date And Region,0.94195354,Filter Image Collection By Date And Region,0.984924436,Filter Image Collection By Date And Region,4953
479,script_188401.txt,Function,Clipping images to a specific geometry,Clip Images To A Specific Region,0.857110381,Clip Images To A Specific Region,0.998985648,Stacking Multiple Images,0.936634541,Clip Images To A Specific Region,0.924090505,Clip Images,4953
480,script_188401.txt,Function,Creating a visualization animation,Enhancing Image Visualization,0.775055587,Visualization And Output Generation,0.999006689,Validating The Model,0.927178442,Data Visualization,0.886179566,Visualize Satellite Images,4953
481,script_188412.txt,Function,Cloud masking for image quality enhancement,Image Cloud Masking,0.86192596,Image Cloud Masking,0.999151528,Image Cloud Masking,0.952540874,Image Cloud Masking,0.929563105,Cloud And Shade Masking,4955
482,script_188412.txt,Function,NDVI calculation for vegetation health assessment,Calculate Environmental And Vegetation Indices,0.700132787,Calculate dNBR For Fire Severity,0.999216318,Area Degradation Calculation,0.946352065,Calculate Environmental And Vegetation Indices,0.864058316,Calculate NDVI For Pre-Fire Image,4955
483,script_188412.txt,Function,LST estimation for land surface temperature mapping,Estimating Soil Properties,0.66245091,Derive Land Surface Temperature Using Thermal Properties,0.99916172,Unit Conversion For Temperature Data,0.949205875,Temperature Analysis,0.845188916,Surface Temperature Calculation,4955
484,script_188412.txt,Function,Exporting processed data for further analysis,Export Processed Data,0.875043154,Export Processed Data To Drive,0.999001503,Exporting Prediction Results,0.941723943,Export Processed Data,0.934128821,Export Processed Data,4955
485,script_188413.txt,Function,Cloud masking for image collection,Image Cloud Masking,0.87829566,Image Cloud Masking,0.999381304,Image Cloud Masking,0.941025198,Image Cloud Masking,0.94575572,Cloud And Shade Masking,4955
486,script_188413.txt,Function,NDVI calculation,Visualize NDVI Results,0.738414049,Seasonal NDVI Analysis,0.999515414,Pixel Count Calculation,0.960101128,Visualize NDVI Results,0.871041358,Image Index Calculation,4944
487,script_188413.txt,Function,LST calculation,Slope calculation,0.626732767,Pixel Count Calculation,0.998846889,Difference Calculation,0.959557712,Vegetation Indices/Index Calculation,0.854742765,Surface Temperature Calculation,4944
488,script_188414.txt,Function,Cloud masking for image quality improvement,Image Cloud Masking,0.845804632,Image Cloud Masking,0.999117851,Image Cloud Masking,0.947860539,Image Cloud Masking,0.933648467,Cloud And Shade Masking,4944
489,script_188414.txt,Function,NDVI calculation for vegetation health assessment,Calculate Environmental And Vegetation Indices,0.700132787,Calculate dNBR For Fire Severity,0.999216318,Area Degradation Calculation,0.946352065,Calculate Environmental And Vegetation Indices,0.864058316,Calculate Environmental And Vegetation Indices,4944
490,script_188414.txt,Function,LST calculation for land surface temperature analysis,Terrain Slope Calculation,0.682916105,Derive Land Surface Temperature Using Thermal Properties,0.999055624,Area Degradation Calculation,0.947214961,Temperature Calculation,0.867287576,Surface Temperature Calculation,4944
491,script_188414.txt,Function,Exporting processed data for further analysis,Export Processed Data,0.875043154,Export Processed Data To Drive,0.999001503,Exporting Prediction Results,0.941723943,Export Processed Data,0.934128821,Export Processed Data,4941
492,script_188419.txt,Function,Cloud masking,Image Cloud Masking,0.901710093,Image Cloud Masking,0.999600053,Edge Masking,0.973454833,Cloud Filtering,0.935080171,Cloud And Shade Masking,4941
493,script_188419.txt,Function,NDVI calculation,Visualize NDVI Results,0.738414049,Seasonal NDVI Analysis,0.999515414,Pixel Count Calculation,0.960101128,Visualize NDVI Results,0.871041358,Calculate NDVI,4941
494,script_188419.txt,Function,LST calculation,Slope calculation,0.626732767,Pixel Count Calculation,0.998846889,Difference Calculation,0.959557712,Vegetation Indices/Index Calculation,0.854742765,Surface Temperature Calculation,4941
495,script_188454.txt,Function,Mosaicking daily cloud probability images,Image Mosaicking,0.798407674,Image Mosaicking,0.99905467,Image Cloud Masking,0.915473104,Count Cloud Probability Occurrences,0.884046674,Filter And Mosaic Landsat Images,4941
496,script_188454.txt,Function,Masking clouds based on probability threshold,Image Cloud Masking,0.776015878,Cloud Probability Masking,0.999323487,Cloud Probability Masking,0.881024718,Image Cloud Masking,0.903758109,Cloud Probability Masking,4952
497,script_188454.txt,Function,Summing cloud probability images,Count Cloud Probability Occurrences,0.738028705,Cloud Probability Masking,0.999289155,Quantifying Pixels,0.908848286,Count Cloud Probability Occurrences,0.900046229,Image Addition,4952
498,script_188454.txt,Function,Calculating percentage cloud cover,Computes Percentage Of Cloud Cover,0.931169152,Add Cloud Cover Percentage Band,0.999271929,Calculate Forest Loss,0.938571513,Computes Percentage Of Cloud Cover,0.970115423,Calculate Data For Specific Spectral Bands,4952
499,script_188455.txt,Function,Mosaicking cloud probability images,Image Mosaicking,0.83494252,Cloud Probability Masking,0.999165177,Image Cloud Masking,0.923112035,Count Cloud Probability Occurrences,0.900893152,Filter And Mosaic Landsat Images,4952
500,script_188455.txt,Function,Masking clouds in the region,Image Cloud Masking,0.769057393,Visualize Changes In Forest Cover Over Time,0.998711944,Filtering Soil Moisture Data,0.90161109,Image Cloud Masking,0.908225775,Clip Images To A Specific Region,4952
501,script_188455.txt,Function,Calculating percentage of cloud cover,Computes Percentage Of Cloud Cover,0.937917888,Computes Percentage Of Cloud Cover,0.999380708,Estimating Soil Loss,0.933285117,Computes Percentage Of Cloud Cover,0.970990896,Calculate Percentage Of Cloud Cover,4963
502,script_188458.txt,Function,Mosaic creation for daily cloud probability images,Image Mosaicking,0.749095917,Create Median Composite Of Images,0.999087095,Filter Image Collection By Cloud Coverage,0.931210458,Filter Images By Cloud Cover,0.849089622,Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover,4963
503,script_188458.txt,Function,Cloud masking operation to filter out clouds,Cloud Filtering,0.774969637,Filter Image Collection By Cloud Coverage,0.999060631,Cloud Correction Function,0.928582132,Cloud Filtering,0.942524672,Image Cloud Masking,4963
504,script_188458.txt,Function,Summation of cloud-free images for each region,Filter Image Collection By Cloud Coverage,0.624148965,Define And Utilize Multiple Polygon Geometries For Analysis,0.998836458,Filter Image Collection By Date And Region,0.912335753,Cluster Image Data,0.851262093,Quality Masking,4963
505,script_188458.txt,Function,Calculation of cloud cover percentage,Computes Percentage Of Cloud Cover,0.924154162,Add Cloud Cover Percentage Band,0.999331713,Flood Area Calculation,0.934776366,Computes Percentage Of Cloud Cover,0.976866663,Export Processed Images,4963
506,script_188458.txt,Function,Exporting processed cloud cover images,Export Processed Images,0.799713135,Sort Image Collections By Cloud Cover,0.999308109,Exporting Classified Images,0.91036272,Export Processed Images,0.907948494,Export Processed Images,4956
507,script_188465.txt,Function,Mosaic creation from daily images,Image Mosaicking,0.776985407,Create Median Composite Of Images,0.999084234,Temporal Collection Creation,0.900862157,Image Mosaicking,0.878626108,Filter And Mosaic Landsat Images,4956
508,script_188465.txt,Function,Cloud masking for composite generation,Image Cloud Masking,0.753289163,Computes Percentage Of Cloud Cover,0.999042571,Image Cloud Masking,0.950546563,Image Cloud Masking,0.90384388,Image Cloud Masking,4956
509,script_188502.txt,Function,"Image filtering based on date, polarization, and orbit",Filter Images By Date And Region,0.758481503,"Merge, Harmonize, And Standardize Landsat Image Collections",0.998131931,Filter Image Collection By Date And Region,0.880607784,Filter Images,0.872670293,Select Specific Polarization From Images,4956
510,script_188502.txt,Function,Thresholding using OTSU algorithm for water detection,Otsu Thresholding,0.774097323,Filter And Process Images For Water Detection,0.999236345,Temporal Image Collection Filtering,0.909755409,Open Water Detection,0.864510655,Threshold Application,4956
511,script_188502.txt,Function,Area calculation for water bodies,Water body Area Calculation,0.931178808,Water body Area Calculation,0.999539196,Area Calculation,0.942145348,Water body Area Calculation,0.977593422,Area Calculation,4960
512,script_188502.txt,Function,Time series chart generation for water area changes,Generate Time Series Charts Of Water Area,0.905972719,Generate Time Series Charts Of Water Area,0.99956274,Aggregate Temperature Data,0.92379868,Generate Time Series Charts Of Water Area,0.953444123,Generate Time Series Charts Of Water Area,4960
513,script_188506.txt,Function,Image collection filtering based on date range,Filter Image Collection By Date And Boundaries,0.856319785,Filter Image Collection By Date And Region,0.999393702,Filter Image Collection By Region,0.926428676,Filter Image Collection By Date And Boundaries,0.970241964,Filter Image Collection By Date,4960
514,script_188506.txt,Function,Mosaicking images for each day within the range,Image Mosaicking,0.765190899,Classify Images Based On Trained Model,0.997246504,Identifying Homogeneous Areas,0.883375049,Image Mosaicking,0.851144552,Filter And Mosaic Landsat Images,4960
515,script_188506.txt,Function,Cloud masking operation for cloud probability images,Image Cloud Masking,0.834499061,Filter Image Collection By Cloud Coverage,0.999095261,Image Cloud Masking,0.945607245,Image Cloud Masking,0.949174523,Cloud And Shade Masking,4960
516,script_188506.txt,Function,Summation of cloud-masked images,Image Cloud Masking,0.748847008,Computes Percentage Of Cloud Cover,0.998976052,Map Visualization Of Feature Collection,0.91360563,Image Cloud Masking,0.90752393,Image Mosaicking,4969
517,script_188506.txt,Function,Calculation of cloud percentage based on cloud-masked images,Computes Percentage Of Cloud Cover,0.836779356,Computes Percentage Of Cloud Cover,0.999138296,Calculate Normalized Infrared Vegetation Index (NIRV),0.918273628,Image Cloud Masking,0.907849789,Calculate Data For Specific Spectral Bands,4969
518,script_188509.txt,Function,Image collection filtering based on date and location,Filter Image Collection By Date And Region,0.899417043,Filter Image Collection By Date And Region,0.999541163,Filter Image Collection By Date And Region,0.920149207,Filter Image Collection By Date And Region,0.964108348,Filter Image Collection By Date And Region,4969
519,script_188509.txt,Function,Cloud masking operation for cloud probability images,Image Cloud Masking,0.834499061,Filter Image Collection By Cloud Coverage,0.999095261,Image Cloud Masking,0.945607245,Image Cloud Masking,0.949174523,Cloud And Shade Masking,4969
520,script_188509.txt,Function,Summation of cloud-free images to create a composite image,Displays Composite Image,0.695155621,Define And Utilize Multiple Polygon Geometries For Analysis,0.998646677,Map Function To Calculate And Analysis Features,0.858617902,Image Aggregation,0.864658058,Generate Image Composites,4969
521,script_188509.txt,Function,Calculation of correlation coefficient between two images,Cross-correlation Calculation,0.75233078,Calculates Median Of Image Collection,0.999112725,Estimation Of Sensible Heat Flux,0.912561417,Cross-correlation Calculation,0.898379266,Correlation Analysis,4951
522,script_188511.txt,Function,Image collection filtering based on date and region,Filter Image Collection By Date And Region,0.948120058,Filter Image Collection By Date And Region,0.99964118,Filter Image Collection By Date And Region,0.927903771,Filter Image Collection By Date And Region,0.986051917,Filter Image Collection By Date And Region,4951
523,script_188511.txt,Function,Mosaicking daily cloud probability images,Image Mosaicking,0.798407674,Image Mosaicking,0.99905467,Image Cloud Masking,0.915473104,Count Cloud Probability Occurrences,0.884046674,Quality Mosaic Generation,4951
524,script_188511.txt,Function,Summing cloud probability images,Count Cloud Probability Occurrences,0.738028705,Cloud Probability Masking,0.999289155,Quantifying Pixels,0.908848286,Count Cloud Probability Occurrences,0.900046229,Image Addition,4951
525,script_188511.txt,Function,Calculating percentage of cloud cover,Computes Percentage Of Cloud Cover,0.937917888,Computes Percentage Of Cloud Cover,0.999380708,Estimating Soil Loss,0.933285117,Computes Percentage Of Cloud Cover,0.970990896,Calculate Percentage Of Cloud Cover,4951
526,script_188511.txt,Function,Cross-correlation analysis between precipitation and cloud cover,Mapping Cloud Cover,0.675879598,Map Visualization Of Feature Collection,0.998653769,Seasonal NDVI Analysis,0.872216463,Mapping Cloud Cover,0.870475709,Correlation Analysis,4935
527,script_19155.txt,Function,Image collection filtering,Filter Image Collection,0.88791275,Filter Image Collection,0.999664903,Temporal Image Collection Filtering,0.983245134,Filter Image Collection,0.987343848,Filter Image Collection,4935
528,script_19155.txt,Function,Image sampling,Sampling Image,0.942066908,Sampling Image,0.999665916,Spatial Filtering,0.973277569,Sampling Image,0.935294688,Sampling Image,4935
529,script_19155.txt,Function,Random forest classification,Supervised Classification,0.720148802,Random Forest Classification,1.000000358,Random Forest Classification,1,Machine Learning Classification,0.849339604,Random Forest Classification,4935
530,script_23533.txt,Function,Remapping land cover classes,Remapping Land Cover Classes,0.974094629,Remapping Land Cover Classes,0.999999881,Remapping Land Cover Classes,0.999999881,Remapping Land Cover Classes,0.987353563,Remapping Land Cover Classes,4935
531,script_23533.txt,Function,Assembling image collection for events,Aggregate Multiple Images,0.755551338,Sort Image Collection By Time,0.999071658,Filtering Training Data,0.893819511,Image Aggregation,0.870776713,Generate Image Composites For Indices/Index,4968
532,script_23533.txt,Function,Executing geoprocessing model for change tracking,Change Detection,0.638202906,Data Acquisition And Preprocessing,0.998913646,Generate ColumnChart For Precipitation,0.914515495,Run Algorithm For Change Detection,0.831418276,Run Algorithm For Change Detection,4968
533,script_28.txt,Function,Harmonization of Landsat sensors for consistent analysis,"Merge, Harmonize, And Standardize Landsat Image Collections",0.776429057,Map Visualization Of Feature Collection,0.999061108,Refinement Of Datasets,0.942927003,"Merge, Harmonize, And Standardize Landsat Image Collections",0.84979248,Harmonization Of Reflectance,4968
534,script_28.txt,Function,Generation of surface reflectance image collections,Surface Reflectance Correction,0.712722063,Map Visualization Of Feature Collection,0.999253809,Reduction Of Image Collection,0.92014426,Image Aggregation,0.862326801,Generate Image Composites,4968
535,script_28.txt,Function,Calculation of normalized difference vegetation index (NDVI),Calculates Normalized Difference Water Index (NDWI),0.791155815,Computes Normalized Difference Vegetation Index (NDVI),0.999718904,Fractional Vegetation Cover (FVC) Calculation,0.931893468,Vegetation Indices/Index Calculation,0.894096076,Calculate NDVI For Pre-Fire Image,4968
536,script_28.txt,Function,Statistical analysis and region-specific statistics calculation,Statistics Calculation,0.750853479,"Maximum, Minimum And Mean Statistical Analysis",0.999077618,Cross-correlation Calculation,0.939879358,Calculate Area Statistics,0.879896402,Statistics Calculation,4940
537,script_3043.txt,Function,Image band selection and renaming,Rename Image Bands,0.775206864,Image Band Manipulation,0.99907589,Image Band Addition,0.86997956,Rename Image Bands,0.944925249,Rename Image Bands,4940
538,script_3043.txt,Function,Cloud and shadow masking,Shadow Masking,0.869046092,Cloud And Cloud Shadow Masking,0.999847174,Cloud And Cloud Shadow Masking,0.969192922,Image Cloud Masking,0.923042893,Cloud And Shadow Masking,4940
539,script_3043.txt,Function,Calculation of vegetation indices,Vegetation Indices/Index Calculation,0.902939558,Vegetation Indices/Index Calculation,0.999391198,Area Degradation Calculation,0.932649255,Vegetation Indices/Index Calculation,0.941811681,Vegetation Indices/Index Calculation,4940
540,script_3043.txt,Function,Collection filtering and preparation,Filter And Buffer A Feature Collection,0.749590635,Temporal Image Collection Filtering,0.998949528,Sample Data Preparation,0.888562202,Filter Image Collection,0.877855837,Filter Image Collection,4940
541,script_3043.txt,Function,Composite generation,Filter And Composite,0.677312255,Gradient Calculation,0.999122024,Image Reduction,0.948554575,Endmember generation,0.869500577,Generate Image Composites,4944
542,script_3043.txt,Function,Water and vegetation frequency calculation,Calculate Environmental And Vegetation Indices,0.732231677,Calculate Environmental And Vegetation Indices,0.999334216,Fractional Vegetation Calculation,0.953964114,Vegetation Indices/Index Calculation,0.879012704,Calculate Environmental And Vegetation Indices,4944
543,script_3043.txt,Function,Land cover classification based on indices and elevation,Land Cover Classification And Mapping,0.789421678,Buffering Points To Create Zones For Analysis,0.998840392,Secondary Vegetation Age Determination,0.917941093,Elevation Classification,0.902100205,Machine Learning Classification,4944
544,script_32.txt,Function,Generate daily composites,Generate Time Series Charts,0.653758407,Generate Image Composites,0.999441504,Generate Image Composites,0.93723917,Generate Time Series Charts,0.797102094,Temporal Aggregation,4944
545,script_32.txt,Function,Make snow covered area composite,Displays Composite Image,0.61681515,Calculate Tree Cover Area,0.998919249,Calculate Area Of Fire Scar,0.835873604,Clip Images To Specific Geographic Boundaries,0.821734428,Generate Image Composites For Indices/Index,4944
546,script_32.txt,Function,Create Sentinel-1 image collection,Filter Image Collection,0.623349786,Sort Image Collection By Time,0.998860002,Add A Feature Collection,0.891096711,Filter Image Collection,0.861022949,Image Mosaicking,4949
547,script_32.txt,Function,Update mask with snow cover data,Update Masks,0.776599467,Add Tasseled Cap Transformation,0.998783648,Apply Mask To Classification Results,0.919307292,Update Masks,0.857220352,Cloud And Snow Masking,4949
548,script_35538.txt,Function,Temporal and spatial filtering of image collections,Temporal Image Collection Filtering,0.908945441,Filter And Process Images For Water Detection,0.999091864,Spectral And Temporal Analysis,0.909353614,Temporal Image Collection Filtering,0.956129789,Temporal Filtering,4949
549,script_35538.txt,Function,Median image creation,Binary Image Creation,0.735371411,Binary Image Creation,0.9994241,Binary Image Creation,0.933838964,Calculates Median Values,0.869088113,Create Median Composite Of Images,4949
550,script_35538.txt,Function,Image clipping to region of interest,Clip Images To A Specific Region,0.876522899,Clip Temperature Data To Area Of Interest,0.999184906,Clip Temperature Data To Area Of Interest,0.93678236,Clip Images To A Specific Region,0.944788814,Clip Images To Specific Geographic Boundaries,4949
551,script_35538.txt,Function,NDVI calculation,Visualize NDVI Results,0.738414049,Seasonal NDVI Analysis,0.999515414,Pixel Count Calculation,0.960101128,Visualize NDVI Results,0.871041358,Image Index Calculation,4926
552,script_35538.txt,Function,Threshold-based image masking,Image Masking,0.816527963,Image Cloud Masking,0.999236763,Feature Filtering And Mapping,0.922673821,Image Masking,0.919534922,Threshold Application,4926
553,script_37873.txt,Function,Training data creation for classification,Training Data Creation,0.875620246,Training Data Creation,0.999225438,Training Data Creation,0.958457887,Training Data Creation,0.942784071,Training Data Creation,4926
554,script_37873.txt,Function,Classifier training,Classify Images Based On Training Data,0.738928378,Quality Masking,0.999135137,Threshold Application,0.94171679,Trains And Applies Classifier,0.918477535,Machine Learning Model Training,4926
555,script_37873.txt,Function,Image classification,Image Differencing,0.792265058,Slope Classification,0.999238849,Image Mapping,0.967412829,Classify Images Based On Training Data,0.934904814,Classification,4926
556,script_41838.txt,Function,Image collection filtering based on date and location,Filter Image Collection By Date And Region,0.899417043,Filter Image Collection By Date And Region,0.999541163,Filter Image Collection By Date And Region,0.920149207,Filter Image Collection By Date And Region,0.964108348,Filter Image Collection By Date And Region,4952
557,script_41838.txt,Function,Building training samples for classification,Training And Sampling For Land Cover Classification,0.772555113,Training And Sampling For Land Cover Classification,0.999126196,Identifying Homogeneous Areas,0.927461386,Training Data Creation,0.896837473,Sample Collection,4952
558,script_41838.txt,Function,Training a Random Forest classifier,Machine Learning Model Training,0.711738229,Train And Apply Random Forest Classifier,0.998990893,Identifying Homogeneous Areas,0.927204609,Machine Learning Model Training,0.873231292,Train And Apply Random Forest Classifier,4952
559,script_41838.txt,Function,Classifying land cover using the trained classifier,Training And Sampling For Land Cover Classification,0.793099642,Training And Sampling For Land Cover Classification,0.998590529,Identifying Homogeneous Areas,0.953294337,Training And Sampling For Land Cover Classification,0.891011298,Classify Images Based On Trained Model,4952
560,script_42.txt,Function,Random point generation,Image Aggregation,0.686225414,Random Point Generation,1,Random Point Generation,1.000000358,Endmember generation,0.810941875,Random Point Generation,4952
561,script_42.txt,Function,Training data creation,Training Data Creation,0.951555014,Training Data Creation,1.000000119,Training Data Creation,1,Training Data Creation,0.991856694,Training Data Creation,4951
562,script_42.txt,Function,Model training with Random Forest algorithm,Machine Learning Model Training,0.708856106,Random Forest Regression Training,0.999218583,Sampling Regions For Classifier Training,0.933186173,Machine Learning Model Training,0.894989252,Train And Apply Random Forest Classifier,4951
563,script_42.txt,Function,Image classification based on trained model,Classify Images Based On Trained Model,0.865122378,Classify Images Based On Trained Model,0.999553502,Feature Sampling For Training,0.948019683,Classify Images Based On Trained Model,0.974132359,Classify Images Based On Trained Model,4951
564,script_43.txt,Function,Calculating mean canopy cover for a feature,Computes Percentage Of Cloud Cover,0.688306332,Visualize Changes In Forest Cover Over Time,0.998644054,Calculate Tree Cover Area,0.932051718,Feature Calculation,0.870177269,Calculate Features To Refine Flood Analysis,4951
