ancestor_note,sub_note,similarity
RADIOLARIANS,AMOEBOIDS,0.88905287
CILIATES,PROTISTS,0.763548162
FLAGELLATES,PROTISTS,0.807282378
PLANKTON,AQUATIC ECOSYSTEMS,0.834367329
PHYTOPLANKTON,PLANKTON,0.925499031
SPOROZOANS,PROTISTS,0.763548162
VIRUSES,BIOLOGICAL CLASSIFICATION,0.52997139
BIOSPHERE,Earth Science,0
ECOLOGICAL DYNAMICS,BIOSPHERE,0.741645276
COMMUNITY DYNAMICS,ECOLOGICAL DYNAMICS,0.741331397
BIODIVERSITY FUNCTIONS,COMMUNITY DYNAMICS,0.830643883
COMMUNITY STRUCTURE,COMMUNITY DYNAMICS,0.830643883
GRAZING DYNAMICS / PLANT ECOLOGY,COMMUNITY DYNAMICS,0.830643883
INDICATOR SPECIES,BIOSPHERIC INDICATORS,0.78040436
INVASIVE SPECIES,BIOSPHERIC INDICATORS,0.78040436
PLANT SUCCESSION,COMMUNITY DYNAMICS,0.830643883
SPECIES DOMINANCE INDICES,COMMUNITY DYNAMICS,0.830643883
SPECIES RECRUITMENT,COMMUNITY DYNAMICS,0.830643883
ECOSYSTEM FUNCTIONS,ECOLOGICAL DYNAMICS,0.800062548
BIOGEOCHEMICAL CYCLES,OCEAN CHEMISTRY,0.690307391
BIOMASS DYNAMICS,ECOSYSTEM FUNCTIONS,0.771110455
CARBON SEQUESTRATION,ECOSYSTEM FUNCTIONS,0.771110455
CHEMOSYNTHESIS,ECOSYSTEM FUNCTIONS,0.771110455
CONSUMPTION RATES,ECOSYSTEM FUNCTIONS,0.771110455
DECOMPOSITION,GEOCHEMICAL PROCESSES,0.822601138
EXCRETION RATES,ECOSYSTEM FUNCTIONS,0.771110455
FATTY ACID DESATURASE,ECOSYSTEM FUNCTIONS,0.771110455
FOOD-WEB DYNAMICS,ECOSYSTEM FUNCTIONS,0.771110455
NUTRIENT CYCLING,ECOSYSTEM FUNCTIONS,0.771110455
NUTRITIONAL CONSTRAINTS,ECOSYSTEM FUNCTIONS,0.771110455
OXYGEN DEMAND,ECOSYSTEM FUNCTIONS,0.771110455
PHOTOSYNTHESIS,ECOSYSTEM FUNCTIONS,0.771110455
POLYUNSATURATED FATTY ACID,ECOSYSTEM FUNCTIONS,0.771110455
PRIMARY PRODUCTION,ECOSYSTEM FUNCTIONS,0.771110455
RESPIRATION RATE,ECOSYSTEM FUNCTIONS,0.771110455
SECONDARY PRODUCTION,ECOSYSTEM FUNCTIONS,0.771110455
TROPHIC DYNAMICS,ECOSYSTEM FUNCTIONS,0.771110455
ECOTOXICOLOGY,ECOLOGICAL DYNAMICS,0.686629164
BIOAVAILABILITY,ECOTOXICOLOGY,0.88905287
SPECIES BIOACCUMULATION,ECOTOXICOLOGY,0.88905287
TOXICITY LEVELS,ECOTOXICOLOGY,0.88905287
FIRE ECOLOGY,ECOLOGICAL DYNAMICS,0.700859812
FIRE DISTURBANCE,FIRE ECOLOGY,0.873570489
FIRE DYNAMICS,FIRE ECOLOGY,0.873570489
FIRE MODELS,FIRE ECOLOGY,0.873570489
FIRE OCCURRENCE,FIRE ECOLOGY,0.873570489
SPECIES/POPULATION INTERACTIONS,ECOLOGICAL DYNAMICS,0.834365905
BIOLUMINESCENCE,OCEAN OPTICS,0.745175622
DIURNAL MOVEMENTS,SPECIES/POPULATION INTERACTIONS,0.737761717
ENDANGERED SPECIES,SPECIES/POPULATION INTERACTIONS,0.737761717
EVOLUTIONARY ADAPTATION,SPECIES/POPULATION INTERACTIONS,0.737761717
EXOTIC SPECIES,SPECIES/POPULATION INTERACTIONS,0.737761717
EXTINCTION RATE,SPECIES/POPULATION INTERACTIONS,0.737761717
GRAZING DYNAMICS/PLANT HERBIVORY,SPECIES/POPULATION INTERACTIONS,0.737761717
HIBERNATION,SPECIES/POPULATION INTERACTIONS,0.737761717
INDIGENOUS/NATIVE SPECIES,SPECIES/POPULATION INTERACTIONS,0.737761717
MICROBIAL CHANGES,SPECIES/POPULATION INTERACTIONS,0.737761717
MIGRATORY RATES/ROUTES,SPECIES/POPULATION INTERACTIONS,0.737761717
MORPHOLOGICAL ADAPTATION,SPECIES/POPULATION INTERACTIONS,0.737761717
MUTATION RATES,SPECIES/POPULATION INTERACTIONS,0.737761717
MUTUALISM,SPECIES/POPULATION INTERACTIONS,0.737761717
NATURAL SELECTION,SPECIES/POPULATION INTERACTIONS,0.737761717
PARASITISM,SPECIES/POPULATION INTERACTIONS,0.737761717
POLLINATOR SPECIES,SPECIES/POPULATION INTERACTIONS,0.737761717
POPULATION DYNAMICS,SPECIES/POPULATION INTERACTIONS,0.737761717
POST-BREEDING PERIODS,SPECIES/POPULATION INTERACTIONS,0.737761717
RANGE CHANGES,BIOSPHERIC INDICATORS,0.78040436
SCAVENGING,SPECIES/POPULATION INTERACTIONS,0.737761717
SPECIES COMPETITION,SPECIES/POPULATION INTERACTIONS,0.737761717
SPECIES LIFE HISTORY,SPECIES/POPULATION INTERACTIONS,0.737761717
SPECIES PREDATION,SPECIES/POPULATION INTERACTIONS,0.737761717
SURVIVAL RATES,SPECIES/POPULATION INTERACTIONS,0.737761717
SYMBIOSIS,SPECIES/POPULATION INTERACTIONS,0.737761717
USE/FEEDING HABITATS,SPECIES/POPULATION INTERACTIONS,0.737761717
ECOSYSTEMS,BIOSPHERE,0.767885048
ANTHROPOGENIC/HUMAN INFLUENCED ECOSYSTEMS,ECOSYSTEMS,0.742860172
AGRICULTURAL LANDS,ANTHROPOGENIC/HUMAN INFLUENCED ECOSYSTEMS,0.863062792
CROPLAND,AGRICULTURAL LANDS,0.88985509
FOREST PLANTATION,AGRICULTURAL LANDS,0.88985509
PASTURE,AGRICULTURAL LANDS,0.88985509
RANGELAND,AGRICULTURAL LANDS,0.88985509
RESOURCE DEVELOPMENT SITE,ANTHROPOGENIC/HUMAN INFLUENCED ECOSYSTEMS,0.863062792
MINING/DRILLING SITE,RESOURCE DEVELOPMENT SITE,0.88985509
SOLAR FARM,RESOURCE DEVELOPMENT SITE,0.88985509
WATER IMPOUNDMENT,RESOURCE DEVELOPMENT SITE,0.88985509
WIND FARM,RESOURCE DEVELOPMENT SITE,0.88985509
URBAN LANDS,ANTHROPOGENIC/HUMAN INFLUENCED ECOSYSTEMS,0.863062792
CANAL,URBAN LANDS,0.88985509
GARDEN,URBAN LANDS,0.88985509
PARK,URBAN LANDS,0.88985509
ROADSIDE,URBAN LANDS,0.88985509
AQUATIC ECOSYSTEMS,ECOSYSTEMS,0.736721549
ZOOPLANKTON,PLANKTON,0.925499031
WETLANDS,SURFACE WATER FEATURES,0.860596437
ESTUARINE WETLANDS,WETLANDS,0.952202293
LACUSTRINE WETLANDS,WETLANDS,0.952202293
MARINE,WETLANDS,0.952202293
MARSHES,COASTAL PROCESSES,0.758711478
PALUSTRINE WETLANDS,WETLANDS,0.952202293
PEATLANDS,WETLANDS,0.952202293
RIPARIAN WETLANDS,WETLANDS,0.952202293
SWAMPS,WETLANDS,0.952202293
VERNAL POOL,WETLANDS,0.952202293
FRESHWATER ECOSYSTEMS,ECOSYSTEMS,0.70712168
LAKE/POND,FRESHWATER ECOSYSTEMS,0.865726995
MONTANE LAKE,LAKE/POND,0.925499031
SALINE LAKES,LAKE/POND,0.925499031
RIVERS/STREAM,FRESHWATER ECOSYSTEMS,0.914559906
EPHEMERAL STREAM,RIVERS/STREAM,0.876553714
HEADWATER STREAM,RIVERS/STREAM,0.876553714
INTERMITTENT STREAM,RIVERS/STREAM,0.876553714
PERENNIAL STREAM/RIVER,RIVERS/STREAM,0.876553714
RIVER DELTA,RIVERS/STREAM,0.876553714
MARINE ECOSYSTEMS,ECOSYSTEMS,0.785900546
ABYSSAL,MARINE ECOSYSTEMS,0.784114204
COLD SEEP,ABYSSAL,0.925499031
HYDROTHERMAL VENT,ABYSSAL,0.925499031
BENTHIC,MARINE ECOSYSTEMS,0.758711478
COASTAL,MARINE ECOSYSTEMS,0.870675376
BEACHES,COASTAL LANDFORMS,0.717737354
DUNES,COASTAL LANDFORMS,0.789309413
KELP FOREST,COASTAL,0.837529563
LAGOON,COASTAL,0.837529563
MANGROVE SWAMP,ESTUARY,0.88985509
MUDFLAT,ESTUARY,0.88985509
ROCKY INTERTIDAL,COASTAL,0.837529563
SALT MARSH,COASTAL LANDFORMS,0.717737354
SAV/SEA GRASS BED,ESTUARY,0.88985509
DEMERSAL,MARINE ECOSYSTEMS,0.758711478
ESTUARY,MARINE ECOSYSTEMS,0.818645987
BRACKISH MARSH,ESTUARY,0.88985509
PELAGIC,MARINE ECOSYSTEMS,0.784114204
NERITIC ZONE,PELAGIC,0.925499031
OCEANIC ZONE,PELAGIC,0.925499031
REEF,MARINE ECOSYSTEMS,0.784114204
CORAL REEF,REEF,0.925499031
OYSTER REEF,REEF,0.925499031
TERRESTRIAL ECOSYSTEMS,ECOSYSTEMS,0.807342946
ALPINE/TUNDRA,TERRESTRIAL ECOSYSTEMS,0.781789995
ALPINE TUNDRA,ALPINE/TUNDRA,0.905712131
ARCTIC TUNDRA,ALPINE/TUNDRA,0.905712131
SUBALPINE,ALPINE/TUNDRA,0.905712131
CAVE/SUBTERRANEAN,TERRESTRIAL ECOSYSTEMS,0.737761717
DESERTS,TERRESTRIAL ECOSYSTEMS,0.737761717
DESERT SCRUB,DESERTS,0.952202293
FORESTS,TERRESTRIAL ECOSYSTEMS,0.821364549
BOREAL FOREST/TIAGA,FORESTS,0.865056341
TEMPERATE CONIFEROUS FOREST,FORESTS,0.865056341
TEMPERATE DECIDUOUS FOREST,FORESTS,0.865056341
TEMPERATE MIXED FOREST,FORESTS,0.865056341
TEMPERATE RAINFOREST,FORESTS,0.865056341
TROPICAL RAINFOREST,FORESTS,0.865056341
GRASSLANDS,TERRESTRIAL ECOSYSTEMS,0.762894112
MONTANE GRASSLAND,GRASSLANDS,0.925499031
SAVANNA,GRASSLANDS,0.925499031
ISLANDS,TERRESTRIAL ECOSYSTEMS,0.737761717
KARST LANDSCAPE,TERRESTRIAL ECOSYSTEMS,0.737761717
MONTANE HABITATS,TERRESTRIAL ECOSYSTEMS,0.737761717
SAVANNAS,TERRESTRIAL ECOSYSTEMS,0.737761717
SHRUBLAND/SCRUB,TERRESTRIAL ECOSYSTEMS,0.762894112
CHAPARRAL,SHRUBLAND/SCRUB,0.925499031
MONTANE SHRUBLAND,SHRUBLAND/SCRUB,0.925499031
VEGETATION,BIOSPHERE,0.702469878
BIOMASS,VEGETATION,0.683574084
CANOPY CHARACTERISTICS,VEGETATION,0.683574084
VEGETATION HEIGHT,CANOPY CHARACTERISTICS,0.934542359
CANOPY TRANSMITTANCE,VEGETATION,0.683574084
CHLOROPHYLL,OCEAN OPTICS,0.745175622
CROWN,VEGETATION,0.683574084
DECIDUOUS VEGETATION,VEGETATION,0.683574084
DOMINANT SPECIES,VEGETATION,0.683574084
EVERGREEN VEGETATION,VEGETATION,0.683574084
EXOTIC VEGETATION,VEGETATION,0.683574084
FOREST COMPOSITION/VEGETATION STRUCTURE,VEGETATION,0.683574084
HERBIVORY,VEGETATION,0.683574084
IMPORTANCE VALUE,VEGETATION,0.683574084
INDIGENOUS VEGETATION,VEGETATION,0.683574084
LEAF CHARACTERISTICS,VEGETATION,0.683574084
LEAF AREA INDEX (LAI),VEGETATION INDEX,0.952202293
LITTER CHARACTERISTICS,VEGETATION,0.683574084
MACROPHYTES,VEGETATION,0.683574084
NUTRIENTS,WATER QUALITY/WATER CHEMISTRY,0.715782148
PHOTOSYNTHETICALLY ACTIVE RADIATION,OCEAN OPTICS,0.745175622
FRACTION OF ABSORBED PHOTOSYNTHETICALLY ACTIVE RADIATION (FAPAR),PHOTOSYNTHETICALLY ACTIVE RADIATION,0.934542359
PIGMENTS,OCEAN CHEMISTRY,0.690307391
PLANT CHARACTERISTICS,VEGETATION,0.739996628
CROP DENSITY,PLANT CHARACTERISTICS,0.873570489
CROP HEIGHT,PLANT CHARACTERISTICS,0.873570489
VEGETATION WATER CONTENT,PLANT CHARACTERISTICS,0.873570489
XYLEM DIELECTRIC PERMITTIVITY,PLANT CHARACTERISTICS,0.873570489
PLANT PHENOLOGY,VEGETATION,0.683574084
GROWTH STAGE,PLANT PHENOLOGY,0.934542359
POLLEN,OCEAN/LAKE RECORDS,0.763548162
SOLAR INDUCED FLUORESCENCE,VEGETATION,0.683574084
TREE RINGS,LAND RECORDS,0.753887809
VEGETATION COVER,LAND SURFACE/AGRICULTURE INDICATORS,0.723149005
VEGETATION INDEX,LAND USE/LAND COVER CLASSIFICATION,0.934542359
NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),VEGETATION INDEX,0.952202293
VEGETATION OPTICAL DEPTH,VEGETATION,0.683574084
VEGETATION SPECIES,VEGETATION,0.683574084
VEGETATION WATER POTENTIAL,VEGETATION,0.683574084
CLIMATE INDICATORS,Earth Science,0
ATMOSPHERIC/OCEAN INDICATORS,CLIMATE INDICATORS,0.742439767
CLOUD INDICATORS,ATMOSPHERIC/OCEAN INDICATORS,0.618161161
INCREASED/DECREASED CLOUD FRACTION,CLOUD INDICATORS,0.934542359
COMPOUND EXTREME EVENTS,ATMOSPHERIC/OCEAN INDICATORS,0.618161161
EXTREME WEATHER,ATMOSPHERIC/OCEAN INDICATORS,0.683777144
EXTREME DROUGHT,EXTREME WEATHER,0.860596437
EXTREME PRECIPITATION,EXTREME WEATHER,0.860596437
HEAT/COLD WAVE FREQUENCY/INTENSITY,EXTREME WEATHER,0.860596437
MONSOON ONSET/INTENSITY,EXTREME WEATHER,0.860596437
TROPICAL OR EXTRATROPICAL CYCLONE FREQUENCY/INTENSITY,EXTREME WEATHER,0.860596437
FRESH WATER RIVER DISCHARGE,ATMOSPHERIC/OCEAN INDICATORS,0.618161161
HUMIDITY INDICES,ATMOSPHERIC/OCEAN INDICATORS,0.65799954
TEMPERATURE-HUMIDITY INDEX,HUMIDITY INDICES,0.88905287
OCEAN ACIDIFICATION,ATMOSPHERIC/OCEAN INDICATORS,0.618161161
OCEAN OVERTURNING,ATMOSPHERIC/OCEAN INDICATORS,0.618161161
OCEAN UPWELLING INDICES,ATMOSPHERIC/OCEAN INDICATORS,0.618161161
OCEAN COASTAL UPWELLING INDEX,OCEAN UPWELLING INDICES,0.934542359
OCEAN UPWELLING/DOWNWELLING,ATMOSPHERIC/OCEAN INDICATORS,0.618161161
PRECIPITATION INDICATORS,ATMOSPHERIC/OCEAN INDICATORS,0.65799954
PRECIPITATION TRENDS,PRECIPITATION INDICATORS,0.88905287
PRECIPITATION VARIABILITY,PRECIPITATION INDICATORS,0.88905287
SAHEL STANDARDIZED RAINFALL,PRECIPITATION INDICATORS,0.88905287
PRECIPITATION INDICES,ATMOSPHERIC/OCEAN INDICATORS,0.6719404
NORTHEAST BRAZIL RAINFALL ANOMALY,PRECIPITATION INDICES,0.873570489
SEA LEVEL RISE,COASTAL PROCESSES,0.758711478
EROSION,COASTAL PROCESSES,0.758711478
INUNDATION,SURFACE WATER PROCESSES/MEASUREMENTS,0.795558992
SEA SURFACE TEMPERATURE INDICES,ATMOSPHERIC/OCEAN INDICATORS,0.755360335
ATLANTIC TRIPOLE SST,SEA SURFACE TEMPERATURE INDICES,0.785332967
CARIBBEAN INDEX,SEA SURFACE TEMPERATURE INDICES,0.785332967
CENTRAL TROPICAL PACIFIC SST,SEA SURFACE TEMPERATURE INDICES,0.785332967
NINO 4 INDEX,CENTRAL TROPICAL PACIFIC SST,0.952202293
EAST CENTRAL TROPICAL PACIFIC SST,SEA SURFACE TEMPERATURE INDICES,0.785332967
NINO 3.4 INDEX,EAST CENTRAL TROPICAL PACIFIC SST,0.952202293
EXTREME EASTERN TROPICAL PACIFIC SST,SEA SURFACE TEMPERATURE INDICES,0.785332967
NINO 1+2 INDEX,EXTREME EASTERN TROPICAL PACIFIC SST,0.952202293
KAPLAN SST INDEX,SEA SURFACE TEMPERATURE INDICES,0.785332967
NINO 3 INDEX,SEA SURFACE TEMPERATURE INDICES,0.785332967
NORTH TROPICAL ATLANTIC INDEX,SEA SURFACE TEMPERATURE INDICES,0.785332967
OCEANIC NINO INDEX,SEA SURFACE TEMPERATURE INDICES,0.785332967
PACIFIC WARM POOL,SEA SURFACE TEMPERATURE INDICES,0.785332967
TRANS-NINO INDEX,SEA SURFACE TEMPERATURE INDICES,0.785332967
TROPICAL NORTH ATLANTIC INDEX,SEA SURFACE TEMPERATURE INDICES,0.785332967
TROPICAL PACIFIC SST EOF,SEA SURFACE TEMPERATURE INDICES,0.785332967
TROPICAL SOUTH ATLANTIC INDEX,SEA SURFACE TEMPERATURE INDICES,0.785332967
WESTERN HEMISPHERE WARM POOL,SEA SURFACE TEMPERATURE INDICES,0.785332967
SURFACE SALINITY,ATMOSPHERIC/OCEAN INDICATORS,0.618161161
TELECONNECTIONS,ATMOSPHERIC/OCEAN INDICATORS,0.803344137
ANTARCTIC OSCILLATION,TELECONNECTIONS,0.737761717
ARCTIC OSCILLATION,TELECONNECTIONS,0.737761717
ATLANTIC MERIDIONAL MODE,TELECONNECTIONS,0.737761717
ATLANTIC MULTIDECADAL OSCILLATION LONG VERSION,TELECONNECTIONS,0.737761717
BIVARIATE ENSO TIMESERIES INDEX,TELECONNECTIONS,0.737761717
BLOCKING INDEX,TELECONNECTIONS,0.737761717
EAST ATLANTIC JET PATTERN,TELECONNECTIONS,0.737761717
EAST ATLANTIC PATTERN,TELECONNECTIONS,0.737761717
EASTERN ATLANTIC WESTERN RUSSIA PATTERN,TELECONNECTIONS,0.737761717
EASTERN PACIFIC OSCILLATION,TELECONNECTIONS,0.737761717
EL NINO SOUTHERN OSCILLATION (ENSO),TELECONNECTIONS,0.737761717
EQUATORIAL PACIFIC MERIDIONAL WIND ANOMALY INDEX,TELECONNECTIONS,0.737761717
EQUATORIAL PACIFIC ZONAL WIND ANOMALY INDEX,TELECONNECTIONS,0.737761717
GLOBALLY INTEGRATED ANGULAR MOMENTUM,TELECONNECTIONS,0.737761717
MADDEN-JULIAN OSCILLATION,TELECONNECTIONS,0.737761717
MULTIVARIATE ENSO INDEX,TELECONNECTIONS,0.737761717
NORTH ATLANTIC OSCILLATION,TELECONNECTIONS,0.737761717
NORTH PACIFIC OSCILLATION,TELECONNECTIONS,0.737761717
NORTH PACIFIC PATTERN,TELECONNECTIONS,0.737761717
NORTHERN OSCILLATION INDEX,TELECONNECTIONS,0.737761717
PACIFIC DECADAL OSCILLATION,TELECONNECTIONS,0.737761717
PACIFIC/NORTH AMERICAN (PNA) PATTERN,TELECONNECTIONS,0.737761717
Pacific Transition Index,TELECONNECTIONS,0.737761717
QUASI-BIENNIAL OSCILLATION,TELECONNECTIONS,0.737761717
SOUTHERN OSCILLATION INDEX,TELECONNECTIONS,0.737761717
TROPICAL/NORTHERN HEMISPHERE PATTERN,TELECONNECTIONS,0.737761717
WEST PACIFIC INDEX,TELECONNECTIONS,0.737761717
TEMPERATURE INDICATORS,ATMOSPHERIC/OCEAN INDICATORS,0.694115238
HIGHER MAXIMUM DAYTIME TEMPERATURES,TEMPERATURE INDICATORS,0.849391573
HIGHER MINIMUM NIGHTIME TEMPERATURES,TEMPERATURE INDICATORS,0.849391573
STRATOSPHERIC TEMPERATURE ANOMALIES,TEMPERATURE INDICATORS,0.849391573
TEMPERATURE TRENDS,TEMPERATURE INDICATORS,0.849391573
TEMPERATURE VARIABILITY,TEMPERATURE INDICATORS,0.849391573
TROPOSPHERIC TEMPERATURE ANOMALIES,TEMPERATURE INDICATORS,0.849391573
TEMPERATURE INDICES,ATMOSPHERIC/OCEAN INDICATORS,0.71165681
TEMPERATURE CONCENTRATION INDEX (TCI),TEMPERATURE INDICES,0.830643883
BIOSPHERIC INDICATORS,CLIMATE INDICATORS,0.584307878
BIRTH RATE DECLINE/INCREASE,BIOSPHERIC INDICATORS,0.78040436
BREEDING PRODUCTIVITY,BIOSPHERIC INDICATORS,0.78040436
CANOPY TEMPERATURE VARIABILITY,BIOSPHERIC INDICATORS,0.78040436
HYPOXIC CONDITIONS,BIOSPHERIC INDICATORS,0.78040436
PHENOLOGICAL CHANGES,BIOSPHERIC INDICATORS,0.805585429
ANIMAL PHENOLOGICAL CHANGES,PHENOLOGICAL CHANGES,0.908396025
PLANT PHENOLOGICAL CHANGES,PHENOLOGICAL CHANGES,0.908396025
SPECIES MIGRATION,BIOSPHERIC INDICATORS,0.78040436
VECTOR SPECIES,BIOSPHERIC INDICATORS,0.78040436
CARBON FLUX,CLIMATE INDICATORS,0.487501706
CLIMATE FEEDBACKS,CLIMATE INDICATORS,0.542623685
ATMOSPHERIC FEEDBACKS,CLIMATE FEEDBACKS,0.829952463
COUPLED SYSTEM FEEDBACKS,CLIMATE FEEDBACKS,0.829952463
CRYOSPHERIC FEEDBACKS,CLIMATE FEEDBACKS,0.829952463
LAND SURFACE FEEDBACKS,CLIMATE FEEDBACKS,0.829952463
OCEANIC FEEDBACKS,CLIMATE FEEDBACKS,0.829952463
CRYOSPHERIC INDICATORS,CLIMATE INDICATORS,0.632929325
AVALANCHE,SNOW/ICE,0.716832502
CLIMATE WARMING,CRYOSPHERIC INDICATORS,0.726474256
DEPTH HOAR,SNOW/ICE,0.716832502
FIRN LIMIT,CRYOSPHERIC INDICATORS,0.726474256
GLACIAL MEASUREMENTS,CRYOSPHERIC INDICATORS,0.807955424
GLACIER ELEVATION/ICE SHEET ELEVATION,GLACIERS/ICE SHEETS,0.723149005
Hypsometry,GLACIER ELEVATION/ICE SHEET ELEVATION,0.934542359
GLACIER FACIES,GLACIERS/ICE SHEETS,0.723149005
GLACIER MASS BALANCE/ICE SHEET MASS BALANCE,GLACIERS/ICE SHEETS,0.723149005
GLACIER MOTION/ICE SHEET MOTION,GLACIERS/ICE SHEETS,0.723149005
GLACIER/ICE SHEET THICKNESS,GLACIAL MEASUREMENTS,0.849391573
GLACIER/ICE SHEET TOPOGRAPHY,GLACIAL MEASUREMENTS,0.849391573
ICE DEPTH/THICKNESS,SNOW/ICE,0.716832502
ICE EDGES,SEA ICE,0.700064891
ICE EXTENT,SNOW/ICE,0.716832502
ICE FLOES,SEA ICE,0.700064891
ICE GROWTH/MELT,SNOW/ICE,0.716832502
RIVER ICE DEPTH/EXTENT,CRYOSPHERIC INDICATORS,0.726474256
SALINITY,SEA ICE,0.700064891
SEA ICE CONCENTRATION,SEA ICE,0.700064891
SEA ICE ELEVATION,SEA ICE,0.700064891
SNOW COVER,SNOW/ICE,0.716832502
SNOW DEPTH,SNOW/ICE,0.716832502
SNOW ENERGY BALANCE,SNOW/ICE,0.716832502
SNOW MELT,SNOW/ICE,0.716832502
ENVIRONMENTAL VULNERABILITY INDEX (EVI),CLIMATE INDICATORS,0.52088662
FIJI INDEX,ENVIRONMENTAL VULNERABILITY INDEX (EVI),0.857113253
SAMOA INDEX,ENVIRONMENTAL VULNERABILITY INDEX (EVI),0.857113253
TUVALU INDEX,ENVIRONMENTAL VULNERABILITY INDEX (EVI),0.857113253
LAND SURFACE/AGRICULTURE INDICATORS,CLIMATE INDICATORS,0.636046374
DROUGHT INDICES,LAND SURFACE/AGRICULTURE INDICATORS,0.780900384
PALMER DROUGHT CROP MOISTURE INDEX,DROUGHT INDICES,0.873570489
PALMER DROUGHT SEVERITY INDEX,DROUGHT INDICES,0.873570489
PALMER HYDROLOGICAL DROUGHT INDEX,DROUGHT INDICES,0.873570489
PALMER Z INDEX,DROUGHT INDICES,0.873570489
FIRE WEATHER INDEX,LAND SURFACE/AGRICULTURE INDICATORS,0.723149005
FOREST FIRE DANGER INDEX,LAND SURFACE/AGRICULTURE INDICATORS,0.723149005
LANDSLIDES,FLUVIAL PROCESSES,0.790589579
LENGTH OF GROWING SEASON,LAND SURFACE/AGRICULTURE INDICATORS,0.804492814
CROP HARVEST DATES,LENGTH OF GROWING SEASON,0.849391573
FIRST BLOOM DATE,LENGTH OF GROWING SEASON,0.849391573
FIRST LEAF DATE,LENGTH OF GROWING SEASON,0.849391573
FREEZE/FROST DATE,LENGTH OF GROWING SEASON,0.849391573
FREEZE/FROST PROBABILITY,LENGTH OF GROWING SEASON,0.849391573
LENGTH OF FREEZE FREE PERIOD,LENGTH OF GROWING SEASON,0.849391573
SATELLITE SOIL MOISTURE INDEX,LAND SURFACE/AGRICULTURE INDICATORS,0.723149005
SOIL MOISTURE,LAND SURFACE/AGRICULTURE INDICATORS,0.723149005
SURFACE MOISTURE INDEX,LAND SURFACE/AGRICULTURE INDICATORS,0.723149005
TREE LINE SHIFT,LAND SURFACE/AGRICULTURE INDICATORS,0.723149005
PALEOCLIMATE INDICATORS,CLIMATE INDICATORS,0.731860117
ALUMINUM-26 ANALYSIS,PALEOCLIMATE INDICATORS,0.627911022
BERYLLIUM-10 ANALYSIS,PALEOCLIMATE INDICATORS,0.627911022
BIOLOGICAL RECORDS,PALEOCLIMATE INDICATORS,0.743443208
BIOMARKER,BIOLOGICAL RECORDS,0.808419016
CORAL DEPOSITS,OCEAN/LAKE RECORDS,0.763548162
FAUNA,BIOLOGICAL RECORDS,0.808419016
MACROFOSSILS,OCEAN/LAKE RECORDS,0.763548162
MICROFOSSILS,OCEAN/LAKE RECORDS,0.763548162
PALEOVEGETATION,LAND RECORDS,0.753887809
POPULATION ABUNDANCE,BIOLOGICAL RECORDS,0.808419016
ISOTOPIC ANALYSIS,TREE RINGS,0.981185473
CARBON ISOTOPE,ISOTOPIC ANALYSIS,0.905712131
HYDROGEN ISOTOPE,ISOTOPIC ANALYSIS,0.905712131
OXYGEN ISOTOPE,ISOTOPIC ANALYSIS,0.905712131
ICE CORE RECORDS,PALEOCLIMATE,0.72903959
CARBON DIOXIDE,ICE CORE RECORDS,0.763548162
ELECTRICAL PROPERTIES,SENSOR CHARACTERISTICS,0.786853286
ICE CORE AIR BUBBLES,ICE CORE RECORDS,0.763548162
IONS,ICE CORE RECORDS,0.763548162
ISOTOPES,WATER QUALITY/WATER CHEMISTRY,0.661704878
ARGON ISOTOPES,ISOTOPES,0.908396025
NITROGEN ISOTOPES,ISOTOPES,0.908396025
OXYGEN ISOTOPES,OCEAN/LAKE RECORDS,0.763548162
MICROPARTICLE CONCENTRATION,PARTICULATE MATTER,0.934542359
VOLCANIC DEPOSITS,LAND RECORDS,0.753887809
LAND RECORDS,PALEOCLIMATE,0.738570257
BOREHOLES,OCEAN/LAKE RECORDS,0.763548162
CAVE DEPOSITS,LAND RECORDS,0.753887809
FIRE HISTORY,LAND RECORDS,0.778759611
CHARCOAL SEDIMENT,FIRE HISTORY,0.908396025
FIRE SCAR DATE,FIRE HISTORY,0.908396025
GLACIAL RETREAT,LAND RECORDS,0.753887809
GLACIATION,LAND RECORDS,0.753887809
LOESS,SEDIMENT TRANSPORT,0.952202293
PALEOMAGNETIC DATA,OCEAN/LAKE RECORDS,0.763548162
PALEOSOLS,LAND RECORDS,0.753887809
RADIOCARBON,OCEAN/LAKE RECORDS,0.763548162
SEDIMENTS,SOLIDS,0.88905287
SEDIMENT THICKNESS,MARINE SEDIMENTS,0.749425815
STRATIGRAPHIC SEQUENCE,PLATE TECTONICS,0.796158911
MASS EXTINCTIONS,PALEOCLIMATE INDICATORS,0.627911022
OCEAN/LAKE RECORDS,PALEOCLIMATE,0.72903959
LAKE LEVELS,OCEAN/LAKE RECORDS,0.763548162
VARVE DEPOSITS,OCEAN/LAKE RECORDS,0.763548162
OXYGEN ISOTOPE ANALYSIS,PALEOCLIMATE INDICATORS,0.627911022
PALEOCLIMATE FORCING,PALEOCLIMATE INDICATORS,0.682119775
CARBON DIOXIDE FORCING,PALEOCLIMATE FORCING,0.873570489
ORBITAL CHANGE FORCING,PALEOCLIMATE FORCING,0.873570489
SOLAR FORCING,PALEOCLIMATE FORCING,0.873570489
VOLCANIC FORCING,PALEOCLIMATE FORCING,0.873570489
