ID,Script_ID,Entity_Type,Value,Value_BAAI,Top1_Similarity_BAAI,Value_BERT,Top1_Similarity_BERT,Value_BERT0,Top1_Similarity_BERT0,Value_sentence-t5-large,Top1_Similarity_sentence-t5-large,Value_LLAMA70B,Usage,Value_sentence-t5-large2,Top1_Similarity_sentence-t5-large2,Value_BAAI2,Top1_Similarity_BAAI2
748,script_43.txt,Function,Filter features by similar canopy cover,Filter Images By Cloud Cover,0.737784624,Filter Images By Cloud Cover,0.999209046,Training Model,0.923183262,Filtering Features,0.866152704,Filter Feature Collection,"{'prompt_tokens': 4015, 'completion_tokens': 3, 'total_tokens': 4018}",Filtering Features,0.8661527037620544,Filter Images By Cloud Cover,0.737784743309021
749,script_45435.txt,Function,Filtering image collection by date,Filter Image Collection By Date,0.95044142,Filter Image Collection By Date,0.999742687,Filtering Training Data,0.93888098,Filter Image Collection By Date,0.992563486,Filter Image Collection By Date,"{'prompt_tokens': 4014, 'completion_tokens': 5, 'total_tokens': 4019}",Filter Image Collection By Date And Boundaries,0.970089316368103,Filter Image Collection By Date And Boundaries,0.8980432152748108
750,script_45435.txt,Function,Selecting specific bands from image collection,Select Specific Bands From Images,0.930841625,Select Specific Bands From Images,0.999457181,Identifying Homogeneous Areas,0.946574807,Select Specific Bands From Images,0.970825553,'Select Specific Bands From Images',"{'prompt_tokens': 4015, 'completion_tokens': 8, 'total_tokens': 4023}",Select Specific Bands From Images,0.9708255529403688,Select Specific Bands From Images,0.9308416247367859
751,script_45435.txt,Function,Reducing image collection to mean value,Reduce Image Collection To Minimum Value,0.885556102,Reduce Image Collection To Minimum Value,0.99968338,Reduce Image Collection To Minimum Value,0.949363828,Reduce Image Collection To Minimum Value,0.954473138,Reduction To Single Image,"{'prompt_tokens': 4015, 'completion_tokens': 5, 'total_tokens': 4020}",Reduce Image Collection To Minimum Value,0.9544731378555298,Reduce Image Collection To Minimum Value,0.8855561017990112
752,script_45435.txt,Function,Performing data quality control,Quality Filtering,0.738892496,Data Visualization,0.998995543,Training Data Creation,0.931123614,Quality Control,0.859677196,Quality Control,"{'prompt_tokens': 4013, 'completion_tokens': 2, 'total_tokens': 4015}",Quality Control,0.8596771955490112,Quality Filtering,0.7388924956321716
753,script_45435.txt,Function,Calculating vegetation cover,Calculate Tree Cover Area,0.811241627,Vegetation Cover Classification,0.999420166,Calculate Tree Cover Area,0.952896595,Fractional Vegetation Cover (FVC) Calculation,0.934169173,Vegetation Cover Classification,"{'prompt_tokens': 4012, 'completion_tokens': 6, 'total_tokens': 4018}",Vegetation Indices/Index Calculation,0.9097754955291748,Vegetation Cover Classification,0.7871560454368591
754,script_45435.txt,Function,Calculating leaf area index,Calculates Green Leaf Index (GLI),0.761351526,Calculate Tree Cover Area,0.999284506,Calculate Forest Loss,0.934861422,Vegetation Indices/Index Calculation,0.916854978,Vegetation Indices/Index Calculation,"{'prompt_tokens': 4013, 'completion_tokens': 9, 'total_tokens': 4022}",Vegetation Indices/Index Calculation,0.916854977607727,Area Calculation,0.7326411604881287
755,script_45435.txt,Function,Visualizing results as a map layer,Visualize Data Layers,0.817379892,Map Visualization Of Feature Collection,0.999009371,Validating The Model,0.949354231,Visualize Data Layers,0.886923432,Map Visualization Of Feature Collection,"{'prompt_tokens': 4015, 'completion_tokens': 6, 'total_tokens': 4021}",Visualize Data Layers,0.8869234323501587,Visualize Data Layers,0.817379891872406
756,script_45435.txt,Function,Exporting image to drive,Export Processed Images To Drive,0.861471117,Export Processed Images To Drive,0.999446392,Stacking Multiple Images,0.911475778,Export Processed Images To Drive,0.941817045,Export Processed Data To Drive,"{'prompt_tokens': 4013, 'completion_tokens': 6, 'total_tokens': 4019}",Export Processed Images To Drive,0.9418171048164368,Export Processed Images To Drive,0.8614710569381714
757,script_48.txt,Function,Clipping image to area of interest,Clip Images To A Specific Region,0.860956907,Clip Temperature Data To Area Of Interest,0.99931556,Clip Temperature Data To Area Of Interest,0.933873355,Clip Images To A Specific Region,0.95088768,Clip Images To A Specific Region,"{'prompt_tokens': 4015, 'completion_tokens': 6, 'total_tokens': 4021}",Clip Images To A Specific Region,0.9508876800537108,Clip Images To A Specific Region,0.8609569072723389
758,script_48.txt,Function,Applying LandTrendr fit algorithm,Terrain Flattening,0.665327549,Filter Image Collection By Date,0.999086201,Applying Mean Filter To Image,0.93423295,Terrain Data Generation and Analysis,0.815837801,Temporal Analysis,"{'prompt_tokens': 4016, 'completion_tokens': 2, 'total_tokens': 4018}",Terrain Data Generation and Analysis,0.8158378005027771,Terrain Flattening,0.6653275489807129
759,script_48.txt,Function,Calculating indices from image bands,Image Index Calculation,0.788170218,Calculate Spectral Indices And Ratios From Satellite Bands,0.999059081,Calculate Temporal Spectral Indices,0.942204654,Image Index Calculation,0.915048063,Spectral Index Computation,"{'prompt_tokens': 4014, 'completion_tokens': 5, 'total_tokens': 4019}",Image Index Calculation,0.9150480628013612,Image Index Calculation,0.7881702184677124
760,script_48.txt,Function,Preparing breakpoints for LandTrendr,Terrain Data Generation and Analysis,0.646616995,Calculate dNBR For Fire Severity,0.998923242,Identifying Burned Areas,0.915083051,Data Preparation,0.805803299,Temporal Analysis,"{'prompt_tokens': 4018, 'completion_tokens': 2, 'total_tokens': 4020}",Data Preparation,0.8058032989501953,Terrain Data Generation and Analysis,0.6466169953346252
761,script_48.txt,Function,Running LandTrendr fit,Performs Linear Fits,0.672191858,Run Algorithm For Change Detection,0.998998165,Filtering Administrative Boundaries,0.893085957,Performs Linear Fits,0.786816061,Temporal Analysis,"{'prompt_tokens': 4014, 'completion_tokens': 2, 'total_tokens': 4016}",Performs Linear Fits,0.7868160605430603,Performs Linear Fits,0.672191858291626
762,script_48.txt,Function,Converting LandTrendr output to desired format,Convert And Format Spatial Data For Export,0.663199544,Reduce Image Collection To Minimum Value,0.998948634,Convert Vector To Raster,0.908254743,Convert And Format Spatial Data For Export,0.857527375,Data Conversion,"{'prompt_tokens': 4019, 'completion_tokens': 2, 'total_tokens': 4021}",Convert And Format Spatial Data For Export,0.8575273156166077,Convert And Format Spatial Data For Export,0.6631997227668762
763,script_48.txt,Function,Calculating time since last vertex,Calculate Ratio Between Recent And Historical Images,0.646021545,Link Maps For Synchronized Viewing,0.998593926,Calculating Annual Average,0.881780803,Distance Calculation,0.80894506,Temporal Analysis,"{'prompt_tokens': 4014, 'completion_tokens': 2, 'total_tokens': 4016}",Distance Calculation,0.8089450597763062,Calculate Ratio Between Recent And Historical Images,0.6460215449333191
764,script_48.txt,Function,Calculating segment length,Distance Calculation,0.678287029,Terrain Slope Calculation,0.998636842,Sensitivity Calculation,0.953157842,Distance Calculation,0.876616478,Spatial Analysis,"{'prompt_tokens': 4012, 'completion_tokens': 2, 'total_tokens': 4014}",Distance Calculation,0.8766164779663086,Distance Calculation,0.6782870292663574
765,script_49902.txt,Function,Filtering image collection by date and geometry,Filter Image Collection By Date And Boundaries,0.890612364,Filter Image Collection By Date And Region,0.999535799,Filter Image Collection By Date And Boundaries,0.92292434,Filter Image Collection By Date And Boundaries,0.945040226,Filter Image Collection By Date And Region,"{'prompt_tokens': 4016, 'completion_tokens': 7, 'total_tokens': 4023}",Filter Image Collection By Date And Boundaries,0.945040225982666,Filter Image Collection By Date And Boundaries,0.8906123638153076
766,script_49902.txt,Function,Calculating NDVI index,Compute Median Of NDVI,0.860132992,Seasonal NDVI Analysis,0.999459505,Image Index Calculation,0.936706781,Computes Normalized Difference Vegetation Index (NDVI),0.889836788,Vegetation Indices/Index Calculation,"{'prompt_tokens': 4013, 'completion_tokens': 9, 'total_tokens': 4022}",Calculate Normalized Difference Water Body Index (NDWBI),0.8819223642349243,Calculates Normalized Difference Water Index (NDWI),0.741791307926178
767,script_49902.txt,Function,Calculating NDMI index,Compute Median Of NDVI,0.772943377,Geometric Index Calculation,0.999090672,Estimating Watersheds Area,0.924168229,Calculate Normalized Difference Water Body Index (NDWBI),0.894245625,Vegetation Indices/Index Calculation,"{'prompt_tokens': 4013, 'completion_tokens': 9, 'total_tokens': 4022}",Calculate Normalized Difference Water Body Index (NDWBI),0.8942456245422363,Calculate Normalized Difference Flood Index (NDFI),0.7328623533248901
768,script_49902.txt,Function,Creating legend for NDMI index,Legend Creation,0.713802576,Visualize NDVI And Date Information,0.998817265,Creating Median Composites For Specific Time Periods,0.861118555,Legend Creation,0.847050428,Add A Legend,"{'prompt_tokens': 4014, 'completion_tokens': 3, 'total_tokens': 4017}",Legend Creation,0.8470504283905029,Legend Creation,0.7138025760650635
769,script_50.txt,Function,Create random points within an area of interest,Random Point Generation,0.7286973,Area Of Interest Selection,0.998436928,Create A Thematic Map,0.926474929,Random Point Generation,0.891471684,Area Of Interest Selection,"{'prompt_tokens': 4016, 'completion_tokens': 4, 'total_tokens': 4020}",Generate And Display A Scatter Plot,0.8285670280456543,Clip Images To A Specific Region,0.6798288822174072
770,script_50.txt,Function,Extract spectral information from images,Spectral Values Extraction,0.779379368,Calculate Data For Specific Spectral Bands,0.999054193,Calculate Temporal Spectral Indices,0.96376133,Select Specific Bands From Images,0.896545887,Spectral Index Computation,"{'prompt_tokens': 4013, 'completion_tokens': 5, 'total_tokens': 4018}",Select Specific Bands From Images,0.8965458869934082,Spectral Values Extraction,0.7793793678283691
771,script_50.txt,Function,Train a random forest classifier,Train And Apply Random Forest Classifier,0.878486991,Train And Apply Random Forest Classifier,0.999402046,Train A Clusterer,0.968939066,Train And Apply Random Forest Classifier,0.962459981,Classification And Machine Learning,"{'prompt_tokens': 4013, 'completion_tokens': 4, 'total_tokens': 4017}",Machine Learning Model Training,0.8647347688674927,Train A Clusterer,0.7175078392028809
772,script_50.txt,Function,Classify images using a trained model,Classify Images Based On Trained Model,0.919487,Classify Images Based On Trained Model,0.999556899,Classify Images Based On Trained Model,0.978292525,Classify Images Based On Trained Model,0.985093832,Classification,"{'prompt_tokens': 4015, 'completion_tokens': 1, 'total_tokens': 4016}",Classify Images Based On Trained Model,0.9850938320159912,Classify Images Based On Trained Model,0.9194869995117188
773,script_50.txt,Function,Create an image collection from classified images,Exporting Classified Images,0.778938651,Sort Image Collection By Region,0.999135852,Create Median Composite Of Images,0.942841887,Display Classified Image and Indices,0.901340187,Image Mosaicking,"{'prompt_tokens': 4015, 'completion_tokens': 4, 'total_tokens': 4019}",Display Classified Image and Indices,0.9013401865959167,Exporting Classified Images,0.7789386510848999
774,script_51624.txt,Function,Composite Sentinel-1 images,Displays Composite Image,0.677817106,Filter Images By Date And Region,0.998679757,Cluster Image Data,0.898781836,Displays Composite Image,0.854239166,Image Mosaicking,"{'prompt_tokens': 4014, 'completion_tokens': 4, 'total_tokens': 4018}",Displays Composite Image,0.8542391657829285,Displays Composite Image,0.6778171062469482
775,script_51624.txt,Function,Filter image collection by date and polarization,Filter Image Collection By Date,0.875527084,Filter Image Collection By Date And Boundaries,0.999712825,Filter Image Collection By Date And Region,0.973369241,Filter Image Collection By Date And Boundaries,0.938127756,Select Specific Polarization From Images,"{'prompt_tokens': 4015, 'completion_tokens': 7, 'total_tokens': 4022}",Filter Image Collection By Date And Boundaries,0.9381277561187744,Filter Image Collection By Date And Boundaries,0.8511701822280884
776,script_51624.txt,Function,Visualize image with custom palette,Visualize Data With Specific Color Palettes,0.798488498,Visualize Data With Specific Color Palettes,0.999231696,Visualize Images In Different Band Combinations,0.916807353,Visualize Images In Different Band Combinations,0.881780028,Visualize Data With Specific Color Palettes,"{'prompt_tokens': 4014, 'completion_tokens': 8, 'total_tokens': 4022}",Visualize Images In Different Band Combinations,0.8817800879478455,Visualize Data With Specific Color Palettes,0.7984884977340698
777,script_51624.txt,Function,Create layer selection widget,Filter And Select,0.635256827,Filter Image Collection By Date,0.999016166,Layer Addition To Map,0.943787694,Add Land Use Layer,0.836821377,'Select Data',"{'prompt_tokens': 4012, 'completion_tokens': 4, 'total_tokens': 4016}",Add Land Use Layer,0.8368213176727295,Filter And Select,0.635256826877594
778,script_51624.txt,Function,Update map with selected image,Display Selected Images,0.670461297,Create Median Composite Of Images,0.998899162,Create Median Composite Of Images,0.940816879,Select Image,0.862284303,Map Visualization Of Feature Collection,"{'prompt_tokens': 4013, 'completion_tokens': 6, 'total_tokens': 4019}",Select Image,0.8622843027114868,Display Selected Images,0.6704612970352173
779,script_52026.txt,Function,Filtering image collection by bounds and date,Filter Image Collection By Date And Boundaries,0.946501374,Filter Image Collection By Date And Boundaries,0.999435484,Filter Image Collection By Date And Boundaries,0.882116675,Filter Image Collection By Date And Boundaries,0.984916925,Filter Image Collection By Date And Boundaries,"{'prompt_tokens': 4016, 'completion_tokens': 8, 'total_tokens': 4024}",Filter Image Collection By Date And Boundaries,0.984916925430298,Filter Image Collection By Date And Boundaries,0.9465013742446899
780,script_52026.txt,Function,Calculating mean of image collection,Calculates Median Of Image Collection,0.911447406,Calculates Mean Of Image Collection,0.999816477,Image Index Calculation,0.93297708,Calculates Mean Of Image Collection,0.986013651,Compute Mean Values,"{'prompt_tokens': 4014, 'completion_tokens': 3, 'total_tokens': 4017}",Calculate Statistical Indicators Of Image Collection,0.912392795085907,Calculate Statistical Indicators Of Image Collection,0.8126669526100159
781,script_52026.txt,Function,Clipping dataset to region of interest,Clip Images To A Specific Region,0.818562627,Clip Temperature Data To Area Of Interest,0.999154449,Clip Temperature Data To Area Of Interest,0.945239663,Clip Temperature Data To Area Of Interest,0.916354299,Clip Images To A Specific Region,"{'prompt_tokens': 4015, 'completion_tokens': 6, 'total_tokens': 4021}",Clip Images To A Specific Region,0.8795294761657715,Clip Images To A Specific Region,0.8185626268386841
782,script_52026.txt,Function,Reducing region to mean value,Mean Reduction,0.736248493,Reduce Image Collection To Minimum Value,0.998962283,Reduce Image Collection To Minimum Value,0.928665996,Mean Reduction,0.882943749,Reduction Of Image Regions,"{'prompt_tokens': 4014, 'completion_tokens': 6, 'total_tokens': 4020}",Mean Reduction,0.8829437494277954,Mean Reduction,0.7362484931945801
783,script_54980.txt,Function,Image collection creation,Temporal Collection Creation,0.76209414,Temporal Collection Creation,0.999520719,Temporal Collection Creation,0.949868321,Filter Image Collection,0.912432373,Temporal Collection Creation,"{'prompt_tokens': 4011, 'completion_tokens': 3, 'total_tokens': 4014}",Filter Image Collection,0.9124323725700378,Temporal Collection Creation,0.7620941400527954
784,script_54980.txt,Function,Image masking and renaming,Image Masking,0.839975297,Image Masking,0.999037921,Merge And Sort Image Collections,0.850875795,Image Masking,0.926740527,Image Masking,"{'prompt_tokens': 4014, 'completion_tokens': 3, 'total_tokens': 4017}",Image Masking,0.9267405271530152,Image Masking,0.8399752974510193
785,script_54980.txt,Function,Image band addition,Image Band Addition,0.928446114,Image Band Addition,1.000000119,Image Band Addition,1.0,Image Band Addition,0.986124873,Add Normalized Difference Band,"{'prompt_tokens': 4011, 'completion_tokens': 6, 'total_tokens': 4017}",Image Band Addition,0.986124873161316,Image Band Addition,0.9284461140632629
786,script_54980.txt,Function,Image remapping,Remapping,0.900467157,Remapping Values,0.999418378,Image Resampling,0.954027355,Image Mapping,0.956612229,Remapping,"{'prompt_tokens': 4011, 'completion_tokens': 2, 'total_tokens': 4013}",Image Mapping,0.956612229347229,Remapping,0.9004671573638916
787,script_54980.txt,Function,Video generation,Visualization And Output Generation,0.720698118,Sampling Image,0.999013901,Endmember generation,0.967542827,Visualization And Output Generation,0.85676676,"None of the themes in the list match ""Video generation"". The list appears to be focused on spatial analysis, data acquisition, and image processing, with no mention of video generation.","{'prompt_tokens': 4010, 'completion_tokens': 36, 'total_tokens': 4046}",Visualization And Output Generation,0.8567667603492737,Visualization And Output Generation,0.7206981182098389
788,script_59099.txt,Function,Filtering image collection by date and cloud percentage,Filter Image Collection By Cloud Coverage,0.821478844,Filter Image Collection By Date And Boundaries,0.999459147,Filter Image Collection By Date And Boundaries,0.869311571,Filter Image Collection By Cloud Coverage,0.940834224,Filter Image Collection By Date And Cloud Cover,"{'prompt_tokens': 4017, 'completion_tokens': 8, 'total_tokens': 4025}",Filter Image Collection By Cloud Coverage,0.9408342242240906,Filter Image Collection By Cloud Coverage,0.8214788436889648
789,script_59099.txt,Function,Calculating NDVI index,Compute Median Of NDVI,0.860132992,Seasonal NDVI Analysis,0.999459505,Image Index Calculation,0.936706781,Computes Normalized Difference Vegetation Index (NDVI),0.889836788,Vegetation Indices/Index Calculation,"{'prompt_tokens': 4013, 'completion_tokens': 9, 'total_tokens': 4022}",Calculate Normalized Difference Water Body Index (NDWBI),0.8819223642349243,Calculates Normalized Difference Water Index (NDWI),0.741791307926178
790,script_59099.txt,Function,Mapping NDVI values to visualization,Visualize NDVI Results,0.834548235,Visualize NDVI And Date Information,0.999315858,Quantifying Pixels,0.894778013,Visualize NDVI And Date Information,0.918537736,'Visualize NDVI Results',"{'prompt_tokens': 4014, 'completion_tokens': 7, 'total_tokens': 4021}",Visualize NDVI And Date Information,0.918537735939026,Visualize NDVI Results,0.8345482349395752
791,script_59099.txt,Function,Charting NDVI series by region,Generate Time Series Charts For NDVI,0.793653905,Generate Time Series Charts For NDVI,0.999208331,Filter Image Collection By Year,0.918365955,Generate Time Series Charts For NDVI,0.875815392,Generate Time Series Charts For NDVI,"{'prompt_tokens': 4015, 'completion_tokens': 8, 'total_tokens': 4023}",Generate Time Series Charts For NDVI,0.8758153915405273,Generate Time Series Charts For NDVI,0.7936539053916931
792,script_62526.txt,Function,Filtering image collection by date and bounds,Filter Image Collection By Date And Boundaries,0.947230577,Filter Image Collection By Date And Boundaries,0.999483347,Filter Image Collection By Date And Boundaries,0.893042564,Filter Image Collection By Date And Boundaries,0.98748827,Filter Image Collection By Date And Boundaries,"{'prompt_tokens': 4016, 'completion_tokens': 8, 'total_tokens': 4024}",Filter Image Collection By Date And Boundaries,0.9874882698059082,Filter Image Collection By Date And Boundaries,0.9472305774688721
793,script_62526.txt,Function,Creating daily mosaics from image collection,Generate Image Composites,0.732824802,Merge And Sort Image Collections,0.999063015,Filtering Precipitation Data,0.876604915,Aggregate Multiple Images,0.863207519,Image Mosaicking,"{'prompt_tokens': 4016, 'completion_tokens': 4, 'total_tokens': 4020}",Aggregate Multiple Images,0.8632075190544128,Image Mosaicking,0.7286954522132874
794,script_62526.txt,Function,Calculating water area using NDWI index,Calculates Normalized Difference Water Index (NDWI),0.82249558,Calculates Normalized Difference Water Index (NDWI),0.999035358,Calculate Normalized Difference Water Body Index (NDWBI),0.941110969,Calculates Normalized Difference Water Index (NDWI),0.908990264,Calculates Normalized Difference Water Index (NDWI),"{'prompt_tokens': 4016, 'completion_tokens': 12, 'total_tokens': 4028}",Calculates Normalized Difference Water Index (NDWI),0.9089902639389038,Calculates Normalized Difference Water Index (NDWI),0.8224955797195435
795,script_62526.txt,Function,Creating time series chart of water area,Generate Time Series Charts Of Water Area,0.935126901,Generate Time Series Charts Of Water Area,0.99962014,Generate Time Series Charts Of Water Area,0.926080883,Generate Time Series Charts Of Water Area,0.970192671,Generate Time Series Charts Of Water Area,"{'prompt_tokens': 4015, 'completion_tokens': 8, 'total_tokens': 4023}",Generate Time Series Charts Of Water Area,0.9701926708221436,Generate Time Series Charts Of Water Area,0.9351269006729126
796,script_62526.txt,Function,Exporting feature collection to Drive,Export Processed Data To Drive,0.781232536,Export Processed Data To Drive,0.999232292,Stacking Multiple Images,0.890034676,Export Features,0.893150866,Export Processed Data To Drive,"{'prompt_tokens': 4014, 'completion_tokens': 6, 'total_tokens': 4020}",Export Features,0.893150806427002,Export Processed Data To Drive,0.7812325358390808
797,script_65671.txt,Function,Cloud masking,Image Cloud Masking,0.901710093,Image Cloud Masking,0.999600053,Edge Masking,0.973454833,Cloud And Shade Masking,0.958947599,Image Cloud Masking,"{'prompt_tokens': 4011, 'completion_tokens': 4, 'total_tokens': 4015}",Cloud Filtering,0.9350801706314088,Image Cloud Masking,0.9017100930213928
798,script_65671.txt,Function,Image collection filtering,Filter Image Collection,0.88791275,Filter Image Collection,0.999664903,Temporal Image Collection Filtering,0.983245134,Filter Image Collection,0.987343848,Filter Image Collection,"{'prompt_tokens': 4011, 'completion_tokens': 3, 'total_tokens': 4014}",Filter Image Collection,0.9873438477516174,Filter Image Collection,0.8879127502441406
799,script_65671.txt,Function,Median computation,Calculates Median Values,0.795765877,Threshold Computation,0.999185503,Covariance Computation,0.922879279,Calculates Median Values,0.929117918,Computes Median Values,"{'prompt_tokens': 4011, 'completion_tokens': 5, 'total_tokens': 4016}",Calculates Median Values,0.9291179180145264,Calculates Median Values,0.7957658767700195
800,script_65671.txt,Function,Image exporting,Export Selected Image,0.838264465,Export Selected Image,0.999512672,Image Stacking,0.950034499,Export Composite Image,0.938091278,Export Processed Images,"{'prompt_tokens': 4011, 'completion_tokens': 4, 'total_tokens': 4015}",Export Composite Image,0.938091278076172,Export Selected Image,0.8382645845413208
801,script_65671.txt,Function,Table exporting,Export Processed Data,0.708237112,Exporting Prediction Results,0.999238133,Export Training Data,0.938288629,Export Processed Data,0.87739706,Export Processed Data,"{'prompt_tokens': 4011, 'completion_tokens': 4, 'total_tokens': 4015}",Export Processed Data,0.8773970603942871,Export Processed Data,0.7082371115684509
802,script_67562.txt,Function,Remove cloud cover from images,Cloud Cover Removal,0.826910079,Filter Images By Cloud Cover,0.999493957,Reduce Image Collection To Minimum Value,0.949195862,Image Cloud Removal,0.935747981,Cloud Filtering,"{'prompt_tokens': 4013, 'completion_tokens': 3, 'total_tokens': 4016}",Filter Images By Cloud Cover,0.9196043014526368,Filter Images By Cloud Cover,0.8115347623825073
803,script_67562.txt,Function,Scale image values,Scaling Image Values,0.896866739,Scaling Image Values,0.999381781,Threshold Index Values,0.955092788,Scaling Image Values,0.986327171,Apply Scale Factors To Image,"{'prompt_tokens': 4011, 'completion_tokens': 6, 'total_tokens': 4017}",Scaling Image Values,0.9863271713256836,Scaling Image Values,0.8968667387962341
804,script_67562.txt,Function,Calculate NDVI,Compute Median Of NDVI,0.883117259,Seasonal NDVI Analysis,0.999480247,Compute Mean Values,0.9587093,Computes Normalized Difference Vegetation Index (NDVI),0.891927719,Vegetation Indices/Index Calculation,"{'prompt_tokens': 4011, 'completion_tokens': 9, 'total_tokens': 4020}",Visualize NDVI Results,0.8917759656906128,Visualize NDVI Results,0.7741608619689941
805,script_67562.txt,Function,Calculate NDWI,Calculates Normalized Difference Water Index (NDWI),0.812267661,Seasonal NDVI Analysis,0.998960376,Compute Mean Values,0.958285868,Calculates Normalized Difference Water Index (NDWI),0.926571488,Calculates Normalized Difference Water Index (NDWI),"{'prompt_tokens': 4011, 'completion_tokens': 12, 'total_tokens': 4023}",Calculates Normalized Difference Water Index (NDWI),0.926571488380432,Calculates Normalized Difference Water Index (NDWI),0.8122676610946655
806,script_67562.txt,Function,Calculate NDBI,Calculate Normalized Difference Water Body Index (NDWBI),0.744132221,Seasonal NDVI Analysis,0.999106884,Compute Mean Values,0.945034981,Calculate Normalized Difference Water Body Index (NDWBI),0.89713335,Vegetation Indices/Index Calculation,"{'prompt_tokens': 4012, 'completion_tokens': 9, 'total_tokens': 4021}",Calculate Normalized Difference Water Body Index (NDWBI),0.8971333503723145,Calculate Normalized Difference Water Body Index (NDWBI),0.7441322207450867
807,script_67562.txt,Function,Generate DEM,Select DEM,0.798667669,Select DEM,0.999119103,Select Index,0.94476831,Select DEM,0.923807383,Select DEM,"{'prompt_tokens': 4011, 'completion_tokens': 3, 'total_tokens': 4014}",Select DEM,0.9238073825836182,Select DEM,0.7986676692962646
808,script_67562.txt,Function,Clip image to ROI,Select And Clip Image,0.745837212,Reduction To Single Image,0.999075592,Select Image,0.944216371,Clip Images To A Specific Region,0.912996173,Clip Images To A Specific Region,"{'prompt_tokens': 4013, 'completion_tokens': 6, 'total_tokens': 4019}",Clip Images To A Specific Region,0.9129961729049684,Select And Clip Image,0.7458372116088867
809,script_71184.txt,Function,Cloud scoring,Cloud Score Computation,0.881249547,Cloud Score Computation,0.999076724,Classification,0.966632783,Cloud Score Computation,0.905352652,Cloud Score Computation,"{'prompt_tokens': 4010, 'completion_tokens': 4, 'total_tokens': 4014}",Cloud Score Computation,0.9053526520729064,Cloud Score Computation,0.8812495470046997
810,script_71184.txt,Function,Image filtering,Filter Images,0.868269622,Filter Images,0.999480724,Spatial Filtering,0.983977377,Filter Images,0.964441121,Filter Images,"{'prompt_tokens': 4010, 'completion_tokens': 2, 'total_tokens': 4012}",Filter Images,0.9644411206245422,Filter Images,0.8682696223258972
811,script_71184.txt,Function,MNDWI calculation,Calculates Modified Normalized Difference Water Index (MNDWI),0.816015601,Feature Calculation,0.998940766,Area Calculation,0.956939995,Calculates Modified Normalized Difference Water Index (MNDWI),0.87625885,Water Indices/Index Calculation,"{'prompt_tokens': 4012, 'completion_tokens': 7, 'total_tokens': 4019}",Calculates Modified Normalized Difference Water Index (MNDWI),0.8762588500976562,Calculates Modified Normalized Difference Water Index (MNDWI),0.8160156011581421
812,script_71184.txt,Function,Gap filling using flooding frequency,Image Gap Filling,0.723312676,Map Visualization Of Feature Collection,0.999006152,Land Cover Change Detection,0.918801963,Apply Techniques To  Correct And Fill Data Gaps,0.880564451,Image Gap Filling,"{'prompt_tokens': 4014, 'completion_tokens': 5, 'total_tokens': 4019}",Apply Techniques To  Correct And Fill Data Gaps,0.8805644512176514,Image Gap Filling,0.7233126759529114
813,script_72.txt,Function,Buffering a feature collection,Filter And Buffer A Feature Collection,0.865183532,Filter And Buffer A Feature Collection,0.999383032,Stacking Multiple Images,0.921233952,Filter And Buffer A Feature Collection,0.938113928,Buffering Features,"{'prompt_tokens': 4013, 'completion_tokens': 3, 'total_tokens': 4016}",Filter And Buffer A Feature Collection,0.9381139278411864,Filter And Buffer A Feature Collection,0.8651835322380066
814,script_72.txt,Function,Filtering a feature collection by country name,Filter Image Collection By Region,0.73218745,Buffering Points To Create Zones For Analysis,0.998620987,Filter Image Collection By Date,0.926969647,Filter Feature Collection,0.899571359,Filter Feature Collection,"{'prompt_tokens': 4016, 'completion_tokens': 3, 'total_tokens': 4019}",Filter Feature Collection,0.8995713591575623,Filter Image Collection By Region,0.7321874499320984
815,script_72.txt,Function,Running LandTrendr temporal segmentation,Temporal Data Filtering,0.678013921,Generate ColumnChart For Precipitation,0.99887526,Temporal Compositing,0.903285742,Temporal Data Filtering,0.841063619,Temporal Segmentation,"{'prompt_tokens': 4015, 'completion_tokens': 3, 'total_tokens': 4018}",Temporal Data Filtering,0.8410636186599731,Temporal Data Filtering,0.6780139207839966
816,script_72.txt,Function,Building a spectral response collection,Temporal Collection Creation,0.675702929,Filter Image Collection By Date,0.999115586,Estimating Soil Properties,0.931624115,Generate Spectral Signature Chart,0.850630939,Spectral Index Computation,"{'prompt_tokens': 4013, 'completion_tokens': 5, 'total_tokens': 4018}",Generate Spectral Signature Chart,0.8506309390068054,Temporal Collection Creation,0.6757029294967651
817,script_72.txt,Function,Calculating a spectral index,Spectral Index Computation,0.892834902,Addition Of Spectral Indices,0.999106765,Calculate Temporal Spectral Indices,0.958116353,Spectral Index Computation,0.948292851,Spectral Index Computation,"{'prompt_tokens': 4013, 'completion_tokens': 5, 'total_tokens': 4018}",Spectral Index Computation,0.9482928514480592,Spectral Index Computation,0.8928349018096924
818,script_72.txt,Function,Fitting LandTrendr model,Terrain Flattening,0.687248588,Seasonal NDVI Analysis,0.999109447,Temperature Calculation,0.936023116,Validating The Model,0.815707326,Temporal Analysis,"{'prompt_tokens': 4015, 'completion_tokens': 2, 'total_tokens': 4017}",Validating The Model,0.8157073259353638,Terrain Flattening,0.6872485876083374
