Script_ID,Head_Entity_update,Tail_Entity_update
script_97479.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Filter Image Collection By Date And Boundaries
script_97507.txt,TIGER: US Census Counties 2018,Add Date Information To Images
script_97507.txt,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Filter Image Collection By Date And Boundaries
script_97510.txt,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Calculate Difference Normalized Burn Ratio (dNBR)
script_97512.txt,users/cade/,Calculate Difference Normalized Burn Ratio (dNBR)
script_97539.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Filter Image Collection By Date And Boundaries
script_97582.txt,users/avaise99/,Filter Image Collection By Date And Boundaries
script_97582.txt,users/avaise99/,Image Cloud Masking
script_97582.txt,users/avaise99/,Image Mosaicking
script_97582.txt,users/avaise99/,Layer Addition To Map
script_97582.txt,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Filter Image Collection By Date And Boundaries
script_97582.txt,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Image Cloud Masking
script_97582.txt,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Layer Addition To Map
script_97609.txt,users/eijulio/,Calculate Long-Term Averages
script_97609.txt,"FAO GAUL 500m: Global Administrative Unit Layers 2015, Second-Level Administrative Units",Calculate Long-Term Averages
script_97609.txt,ERA5 Daily Aggregates - Latest Climate Reanalysis Produced by ECMWF / Copernicus Climate Change Service,Calculate Seasonal And Temporal Spectral Indices
script_97609.txt,users/eijulio/,Export Processed Images To Drive
script_97610.txt,ERA5 Daily Aggregates - Latest Climate Reanalysis Produced by ECMWF / Copernicus Climate Change Service,Selects Temperature Data
script_97610.txt,"FAO GAUL 500m: Global Administrative Unit Layers 2015, Second-Level Administrative Units",Selects Temperature Data
script_97610.txt,ERA5 Daily Aggregates - Latest Climate Reanalysis Produced by ECMWF / Copernicus Climate Change Service,Visualize Temperature Data
script_97610.txt,ERA5 Daily Aggregates - Latest Climate Reanalysis Produced by ECMWF / Copernicus Climate Change Service,Export Processed Data To Google Drive
script_97622.txt,users/eikhaingzinthan72019/,Random Forest Classification
script_97622.txt,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Computes Normalized Difference Vegetation Index (NDVI)
script_97622.txt,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Random Forest Classification
script_97651.txt,USGS Landsat 7 Collection 2 Tier 1 and Real-Time data Raw Scenes,Image Cloud Masking
script_97683.txt,USGS Landsat 4 TM Collection 2 Tier 1 TOA Reflectance,Layer Addition To Map
script_97683.txt,USGS Landsat 5 TM Collection 2 Tier 1 TOA Reflectance,Layer Addition To Map
script_97683.txt,USGS Landsat 7 Collection 2 Tier 1 TOA Reflectance,Layer Addition To Map
script_97683.txt,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Layer Addition To Map
script_97700.txt,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Speckle Filtering
script_97704.txt,ETOPO1: Global 1 Arc-Minute Elevation,Layer Addition To Map
script_97704.txt,AG100: ASTER Global Emissivity Dataset 100-meter V003,Layer Addition To Map
script_97704.txt,Greenland DEM - Greenland Mapping Project (GIMP),Layer Addition To Map
script_97704.txt,CryoSat-2 Antarctica 1km DEM,Layer Addition To Map
script_97704.txt,ALOS DSM: Global 30m v3.2,Layer Addition To Map
script_97704.txt,GMTED2010: Global Multi-resolution Terrain Elevation Data 2010,Layer Addition To Map
script_97704.txt,NASA SRTM Digital Elevation 30m,Layer Addition To Map
script_97704.txt,GTOPO30: Global 30 Arc-Second Elevation,Layer Addition To Map
script_97704.txt,"WWF HydroSHEDS Hydrologically Conditioned DEM, 3 Arc-Seconds",Layer Addition To Map
script_97704.txt,"WWF HydroSHEDS Hydrologically Conditioned DEM, 30 Arc-Seconds",Layer Addition To Map
script_97704.txt,"WWF HydroSHEDS Hydrologically Conditioned DEM, 15 Arc-Seconds",Layer Addition To Map
script_97704.txt,ETOPO1: Global 1 Arc-Minute Elevation,Generating Histograms
script_97704.txt,AG100: ASTER Global Emissivity Dataset 100-meter V003,Generating Histograms
script_97704.txt,Greenland DEM - Greenland Mapping Project (GIMP),Generating Histograms
script_97704.txt,CryoSat-2 Antarctica 1km DEM,Generating Histograms
script_97704.txt,ALOS DSM: Global 30m v3.2,Generating Histograms
script_97704.txt,GMTED2010: Global Multi-resolution Terrain Elevation Data 2010,Generating Histograms
script_97704.txt,NASA SRTM Digital Elevation 30m,Generating Histograms
script_97704.txt,GTOPO30: Global 30 Arc-Second Elevation,Generating Histograms
script_97704.txt,"WWF HydroSHEDS Hydrologically Conditioned DEM, 3 Arc-Seconds",Generating Histograms
script_97704.txt,"WWF HydroSHEDS Hydrologically Conditioned DEM, 30 Arc-Seconds",Generating Histograms
script_97704.txt,"WWF HydroSHEDS Hydrologically Conditioned DEM, 15 Arc-Seconds",Generating Histograms
script_97718.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Computes Normalized Difference Vegetation Index (NDVI)
script_97724.txt,TIGER: US Census States 2018,Add NDVI Band To Images
script_97724.txt,TIGER: US Census States 2018,Filter Image Collection
script_97724.txt,TIGER: US Census States 2018,Generate Time Series Charts
script_97724.txt,TIGER: US Census States 2018,Reduction Of Image Regions
script_97724.txt,TIGER: US Census States 2018,Filter Image Collection By Date
script_97724.txt,users/eisen520/,Cloud And Shade Masking
script_97724.txt,users/eisen520/,Add NDVI Band To Images
script_97724.txt,users/eisen520/,Filter Image Collection
script_97724.txt,users/eisen520/,Generate Time Series Charts
script_97724.txt,users/eisen520/,Reduction Of Image Regions
script_97724.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Filter Image Collection
script_97724.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Generate Time Series Charts
script_97724.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Reduction Of Image Regions
script_97724.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Filter Image Collection By Date
script_97954.txt,users/EL/,Image Mosaicking
script_97954.txt,users/EL/,Calculate Data For Specific Spectral Bands
script_97954.txt,users/EL/,Vegetation Masking
script_97954.txt,users/EL/,Training CART Classifier
script_97954.txt,"Landsat Global Land Survey 2005, Landsat 7 scenes",Image Mosaicking
script_97954.txt,USGS Landsat 7 Collection 2 Tier 2 Raw Scenes,Image Mosaicking
script_97954.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Image Mosaicking
script_97954.txt,"Landsat Global Land Survey 2005, Landsat 7 scenes",Vegetation Masking
script_97954.txt,USGS Landsat 7 Collection 2 Tier 2 Raw Scenes,Vegetation Masking
script_97954.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Vegetation Masking
script_97955.txt,"Landsat Global Land Survey 2005, Landsat 7 scenes",Image Masking
script_97955.txt,USGS Landsat 7 Collection 2 Tier 2 Raw Scenes,Image Masking
script_97955.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Image Masking
script_97955.txt,users/EL/,Image Mosaicking
script_97955.txt,users/EL/,Image Masking
script_97955.txt,users/lw/,Image Masking
script_97974.txt,users/EL/,Training And Sampling For Land Cover Classification
script_97988.txt,users/EL/,Mosaic Landsat Images
script_97988.txt,users/EL/,Image Mosaicking
script_97988.txt,users/EL/,Spectral Index Computation
script_97988.txt,users/EL/,Mask Areas To Refine Flood Detection
script_97988.txt,users/EL/,Forest Area Calculation
script_97988.txt,"JRC Global Surface Water Mapping Layers, v1.4",Mask Areas To Refine Flood Detection
script_97988.txt,"Landsat Global Land Survey 2005, Landsat 7 scenes",Filter And Mosaic Landsat Images
script_97988.txt,USGS Landsat 7 Collection 2 Tier 2 Raw Scenes,Mosaic Landsat Images
script_97988.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Filter And Mosaic Landsat Images
script_97988.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Image Mosaicking
script_97988.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Spectral Index Computation
script_97991.txt,users/EL/,Filter Image Collection By Date And Boundaries
script_97991.txt,users/EL/,Image Mosaicking
script_97991.txt,users/EL/,Cloud And Water Masking
script_97991.txt,USGS Landsat 8 Collection 2 Tier 2 Raw Scenes,Filter Image Collection By Date And Boundaries
script_97991.txt,USGS Landsat 8 Collection 2 Tier 2 Raw Scenes,Cloud And Water Masking
script_97991.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Filter Image Collection By Date And Boundaries
script_97991.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Cloud And Water Masking
script_97991.txt,"JRC Global Surface Water Mapping Layers, v1.4",Cloud And Water Masking
script_98003.txt,users/EL/,Cloud Score Computation
script_98005.txt,users/EL/,Cloud Score Computation
script_98169.txt,users/elaurenyoung/,Export Processed Data To Google Drive
script_98257.txt,"FAO GAUL 500m: Global Administrative Unit Layers 2015, Second-Level Administrative Units",Image Mosaicking
script_98257.txt,"FAO GAUL 500m: Global Administrative Unit Layers 2015, Second-Level Administrative Units",Apply Threshold To Identify Flood Extent
script_98257.txt,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Filter Image Collection By Date And Boundaries
script_98257.txt,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Image Mosaicking
script_98258.txt,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Filter Image Collection By Date And Boundaries
script_98258.txt,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Image Mosaicking
script_98259.txt,"FAO GAUL 500m: Global Administrative Unit Layers 2015, Second-Level Administrative Units",Image Differencing
script_98259.txt,USGS Landsat 5 TM Collection 2 Tier 1 Raw Scenes,Image Differencing
script_98260.txt,"FAO GAUL 500m: Global Administrative Unit Layers 2015, Second-Level Administrative Units",Filter Image Collection By Date And Region
script_98261.txt,"FAO GAUL 500m: Global Administrative Unit Layers 2015, Second-Level Administrative Units",Filter Image Collection By Date And Boundaries
script_98261.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Filter Image Collection By Date And Boundaries
script_98261.txt,"WWF HydroSHEDS Void-Filled DEM, 3 Arc-Seconds",Mask Areas To Refine Flood Detection
script_98262.txt,"FAO GAUL 500m: Global Administrative Unit Layers 2015, Second-Level Administrative Units",Filter Image Collection By Date And Boundaries
script_98262.txt,MOD09GA.061 Terra Surface Reflectance Daily Global 1km and 500m,Threshold Application
script_98263.txt,"FAO GAUL 500m: Global Administrative Unit Layers 2015, Second-Level Administrative Units",Filter Image Collection By Cloud Coverage
script_98263.txt,"FAO GAUL 500m: Global Administrative Unit Layers 2015, Second-Level Administrative Units",Calculates Normalized Difference Water Index (NDWI)
script_98263.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Filter Image Collection By Cloud Coverage
script_98266.txt,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Speckle Filtering
script_98266.txt,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Image Mosaicking
script_98266.txt,"FAO GAUL 500m: Global Administrative Unit Layers 2015, Second-Level Administrative Units",Image Mosaicking
script_98266.txt,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Image Differencing
script_98266.txt,"FAO GAUL 500m: Global Administrative Unit Layers 2015, Second-Level Administrative Units",Image Differencing
script_98266.txt,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Otsu Thresholding
script_98266.txt,"FAO GAUL 500m: Global Administrative Unit Layers 2015, Second-Level Administrative Units",Otsu Thresholding
script_98266.txt,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Threshold Application
script_98266.txt,"FAO GAUL 500m: Global Administrative Unit Layers 2015, Second-Level Administrative Units",Threshold Application
script_98266.txt,"JRC Global Surface Water Mapping Layers, v1.4",Threshold Application
script_98266.txt,"WWF HydroSHEDS Void-Filled DEM, 3 Arc-Seconds",Threshold Application
script_98267.txt,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Create RGB Composite Image
script_98267.txt,"FAO GAUL 500m: Global Administrative Unit Layers 2015, Second-Level Administrative Units",Create RGB Composite Image
script_98267.txt,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Image Mosaicking
script_98267.txt,"FAO GAUL 500m: Global Administrative Unit Layers 2015, Second-Level Administrative Units",Image Mosaicking
script_98267.txt,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Threshold Application
script_98267.txt,"FAO GAUL 500m: Global Administrative Unit Layers 2015, Second-Level Administrative Units",Threshold Application
script_98267.txt,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Elevation Masking
script_98267.txt,"FAO GAUL 500m: Global Administrative Unit Layers 2015, Second-Level Administrative Units",Elevation Masking
script_98267.txt,"JRC Global Surface Water Mapping Layers, v1.4",Threshold Application
script_98267.txt,"WWF HydroSHEDS Void-Filled DEM, 3 Arc-Seconds",Elevation Masking
script_98275.txt,"FAO GAUL 500m: Global Administrative Unit Layers 2015, Second-Level Administrative Units",Filter Image Collection By Date And Boundaries
script_98275.txt,"FAO GAUL 500m: Global Administrative Unit Layers 2015, Second-Level Administrative Units",Visualize Disaster Impacts
script_98275.txt,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Filter Image Collection By Date And Boundaries
script_98275.txt,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Visualize Disaster Impacts
script_98281.txt,users/LILANJING/,Calculates Normalized Difference Water Index (NDWI)
script_98281.txt,users/LILANJING/,Water Indices/Index Calculation
script_98281.txt,users/LILANJING/,Refined Lee Speckle Filtering
script_98281.txt,users/LILANJING/,Vectorization
script_98281.txt,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Refined Lee Speckle Filtering
script_98289.txt,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Filter Image Collection By Date And Region
script_98289.txt,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Image Cloud Masking
script_98289.txt,SLGA: Soil and Landscape Grid of Australia (Soil Attributes),Filter Image Collection By Date And Region
script_98290.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Image Cloud Masking
script_98290.txt,USGS Landsat 8 Collection 2 Tier 1 Raw Scenes,Image Cloud Masking
script_98290.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Machine Learning Model Training
script_98290.txt,USGS Landsat 8 Collection 2 Tier 1 Raw Scenes,Machine Learning Model Training
script_98290.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Accuracy Assessment
script_98290.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Classification And Machine Learning
script_98290.txt,USGS Landsat 8 Collection 2 Tier 1 Raw Scenes,Classification And Machine Learning
script_98290.txt,users/nclinton/,Area Calculation
script_102957.txt,"USGS Landsat 9 Level 2, Collection 2, Tier 1",Image Cloud Masking
script_102957.txt,"FAO GAUL 500m: Global Administrative Unit Layers 2015, Second-Level Administrative Units",Create Median Composite Of Images
script_106121.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Display Interactive Map
script_115907.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Filter Image Collection By Date
script_119133.txt,"Harmonized Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Calculate And Export Statistics
script_11983.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Image Differencing
script_120271.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Filter Image Collection By Date And Boundaries
script_120271.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Visualize Data With Specific Color Palettes
script_120557.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Decision Tree Classification
script_131942.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Random Forest Classification
script_144864.txt,users/thao226355/share/,Image Cloud Masking
script_144864.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Water Indices/Index Calculation
script_15043.txt,users/abuhafsgaa/,Feature Importance Analysis
script_15043.txt,users/abuhafsgaa/,Machine Learning Classification
script_15043.txt,users/abuhafsgaa/,Visualize NDVI Results
script_155017.txt,MOD11A1.061 Terra Land Surface Temperature and Emissivity Daily Global 1km,Reduction Of Image Regions
script_165234.txt,MOD09GA.061 Terra Surface Reflectance Daily Global 1km and 500m,Cloud And Shade Masking
script_173652.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Change Detection
script_174376.txt,USGS Landsat 8 Collection 2 Tier 1 Raw Scenes,Mosaic Landsat Images
script_174747.txt,users/juanjoseromeroacm21/,Filtering Administrative Boundaries
script_186319.txt,USGS Landsat 7 Collection 2 Tier 2 TOA Reflectance,Filter Image Collection
script_186323.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Buffer Creation
script_186323.txt,USGS Landsat 8 Collection 2 Tier 2 TOA Reflectance,Buffer Creation
script_186323.txt,USGS Landsat 5 TM Collection 2 Tier 2 TOA Reflectance,Buffer Creation
script_186323.txt,USGS Landsat 7 Collection 2 Tier 2 TOA Reflectance,Buffer Creation
script_186323.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Buffer Creation
script_186323.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Filter Image Collection By Date
script_186323.txt,USGS Landsat 8 Collection 2 Tier 2 TOA Reflectance,Filter Image Collection By Date
script_186323.txt,USGS Landsat 5 TM Collection 2 Tier 2 TOA Reflectance,Filter Image Collection By Date
script_186323.txt,USGS Landsat 7 Collection 2 Tier 2 TOA Reflectance,Filter Image Collection By Date
script_186323.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Filter Image Collection By Date
script_186323.txt,USGS Landsat 7 Collection 2 Tier 2 TOA Reflectance,Filter Image Collection By Date And Boundaries
script_186325.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Calculate Spectral Indices And Ratios From Satellite Bands
script_186325.txt,USGS Landsat 8 Collection 2 Tier 2 TOA Reflectance,Calculate Spectral Indices And Ratios From Satellite Bands
script_186325.txt,USGS Landsat 7 Collection 2 Tier 2 TOA Reflectance,Calculate Spectral Indices And Ratios From Satellite Bands
script_186329.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Calculate Difference Normalized Burn Ratio (dNBR)
script_186329.txt,USGS Landsat 8 Collection 2 Tier 2 TOA Reflectance,Calculate Difference Normalized Burn Ratio (dNBR)
script_186329.txt,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Calculate Difference Normalized Burn Ratio (dNBR)
script_186332.txt,MOD09Q1.061 Terra Surface Reflectance 8-Day Global 250m,Unsupervised Clustering
script_186333.txt,MOD09Q1.061 Terra Surface Reflectance 8-Day Global 250m,Unsupervised Clustering
script_186334.txt,users/khoapv/,Train A Clusterer
script_186365.txt,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Compute Median Of NDVI
script_186365.txt,USGS Landsat 5 TM Collection 2 Tier 2 TOA Reflectance,Compute Median Of NDVI
script_186365.txt,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Water Indices/Index Calculation
script_186365.txt,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Computes Normalized Difference Vegetation Index (NDVI)
script_186378.txt,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Filter Image Collection By Date And Boundaries
script_186378.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Filter Image Collection By Date And Boundaries
script_186418.txt,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Brightness Temperature Calculation
script_186449.txt,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Add A Feature Collection
script_186466.txt,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Filter Image Collection By Date And Boundaries
script_186507.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Create RGB Composite Image
script_186507.txt,USGS Landsat 7 Collection 2 Tier 1 and Real-Time data Raw Scenes,Create RGB Composite Image
script_186507.txt,USGS Landsat 5 TM Collection 2 Tier 1 Raw Scenes,Create RGB Composite Image
script_186507.txt,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Create RGB Composite Image
script_186507.txt,USGS Landsat 7 Collection 2 Tier 1 TOA Reflectance,Create RGB Composite Image
script_186507.txt,USGS Landsat 5 TM Collection 2 Tier 1 TOA Reflectance,Create RGB Composite Image
script_186548.txt,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Angle Correction
script_186562.txt,USGS Landsat 8 Collection 2 Tier 2 TOA Reflectance,Compute Median Of NDVI
script_186570.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Calculate Spectral Indices And Ratios From Satellite Bands
script_186570.txt,USGS Landsat 8 Collection 2 Tier 2 TOA Reflectance,Calculate Spectral Indices And Ratios From Satellite Bands
script_186570.txt,USGS Landsat 7 Collection 2 Tier 2 TOA Reflectance,Calculate Spectral Indices And Ratios From Satellite Bands
script_186607.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Compute Median Of NDVI
script_186822.txt,users/dgilad/,Buffering Geometries
script_186856.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Cloud Score Computation
script_186856.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Time Series Anomaly Detection
script_186886.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Computes Normalized Difference Vegetation Index (NDVI)
script_186886.txt,USGS Landsat 8 Collection 2 Tier 2 TOA Reflectance,Computes Normalized Difference Vegetation Index (NDVI)
script_186886.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Export Processed Images To Drive
script_186886.txt,USGS Landsat 8 Collection 2 Tier 2 TOA Reflectance,Export Processed Images To Drive
script_186886.txt,USGS Landsat 5 TM Collection 2 Tier 2 TOA Reflectance,Computes Normalized Difference Vegetation Index (NDVI)
script_186886.txt,USGS Landsat 7 Collection 2 Tier 2 TOA Reflectance,Computes Normalized Difference Vegetation Index (NDVI)
script_186886.txt,USGS Landsat 5 TM Collection 2 Tier 2 TOA Reflectance,Export Processed Images To Drive
script_186886.txt,USGS Landsat 7 Collection 2 Tier 2 TOA Reflectance,Export Processed Images To Drive
script_186886.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Computes Normalized Difference Vegetation Index (NDVI)
script_186886.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Export Processed Images To Drive
script_186886.txt,ft:1zmsdCSa-do_XXh6-w6bpfXpz_kN7nGBGmKAcBRFQ,Export Processed Images To Drive
script_186914.txt,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Clip Images To A Specific Region
script_186915.txt,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Cloud And Water Masking
script_186974.txt,USGS Landsat 5 TM Collection 2 Tier 1 Raw Scenes,Calculates Normalized Difference Water Index (NDWI)
script_186974.txt,USGS Landsat 7 Collection 2 Tier 1 and Real-Time data Raw Scenes,Calculates Normalized Difference Water Index (NDWI)
script_186974.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Calculates Normalized Difference Water Index (NDWI)
script_187248.txt,users/khoirurrizqi/,Compute Median Of NDVI
script_187248.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Compute Median Of NDVI
script_187481.txt,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Focal Median Smoothing
script_187528.txt,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Focal Median Smoothing
script_187530.txt,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Calculate Spectral Indices And Ratios From Satellite Bands
script_187530.txt,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Focal Median Smoothing
script_187532.txt,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Filter Image Collection By Date And Boundaries
script_187533.txt,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Calculate Spectral Indices And Ratios From Satellite Bands
script_187533.txt,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Focal Median Smoothing
script_187534.txt,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Calculate Spectral Indices And Ratios From Satellite Bands
script_187534.txt,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Focal Median Smoothing
script_187821.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Calculate Difference Normalized Burn Ratio (dNBR)
script_187888.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Image Mosaicking
script_187888.txt,USGS Landsat 7 Collection 2 Tier 1 and Real-Time data Raw Scenes,Image Mosaicking
script_187888.txt,USGS Landsat 5 TM Collection 2 Tier 1 Raw Scenes,Image Mosaicking
script_187888.txt,USGS Landsat 4 TM Collection 2 Tier 1 Raw Scenes,Image Mosaicking
script_188068.txt,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Focal Median Smoothing
script_188068.txt,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Estimate Population Affected By Flood
script_188073.txt,users/kimyrae1/,Filter Image Collection By Date And Boundaries
script_188073.txt,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Filter Image Collection By Date And Boundaries
script_188116.txt,users/EL/,Image Mosaicking
script_188147.txt,users/kindgard/,Filter Image Collection By Date And Boundaries
script_188163.txt,users/kindgard/Asia/,Image Mosaicking
script_188163.txt,users/kindgard/,Image Mosaicking
script_188163.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Filter Image Collection By Cloud Coverage
script_188182.txt,users/kindgard/,Filter Image Collection By Date And Region
script_188182.txt,users/kindgard/,Mosaic Landsat Images
script_188182.txt,users/ValeriaContessa/,Cloud And Water Masking
script_188182.txt,users/ValeriaContessa/,Correct Classification Results Using Specified Conditions
script_188200.txt,users/kindgard/,Machine Learning Model Training
script_188217.txt,users/kiniklihakan/,Image Gap Filling
script_188217.txt,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Image Gap Filling
script_188217.txt,"USGS Landsat 5 Level 2, Collection 2, Tier 1",Image Gap Filling
script_188217.txt,"USGS Landsat 7 Level 2, Collection 2, Tier 1",Image Gap Filling
script_188412.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Slope calculation
script_188412.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Export Processed Images To Google Drive
