ID,Script_ID,Entity_Type,Value,Value_BAAI
825,script_188454.txt,Function,Calculate percentage of cloud cover,Computes Percentage Of Cloud Cover
826,script_188454.txt,Function,Visualize results on a map,Visualize NDVI Results
827,script_188455.txt,Function,Filters image collection by date and region,Filter Image Collection By Date And Region
828,script_188455.txt,Function,Creates daily mosaics of satellite images,Creates Time Series Composites Of Satellite Images
829,script_188455.txt,Function,Counts cloud probability occurrences,Count Cloud Probability Occurrences
830,script_188455.txt,Function,Masks clouds based on probability threshold,Cloud Probability Masking
831,script_188455.txt,Function,Calculates sum of cloud probabilities,Count Cloud Probability Occurrences
832,script_188455.txt,Function,Normalizes cloud data by total observations,Filter Image Collection By Cloud Coverage
833,script_188455.txt,Function,Exports processed images to Google Drive,Export Processed Images To Google Drive
834,script_188458.txt,Function,Filters image collection by date and region,Filter Image Collection By Date And Region
835,script_188458.txt,Function,Creates mosaics of images for specific dates,Add Date Information To Images
836,script_188458.txt,Function,Counts occurrences of cloud probabilities,Count Cloud Probability Occurrences
837,script_188458.txt,Function,Masks clouds based on a probability threshold,Cloud Probability Masking
838,script_188458.txt,Function,Calculates sum of cloud cover images,Computes Percentage Of Cloud Cover
839,script_188458.txt,Function,Computes percentage of cloud cover,Computes Percentage Of Cloud Cover
840,script_188458.txt,Function,Exports processed images to Google Drive,Export Processed Images To Google Drive
841,script_188465.txt,Function,Filters image collection by geographic bounds.,Filter Image Collection By Bounds
842,script_188465.txt,Function,Filters image collection by date range.,Filter Image Collection By Date
843,script_188465.txt,Function,Calculates difference in days between two dates.,Difference Calculation
844,script_188465.txt,Function,Generates daily mosaics from filtered image collection.,Generate Image Composites
845,script_188465.txt,Function,Reduces feature collection to a single image.,Reduction To Single Image
846,script_188465.txt,Function,Masks clouds based on probability threshold.,Cloud Probability Masking
847,script_188465.txt,Function,Aggregates multiple images into a single composite image.,Aggregate Multiple Images
848,script_188502.txt,Function,Filter image collection by geographic bounds,Filter Image Collection By Bounds
849,script_188502.txt,Function,Filter image collection by date range,Filter Image Collection By Date
850,script_188502.txt,Function,Filter image collection by polarization and mode,Filter Image Collection By Bounds
851,script_188502.txt,Function,Mask images based on intensity threshold,Image Masking
852,script_188502.txt,Function,Calculate mean image from daily collections,Calculates Median Of Image Collection
853,script_188502.txt,Function,Apply histogram reduction to define water threshold,Apply Threshold To Identify Water Surface
854,script_188502.txt,Function,Detect water bodies using thresholding,Apply Threshold To Identify Water Surface
855,script_188502.txt,Function,Calculate water body area in square kilometers,Water body Area Calculation
856,script_188502.txt,Function,Generate time-series chart of water area,Generate Time Series Charts Of Water Area
857,script_188502.txt,Function,Interactive panel for image selection by date,Filter Images By Date
858,script_188506.txt,Function,Filter image collection by date and region,Filter Image Collection By Date And Region
859,script_188506.txt,Function,Create daily mosaics from image collections,Generate Image Composites
860,script_188506.txt,Function,Count cloud probability pixels,Count Cloud Probability Occurrences
861,script_188506.txt,Function,Mask clouds based on probability threshold,Cloud Probability Masking
862,script_188506.txt,Function,Aggregate cloud data annually,Creating Annual Composite
863,script_188506.txt,Function,Calculate percentage of cloud cover,Computes Percentage Of Cloud Cover
864,script_188506.txt,Function,Visualize results on map,Visualize NDVI Results
865,script_188509.txt,Function,Filters image collection by date and region,Filter Image Collection By Date And Region
866,script_188509.txt,Function,Reduces image collection to sum precipitation,Reduction Of Image Collection
867,script_188509.txt,Function,Calculates cloud probability over time,Count Cloud Probability Occurrences
868,script_188509.txt,Function,Masks clouds based on probability threshold,Cloud Probability Masking
869,script_188509.txt,Function,Calculates correlation between cloud data and precipitation,Calculate Precipitation
870,script_188509.txt,Function,Exports correlation data to Google Drive,Export Processed Data To Google Drive
871,script_188511.txt,Function,Filter image collection by date and region,Filter Image Collection By Date And Region
872,script_188511.txt,Function,Calculate total precipitation,Calculate Total Precipitation
873,script_188511.txt,Function,Generate daily mosaics of cloud probability,Count Cloud Probability Occurrences
874,script_188511.txt,Function,Count cloud probability occurrences,Count Cloud Probability Occurrences
875,script_188511.txt,Function,Calculate percentage of cloud cover,Computes Percentage Of Cloud Cover
876,script_188511.txt,Function,Perform cross-correlation analysis,Cross-correlation Calculation
877,script_188511.txt,Function,Visualize results on a map,Visualize NDVI Results
878,script_188511.txt,Function,Export images to Google Drive,Export Processed Images To Google Drive
879,script_19155.txt,Function,"Filters image collection by location, date, and cloud cover",Filter Image Collection By Cloud Coverage
880,script_19155.txt,Function,Selects specific bands from the image collection,Select Specific Bands From Images
881,script_19155.txt,Function,Samples image data to generate training data for classification,Sampling Regions For Training Data
882,script_19155.txt,Function,Trains a Random Forest classifier with the training data,Train And Apply Random Forest Classifier
883,script_19155.txt,Function,Applies the trained classifier to classify the image data,Classify Images Based On Trained Model
884,script_19155.txt,Function,Displays the classification results on a map,Generate Visualizations And Statistical Charts For Classification Results
885,script_23533.txt,Function,Remap land cover classes in images,Remapping Land Cover Classes
886,script_23533.txt,Function,Merge image collections for analysis,Merge And Sort Image Collections
887,script_23533.txt,Function,Custom function to process land cover transitions,Remapping Land Cover Classes
888,script_28.txt,Function,Harmonize Landsat 8 data to match Landsat 7,"Merge, Harmonize, And Standardize Landsat Image Collections"
889,script_28.txt,Function,Harmonize Landsat 7 data to match Landsat 8,"Merge, Harmonize, And Standardize Landsat Image Collections"
890,script_28.txt,Function,Retrieve and filter surface reflectance image collections,Filter Image Collection
891,script_28.txt,Function,Combine image collections from multiple Landsat sensors,"Merge, Harmonize, And Standardize Landsat Image Collections"
892,script_28.txt,Function,Calculate normalized difference and create snow presence layer,Calculate Normalized Difference And Other Indices
893,script_28.txt,Function,Aggregate and analyze snow presence data by hydrological units,Aggregate Temperature Data
894,script_3043.txt,Function,Filter image collections by location and date,Filter Image Collection By Date And Region
895,script_3043.txt,Function,Map functions to prepare images from different sensors,Map Function To Calculate And Analysis Features
896,script_3043.txt,Function,"Calculate indices like NDVI, mNDWI, LSWI, EVI, AWEInsh",Calculates Normalized Difference Water Index (NDWI)
897,script_3043.txt,Function,Create composites based on quality metrics,Generate Image Composites
898,script_3043.txt,Function,Analyze frequency of water and vegetation features,Analyze Frequency Of Clouds And Vegetation
899,script_3043.txt,Function,Perform terrain analysis using elevation and slope data,Terrain Slope Calculation
900,script_3043.txt,Function,Generate visualizations and charts for analysis,Generate Visualizations and Charts For Analysis
901,script_32.txt,Function,Generates weekly time intervals for data processing,Creating Median Composites For Specific Time Periods
902,script_32.txt,Function,Filters basin feature collection by geographic bounds,Filter Image Collection By Bounds
903,script_32.txt,Function,Creates image composites for specified date ranges,Generate Image Composites
904,script_32.txt,Function,Applies masks to images based on snow cover analysis,Image Masking
905,script_32.txt,Function,Visualizes data layers on a map interface,Visualize Data Layers
906,script_35538.txt,Function,"Filter images by date and region, then compute median",Filter Images By Date And Region
907,script_35538.txt,Function,Clip the median image to the region of interest,Clip Images To A Specific Region
908,script_35538.txt,Function,Display the processed image on a map,Visualize The Processed Data
909,script_35538.txt,Function,Calculate normalized difference vegetation index (NDVI),Computes Normalized Difference Vegetation Index (NDVI)
910,script_35538.txt,Function,Apply a threshold to extract water bodies based on NDVI,Apply Threshold To Identify Water Surface
911,script_37873.txt,Function,Filters satellite images by location and date,Filter Images By Date And Region
912,script_37873.txt,Function,Sorts images by cloud cover and selects the first,Sort Image Collections By Cloud Cover
913,script_37873.txt,Function,Merges feature collections of different land covers,Merge Different Land Cover Feature Collections
914,script_37873.txt,Function,Samples pixel values to create training data,Sampling Regions For Training Data
915,script_37873.txt,Function,Trains a support vector machine classifier,Classify Images Based On Trained Model
916,script_37873.txt,Function,Classifies image based on trained classifier,Classify Images Based On Trained Model
917,script_37873.txt,Function,Displays classified image on a map,Display Classified Image and Indices
918,script_41838.txt,Function,Filter satellite images by location and date,Filter Images By Date And Region
919,script_41838.txt,Function,Select and display specific satellite image bands,Select Specific Bands From Images
920,script_41838.txt,Function,Merge geographic points into a single feature collection,Merge Feature Collections
921,script_41838.txt,Function,Sample pixel values from images for classifier training,Sampling Regions For Classifier Training
922,script_41838.txt,Function,Train a Random Forest classifier with sample data,Train And Apply Random Forest Classifier
923,script_41838.txt,Function,Classify land cover using the trained classifier,Training And Sampling For Land Cover Classification
924,script_41838.txt,Function,Display classified land cover map,Mapping Land Cover
925,script_42.txt,Function,Filter and select Cambodia's geographical area,Filter And Select
926,script_42.txt,Function,Extract tree cover data from global forest change dataset,Visualize Changes In Forest Cover Over Time
927,script_42.txt,Function,Visualize forest cover and input images,Visualize Forest Cover
928,script_42.txt,Function,Generate random points for training data,Sampling Regions For Training Data
929,script_42.txt,Function,Extract and label training data with tree cover,Identify Tree Cover
930,script_42.txt,Function,Split data into training and validation sets,Split Data Into Training And Testing Sets
931,script_42.txt,Function,Sample spectral data from images at training points,Sampling Regions For Training Data
932,script_42.txt,Function,Train a random forest classifier,Train And Apply Random Forest Classifier
933,script_42.txt,Function,Classify image based on trained model,Classify Images Based On Trained Model
934,script_42.txt,Function,Visualize the classified tree cover map,Visualize Tree Cover
935,script_43.txt,Function,Calculate average canopy cover for specific forest,Forest Canopy Density Calculation
936,script_43.txt,Function,Generate random numbers for spatial feature manipulation,Random Point Generation
937,script_43.txt,Function,Create modified polygons by shifting coordinates,Filtering Polygons
938,script_43.txt,Function,Filter features within the same country,Filtering Features
939,script_43.txt,Function,Exclude features overlapping existing community forests,Identify Outlier Areas
940,script_43.txt,Function,Select features with similar canopy cover to the original,Merge Different Land Cover Feature Collections
941,script_43803.txt,Function,Filter image collections by geographical bounds,Filter Image Collection By Bounds
942,script_43803.txt,Function,Filter image collections by date range,Filter Image Collection By Date
943,script_43803.txt,Function,Sort image collections by cloud cover,Sort Image Collections By Cloud Cover
944,script_43803.txt,Function,Select first image from sorted collections,Sort Image Collection By Feature
945,script_43803.txt,Function,Create a mosaic from multiple images,Aggregate Multiple Images
946,script_43803.txt,Function,Clip the mosaic to a specific region,Clip Images To A Specific Region
947,script_43803.txt,Function,Select specific spectral bands from images,Select Specific Bands From Images
948,script_43803.txt,Function,Export the processed image to a drive,Export Processed Images To Drive
949,script_45435.txt,Function,Filter image collections by date range,Filter Image Collection By Date
950,script_45435.txt,Function,Select specific bands from image collections,Select Specific Bands From Images
951,script_45435.txt,Function,Calculate mean of selected bands,Calculate Data For Specific Spectral Bands
952,script_45435.txt,Function,Adjust values exceeding thresholds,Threshold Application
953,script_45435.txt,Function,Combine and normalize vegetation cover data,Visualize Vegetation Data
954,script_45435.txt,Function,Export processed image to Drive,Export Processed Images To Drive
955,script_48.txt,Function,Filter image collection by geographic bounds,Filter Image Collection By Bounds
956,script_48.txt,Function,Map function to adjust image collection timestamps,Add Date Information To Images
957,script_48.txt,Function,Select and rename image bands for processing,Rename Image Bands
958,script_48.txt,Function,Calculate indices for enhanced analysis,Image Index Calculation
959,script_48.txt,Function,Prepare breakpoints for change detection,Change Detection
960,script_48.txt,Function,Fit model to detect changes over time,Fit Model To Image Collection
961,script_48.txt,Function,Convert model output to a premapped format,Convert And Format Spatial Data For Export
962,script_48.txt,Function,Calculate time since last significant change,Calculate Ratio Between Recent And Historical Images
963,script_49902.txt,Function,Filter image collection by date and spatial bounds,Filter Image Collection By Date And Boundaries
964,script_49902.txt,Function,Clip satellite image to a specific geometry,Clip Images To Specific Geographic Boundaries
965,script_49902.txt,Function,Calculate Normalized Difference Vegetation Index (NDVI),Computes Normalized Difference Vegetation Index (NDVI)
966,script_49902.txt,Function,Calculate Normalized Difference Moisture Index (NDMI),Calculate Normalized Difference Flood Index (NDFI)
967,script_49902.txt,Function,Visualize NDVI and NDMI with specific color palettes,Visualize NDVI And Date Information
968,script_49902.txt,Function,Add interactive legend to map for NDMI visualization,Visualize NDVI And Date Information
969,script_50.txt,Function,Filter feature collection by country name,Filter Image Collection By Region
970,script_50.txt,Function,Select specific band from an image,Select Specific Bands From Images
971,script_50.txt,Function,Create random points within a region,Random Point Generation
972,script_50.txt,Function,Reduce image regions to get canopy cover,Create Image Composites To Minimize Cloud Cover
973,script_50.txt,Function,Randomly split points for training and validation,Split Data Into Training And Testing Sets
974,script_50.txt,Function,Sample spectral values from images at points,Spectral Values Extraction
975,script_50.txt,Function,Train a random forest classifier,Train And Apply Random Forest Classifier
976,script_50.txt,Function,Classify image data using the trained model,Classify Images Based On Trained Model
977,script_50.txt,Function,Create an image collection from classified images,Exporting Classified Images
978,script_50.txt,Function,Display classified images on a map,Display Classified Image and Indices
979,script_51624.txt,Function,Filter radar images by date and polarization,Filter Images By Date
980,script_51624.txt,Function,Calculate mean of selected images,Calculates Median Of Image Collection
981,script_51624.txt,Function,Visualize images with specific color palette,Visualize Data With Specific Color Palettes
982,script_51624.txt,Function,Create interactive map widgets for image comparison,Display Interactive Map
983,script_52026.txt,Function,Select ozone density data from satellite images,Selects Air Temperature Data
984,script_52026.txt,Function,Filter satellite images by region of interest,Filter Images By Region
985,script_52026.txt,Function,Filter satellite images by specific month in 2019,Filter Images By Month
986,script_52026.txt,Function,Calculate monthly mean of ozone density,Calculate Urban Green Density
987,script_52026.txt,Function,Clip the mean data to the region of interest,Clip Temperature Data To Area Of Interest
988,script_52026.txt,Function,Compute mean ozone density over the region,Calculate Urban Green Density
989,script_52026.txt,Function,Display results for each month,Filter Images By Month
990,script_54980.txt,Function,Initializes a base image for comparison,Performs Image Differencing To Compare Changes
991,script_54980.txt,Function,Maps over a series of years to process images,Visualize Satellite Imagery Changes Over Time
992,script_54980.txt,Function,Applies conditions to modify image based on previous year,Filter Images By Year
993,script_54980.txt,Function,Combines yearly images into a single multi-band image,Visualize Images In Different Band Combinations
994,script_54980.txt,Function,Remaps image values for consistent visualization,Remapping Values
995,script_54980.txt,Function,Generates a video thumbnail URL for visualization,Clip And Visualize
996,script_59099.txt,Function,Filter image collection by date and cloud cover,Filter Images By Cloud Cover
997,script_59099.txt,Function,Calculate NDVI and add as new band,Add NDVI Band To Images
998,script_59099.txt,Function,Display NDVI changes on map,Visualize NDVI Results
999,script_59099.txt,Function,Generate time series chart of NDVI values,Generate Time Series Charts For NDVI
1000,script_62526.txt,Function,Filters image collection by date and region,Filter Image Collection By Date And Region
1001,script_62526.txt,Function,Creates daily mosaics from filtered images,Creates And Exports Image Mosaics
1002,script_62526.txt,Function,Calculates cirrus cloud area per image,Calculates Area
1003,script_62526.txt,Function,Aggregates cirrus cloud area data over time,Filter Image Collection By Cloud Coverage
1004,script_62526.txt,Function,Exports time series data of cirrus cloud area,Export Time Series Data
1005,script_65671.txt,Function,Apply cloud and shadow masks to images,Cloud And Shade Masking
1006,script_65671.txt,Function,Filter image collection by date and region,Filter Image Collection By Date And Region
1007,script_65671.txt,Function,Select specific spectral bands from images,Select Specific Bands From Images
1008,script_65671.txt,Function,Calculate median of image collection,Calculates Median Of Image Collection
1009,script_65671.txt,Function,Clip the median image to a specified geometry,Clip Images To A Specific Region
1010,script_65671.txt,Function,Export processed image and metadata to Drive,Export Processed Images To Drive
1011,script_67562.txt,Function,Remove clouds from satellite images,Image Cloud Removal
1012,script_67562.txt,Function,Scale pixel values of images,Scaling Image Values
1013,script_67562.txt,Function,Calculate vegetation index,Vegetation Indices/Index Calculation
1014,script_67562.txt,Function,Calculate water index,Water Indices/Index Calculation
1015,script_67562.txt,Function,Calculate urbanization index,Urban Area Calculation
1016,script_67562.txt,Function,Combine multiple image layers,Combine Multiple Image Properties
1017,script_67562.txt,Function,Visualize processed images,Visualize The Processed Data
1018,script_71184.txt,Function,Filters image collection by geographical bounds and date range.,Filter Image Collection By Date And Boundaries
1019,script_71184.txt,Function,Applies a cloud scoring algorithm to each image.,Cloud Score Computation
1020,script_71184.txt,Function,Calculates Modified Normalized Difference Water Index (MNDWI) for each image.,Calculates Modified Normalized Difference Water Index (MNDWI)
1021,script_71184.txt,Function,Applies a threshold-based filter to refine image collection based on cloud and water index scores.,Filter Image Collection By Cloud Coverage
1022,script_71184.txt,Function,Generates a time-series chart of cloud scores within the specified area.,Generate Time Series Charts Of Cloud Scores
1023,script_71184.txt,Function,Displays processed images on a map with specified visualization parameters.,Visualize The Processed Data
1024,script_72.txt,Function,Filter and buffer a feature collection for an area of interest,Filter And Buffer A Feature Collection
1025,script_72.txt,Function,Run LandTrendr algorithm for detecting vegetation changes,Run Algorithm For Change Detection
1026,script_72.txt,Function,Map function to calculate and add NBR index to image collection,Calculate Normalized Burn Ratio (NBR) For Images
1027,script_72.txt,Function,Fit the LandTrendr model to the image collection,Fit Model To Image Collection
1028,script_72.txt,Function,Convert LandTrendr model output to a premultiplied format,Convert And Format Spatial Data For Export
1029,script_72.txt,Function,Generate a change detection map using model outputs,Change Detection
1030,script_72.txt,Function,Export the change detection results as an image asset,Export The Change Detection
1031,script_7366.txt,Function,Filter satellite images by date and location,Filter Images By Date And Region
1032,script_7366.txt,Function,Sort images by cloud cover assessment,Sort Image Collections By Cloud Cover
1033,script_7366.txt,Function,Extract first image from sorted collection,Sort Image Collection By Time
1034,script_7366.txt,Function,Display true color image,Visualize True Color Images
1035,script_7366.txt,Function,Merge feature collections for multiple land covers,Merge Different Land Cover Feature Collections
1036,script_7366.txt,Function,Sample regions for classifier training,Sampling Regions For Classifier Training
1037,script_7366.txt,Function,Train a classification model,Machine Learning Model Training
1038,script_7366.txt,Function,Classify the image based on trained model,Classify Images Based On Trained Model
1039,script_7366.txt,Function,Display classified image on map,Display Classified Image and Indices
1040,script_75448.txt,Function,Filters Landsat 5 images by geographic bounds and date,Filter Image Collection By Date And Boundaries
1041,script_75448.txt,Function,Generates annual composite images using cloud score and percentile,Creating Annual Composite
1042,script_75448.txt,Function,Calculates NDWI for water detection,Calculates Normalized Difference Water Index (NDWI)
1043,script_75448.txt,Function,Applies Otsu's method to segment water bodies,Otsu Thresholding
1044,script_75448.txt,Function,Calculates and vectors the area of segmented water bodies,Water body Area Calculation
1045,script_75448.txt,Function,Charts the annual change in water body area,Generate Time Series Charts Of Water Area
1046,script_76696.txt,Function,Remove clouds from images to enhance clarity,Image Cloud Removal
1047,script_76696.txt,Function,Calculate NDVI to assess vegetation health,Computes Normalized Difference Vegetation Index (NDVI)
1048,script_76696.txt,Function,Harmonize Landsat 8 data with previous sensors,"Merge, Harmonize, And Standardize Landsat Image Collections"
1049,script_76696.txt,Function,Merge image collections for comprehensive analysis,Merge And Sort Image Collections
1050,script_76696.txt,Function,Export image count for specific time and region,Export Selected Image
1051,script_76709.txt,Function,Filters image collection by date and spatial bounds,Filter Image Collection By Date And Boundaries
1052,script_76709.txt,Function,Applies cloud and cirrus masking to images,Image Cloud Masking
1053,script_76709.txt,Function,Calculates NDVI for each image in the collection,Calculates Median Of Image Collection
1054,script_76709.txt,Function,"Computes various indices like MNDWI, NDMI, NBR",Calculates Modified Normalized Difference Water Index (MNDWI)
1055,script_76709.txt,Function,Generates percentile-based composites for indices,Generate Image Composites For Indices/Index
1056,script_76709.txt,Function,Creates a quality mosaic based on maximum NDVI,Creates Animation Of NDVI Over Time
1057,script_76709.txt,Function,Exports processed images to Google Drive,Export Processed Images To Google Drive
1058,script_76805.txt,Function,Masks pixels based on quality assessment,Quality Masking
1059,script_76805.txt,Function,Excludes water bodies from images,Filter Images
1060,script_76805.txt,Function,Generates annual maximum NDVI and EVI images,Creates Animation Of NDVI Over Time
1061,script_76805.txt,Function,Calculates trend slopes for NDVI and EVI,Compute Median Of NDVI
1062,script_76805.txt,Function,Maps regression results for visualization,Data Visualization
1063,script_76805.txt,Function,Computes average NDVI and EVI for regions,Compute Median Of NDVI
1064,script_76805.txt,Function,Exports image data for further use,Export Processed Images
1065,script_76839.txt,Function,Filter image collection by date and region,Filter Image Collection By Date And Region
1066,script_76839.txt,Function,"Mask clouds, shadows, snow, and fill pixels",Cloud And Snow Masking
1067,script_76839.txt,Function,Compute median of selected bands,Calculates Median Values
1068,script_76839.txt,Function,Calculate Normalized Difference Vegetation Index (NDVI),Computes Normalized Difference Vegetation Index (NDVI)
1069,script_76839.txt,Function,Calculate Land Surface Water Index (LSWI),Topographic Wetness Index (TWI) Computation
1070,script_76839.txt,Function,Export NDVI and LSWI to Google Drive,Export Processed Data To Google Drive
1071,script_76840.txt,Function,Filter image collection by date and region,Filter Image Collection By Date And Region
1072,script_76840.txt,Function,Mask unwanted pixels using quality attributes,Clear Pixel Masking
1073,script_76840.txt,Function,Calculate median of selected bands,Calculates Median Values
1074,script_76840.txt,Function,Compute NDVI and LSWI indices,Compute Median Of NDVI
1075,script_76840.txt,Function,Visualize and export the indices,Visualize Classified Data And Indices
1076,script_76841.txt,Function,Filter image collection by date and region,Filter Image Collection By Date And Region
1077,script_76841.txt,Function,"Mask clouds, shadows, snow, and fill from images",Cloud And Snow Masking
1078,script_76841.txt,Function,Compute median of selected bands,Calculates Median Values
1079,script_76841.txt,Function,Calculate Normalized Difference Vegetation Index (NDVI),Computes Normalized Difference Vegetation Index (NDVI)
1080,script_76841.txt,Function,Calculate Land Surface Water Index (LSWI),Topographic Wetness Index (TWI) Computation
1081,script_76841.txt,Function,Export NDVI and LSWI images to Drive,Export Processed Images To Drive
1082,script_78663.txt,Function,Center map on a specific geometry,Clip Images To Specific Geographic Boundaries
1083,script_78663.txt,Function,Import a custom function for LIA correction,Import/Load Data
1084,script_78663.txt,Function,Set parameters for analysis region and time frame,Buffering Points To Create Zones For Analysis
1085,script_78663.txt,Function,Apply local incidence angle correction,Angle Correction
1086,script_78663.txt,Function,Generate time series chart of corrected data,Generate Time Series Charts Of Corrected Data
1087,script_78805.txt,Function,"Filters image collection by cloud cover, date, and bounds",Filter Image Collection By Date And Boundaries
1088,script_78805.txt,Function,Calculates median and mean of images,Calculates Median Of Image Collection
1089,script_78805.txt,Function,Computes NDVI using median and mean values,Compute Median Of NDVI
1090,script_78805.txt,Function,Computes SAVI using median and mean values,Compute Median Of NDVI
1091,script_78805.txt,Function,Displays images and indices on a map,Display Interactive Map
1092,script_85061.txt,Function,Filter image collections by date,Filter Image Collection By Date
1093,script_85061.txt,Function,Map function to apply scale factors to images,Apply Scale Factors To Image
1094,script_85061.txt,Function,Rename bands for consistency across datasets,Rename Spectral Bands
1095,script_85061.txt,Function,Spectral mixture analysis to decompose images into components,Image Segmentation
1096,script_85061.txt,Function,Cloud masking based on specific thresholds,Image Cloud Masking
1097,script_85061.txt,Function,Calculate average conditions to derive probabilities,Calculate Long-Term Averages
1098,script_85061.txt,Function,Create a quality mosaic based on the best available data per pixel,Image Mosaicking
1099,script_85061.txt,Function,Export the final image mosaic to an asset,Creates And Exports Image Mosaics
1100,script_85217.txt,Function,Filter image collection by date range,Filter Image Collection By Date
1101,script_85217.txt,Function,Create cloud-free composite of images,Create Image Composites To Minimize Cloud Cover
1102,script_85217.txt,Function,Merge feature collections for training data,Merge Feature Collections For Training Data
1103,script_85217.txt,Function,Sample image properties for classifier training,Sampling Regions For Classifier Training
1104,script_85217.txt,Function,Train a classification tree model,Train And Apply Random Forest Classifier
1105,script_85217.txt,Function,Classify image data using the trained model,Classify Images Based On Trained Model
1106,script_85217.txt,Function,Partition data for training and testing,Split Data Into Training And Testing Sets
1107,script_85217.txt,Function,Train a maximum entropy classifier,Train A Clusterer
1108,script_85217.txt,Function,Evaluate classifier accuracy with a confusion matrix,Evaluate Classifier Performance Using Confusion Matrix
1109,script_85219.txt,Function,Filter image collections by date and region,Filter Image Collection By Date And Region
1110,script_85219.txt,Function,Apply cloud and cirrus masks to images,Image Cloud Masking
1111,script_85219.txt,Function,Compute median of image collections,Calculates Median Of Image Collection
1112,script_85219.txt,Function,Create mosaic images from collections,Generate Image Composites
1113,script_85219.txt,Function,Clip images to specific geographic boundaries,Clip Images To Specific Geographic Boundaries
1114,script_85219.txt,Function,Calculate normalized difference vegetation index (NDVI),Computes Normalized Difference Vegetation Index (NDVI)
1115,script_85219.txt,Function,Calculate normalized burn ratio (NBR),Calculate Normalized Burn Ratio (NBR) For Images
1116,script_85219.txt,Function,Subtract NBR values to assess burn severity,Calculate dNBR For Fire Severity
1117,script_85219.txt,Function,Visualize data with specific color palettes,Visualize Data With Specific Color Palettes
1118,script_89887.txt,Function,Mask clouds in satellite images,Image Cloud Masking
1119,script_89887.txt,Function,Mask water in satellite images,Cloud And Water Masking
1120,script_89887.txt,Function,Load and filter geographic boundaries,Filtering Administrative Boundaries
1121,script_89887.txt,Function,Generate hillshade from terrain data,Terrain Data Generation and Analysis
1122,script_89887.txt,Function,Filter image collection by date,Filter Image Collection By Date
1123,script_89887.txt,Function,Calculate percentile values for visualization,Data Visualization
1124,script_89887.txt,Function,Visualize true color imagery with hillshade,Visualize True Color Images
1125,script_95721.txt,Function,Filter satellite images by date and cloud coverage,Filter Images By Cloud Cover
1126,script_95721.txt,Function,Apply masks to remove clouds and shadows,Cloud And Cloud Shadow Masking
1127,script_95721.txt,Function,"Calculate and append NDVI, VARI, and EVI indices",Addition Of NDVI
1128,script_95721.txt,Function,Buffer a geographic feature to modify its area,Buffer Creation
1129,script_95721.txt,Function,Aggregate satellite data over buffered regions,Creates Time Series Composites Of Satellite Images
1130,script_95721.txt,Function,Join data collections based on spatial intersection,Converts Joined Data To Image Collection
1131,script_95721.txt,Function,Export processed data to an external file,Export Processed Data
1132,script_95950.txt,Function,Filters image collection by date and cloud percentage,Filter Image Collection By Cloud Coverage
1133,script_95950.txt,Function,Applies cloud mask and normalizes reflectance,Cloud And Shade Masking
1134,script_95950.txt,Function,Calculates NDVI and selects red band,Add NDVI Band To Images
1135,script_95950.txt,Function,Adds date bands to images,Add Date Bands To Images
1136,script_95950.txt,Function,Sorts images by NDVI values,Sort Images By Quality
1137,script_95950.txt,Function,Extracts maximum and minimum NDVI values,Compute Median Of NDVI
1138,script_95950.txt,Function,Visualizes NDVI and date information on a map,Visualize NDVI And Date Information
1139,script_95950.txt,Function,Reduces image data to list within region,Filter Images By Region
1140,script_96316.txt,Function,Filters image collections by date and cloud coverage,Filter Image Collection By Cloud Coverage
1141,script_96316.txt,Function,Selects specific spectral bands and renames them,Select Specific Bands From Images
1142,script_96316.txt,Function,"Calculates NDVI, NDWI, and other indices",Calculates Normalized Difference Water Index (NDWI)
1143,script_96316.txt,Function,Creates quality mosaics based on NDVI values,Creates Animation Of NDVI Over Time
1144,script_96316.txt,Function,Displays image layers on a map,Layer Addition To Map
1145,script_96316.txt,Function,Stacks NDVI bands from different periods,Add NDVI Band To Images
1146,script_96317.txt,Function,Filter image collection by date and cloud percentage,Filter Image Collection By Date
1147,script_96317.txt,Function,Rename spectral bands for clarity,Rename Spectral Bands
1148,script_96317.txt,Function,"Calculate Enhanced Vegetation Index, Modified Soil Adjusted Vegetation Index, and Normalized Difference Water Index",Computes Normalized Difference Vegetation Index (NDVI)
1149,script_96317.txt,Function,Create quality mosaics based on NDVI,Creates Animation Of NDVI Over Time
1150,script_96317.txt,Function,Visualize multi-temporal NDVI mosaics,Visualize NDVI And Date Information
1151,script_96317.txt,Function,Stack NDVI bands from different periods,Add NDVI Band To Images
1152,script_96322.txt,Function,Filter image collection by date and cloud percentage,Filter Image Collection By Date
1153,script_96322.txt,Function,Rename spectral bands for clarity,Rename Spectral Bands
1154,script_96322.txt,Function,Calculate NDVI and other indices,Compute Median Of NDVI
1155,script_96322.txt,Function,Create quality mosaics based on NDVI,Creates Animation Of NDVI Over Time
1156,script_96322.txt,Function,Clip images to a specific region,Clip Images To A Specific Region
1157,script_96322.txt,Function,Sample regions from images for training data,Sampling Regions For Training Data
1158,script_96322.txt,Function,Export data to external storage,Export Processed Data
1159,script_96332.txt,Function,Filters image collection by date and cloud percentage,Filter Image Collection By Cloud Coverage
1160,script_96332.txt,Function,Renames spectral bands for clarity and consistency,Rename Spectral Bands
1161,script_96332.txt,Function,Calculates normalized difference indices for water and vegetation,Calculates Normalized Difference Water Index (NDWI)
