Relation_ID,Script_ID,Head_Entity,Relation_Type,Tail_Entity,Head_Entity_update,Tail_Entity_update
1239,script_187888.txt,users/kimambo/00_INPUT_TRAINING_VALIDATION/Tanzania_SouthernHighlands_reference_point_36LYR_13DEC2019_230_upto799_75PCTTRAINING,Be_Acted_On,Sampling NDVI values at specific training points,users/kimambo/00_INPUT_TRAINING_VALIDATION/,Sampling Regions For Training Data
1240,script_187895.txt,users/kimambo/00_INPUT_TRAINING_VALIDATION/Tanzania_SouthernHighlands_reference_point_36LYR_13DEC2019_230_upto799_75PCTTRAINING,Be_Acted_On,Sample BSI values at specific land cover points,users/kimambo/00_INPUT_TRAINING_VALIDATION/,Land Cover Change Analysis
1241,script_187895.txt,users/kimambo/00_INPUT_TRAINING_VALIDATION/Tanzania_SouthernHighlands_reference_point_36LYR_13DEC2019_230_upto799_75PCTTRAINING,Be_Acted_On,Export sampled data to a CSV file,users/kimambo/00_INPUT_TRAINING_VALIDATION/,Export Sampled Data
1242,script_187895.txt,LANDSAT/LC08/C01/T1_SR,Be_Acted_On,Filter images by cloud cover and date range,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Filter Images By Cloud Cover
1243,script_187895.txt,LANDSAT/LE07/C01/T1_SR,Be_Acted_On,Filter images by cloud cover and date range,USGS Landsat 7 Collection 2 Tier 1 and Real-Time data Raw Scenes,Filter Images By Cloud Cover
1244,script_187895.txt,LANDSAT/LT05/C01/T1_SR,Be_Acted_On,Filter images by cloud cover and date range,USGS Landsat 5 TM Collection 2 Tier 1 Raw Scenes,Filter Images By Cloud Cover
1245,script_187895.txt,LANDSAT/LT04/C01/T1_SR,Be_Acted_On,Filter images by cloud cover and date range,USGS Landsat 4 TM Collection 2 Tier 1 Raw Scenes,Filter Images By Cloud Cover
1246,script_187895.txt,LANDSAT/LC08/C01/T1_SR,Be_Acted_On,Calculate Bare Soil Index for each image,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Image Index Calculation
1247,script_187895.txt,LANDSAT/LE07/C01/T1_SR,Be_Acted_On,Calculate Bare Soil Index for each image,USGS Landsat 7 Collection 2 Tier 1 and Real-Time data Raw Scenes,Image Index Calculation
1248,script_187895.txt,LANDSAT/LT05/C01/T1_SR,Be_Acted_On,Calculate Bare Soil Index for each image,USGS Landsat 5 TM Collection 2 Tier 1 Raw Scenes,Image Index Calculation
1249,script_187895.txt,LANDSAT/LT04/C01/T1_SR,Be_Acted_On,Calculate Bare Soil Index for each image,USGS Landsat 4 TM Collection 2 Tier 1 Raw Scenes,Image Index Calculation
1250,script_187895.txt,LANDSAT/LC08/C01/T1_SR,Be_Acted_On,Merge BSI data from multiple Landsat missions,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,"Merge, Harmonize, And Standardize Landsat Image Collections"
1251,script_187895.txt,LANDSAT/LE07/C01/T1_SR,Be_Acted_On,Merge BSI data from multiple Landsat missions,USGS Landsat 7 Collection 2 Tier 1 and Real-Time data Raw Scenes,"Merge, Harmonize, And Standardize Landsat Image Collections"
1252,script_187895.txt,LANDSAT/LT05/C01/T1_SR,Be_Acted_On,Merge BSI data from multiple Landsat missions,USGS Landsat 5 TM Collection 2 Tier 1 Raw Scenes,"Merge, Harmonize, And Standardize Landsat Image Collections"
1253,script_187895.txt,LANDSAT/LT04/C01/T1_SR,Be_Acted_On,Merge BSI data from multiple Landsat missions,USGS Landsat 4 TM Collection 2 Tier 1 Raw Scenes,"Merge, Harmonize, And Standardize Landsat Image Collections"
1254,script_187895.txt,LANDSAT/LC08/C01/T1_SR,Be_Acted_On,Rename BSI bands to correspond with image dates,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Add Date Bands To Images
1255,script_187895.txt,LANDSAT/LE07/C01/T1_SR,Be_Acted_On,Rename BSI bands to correspond with image dates,USGS Landsat 7 Collection 2 Tier 1 and Real-Time data Raw Scenes,Add Date Bands To Images
1256,script_187895.txt,LANDSAT/LT05/C01/T1_SR,Be_Acted_On,Rename BSI bands to correspond with image dates,USGS Landsat 5 TM Collection 2 Tier 1 Raw Scenes,Add Date Bands To Images
1257,script_187895.txt,LANDSAT/LT04/C01/T1_SR,Be_Acted_On,Rename BSI bands to correspond with image dates,USGS Landsat 4 TM Collection 2 Tier 1 Raw Scenes,Add Date Bands To Images
1258,script_187895.txt,LANDSAT/LC08/C01/T1_SR,Be_Acted_On,Sample BSI values at specific land cover points,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Land Cover Change Analysis
1259,script_187895.txt,LANDSAT/LE07/C01/T1_SR,Be_Acted_On,Sample BSI values at specific land cover points,USGS Landsat 7 Collection 2 Tier 1 and Real-Time data Raw Scenes,Land Cover Change Analysis
1260,script_187895.txt,LANDSAT/LT05/C01/T1_SR,Be_Acted_On,Sample BSI values at specific land cover points,USGS Landsat 5 TM Collection 2 Tier 1 Raw Scenes,Land Cover Change Analysis
1261,script_187895.txt,LANDSAT/LT04/C01/T1_SR,Be_Acted_On,Sample BSI values at specific land cover points,USGS Landsat 4 TM Collection 2 Tier 1 Raw Scenes,Land Cover Change Analysis
1262,script_188011.txt,projects/ee-kimiachenaary/assets/msh,Be_Acted_On,Filter image collection by geographic bounds,projects/ee-kimiachenaary/assets/,Filter Image Collection By Bounds
1263,script_188011.txt,projects/ee-kimiachenaary/assets/msh,Be_Acted_On,Clip images to specific geometry,projects/ee-kimiachenaary/assets/,Clip Images To A Specific Region
1264,script_188011.txt,projects/ee-kimiachenaary/assets/msh,Be_Acted_On,Visualize temperature data on a map,projects/ee-kimiachenaary/assets/,Visualize Temperature Data
1265,script_188011.txt,projects/ee-kimiachenaary/assets/msh,Be_Acted_On,Aggregate temperature data by region,projects/ee-kimiachenaary/assets/,Aggregate Temperature Data
1266,script_188011.txt,projects/ee-kimiachenaary/assets/msh,Be_Acted_On,Export temperature statistics to CSV,projects/ee-kimiachenaary/assets/,Visualize Temperature Data
1267,script_188011.txt,projects/ee-kimiachenaary/assets/msh,Be_Acted_On,Generate time-series charts of temperature,projects/ee-kimiachenaary/assets/,Generate Time Series Charts Of Temperature Data
1268,script_188011.txt,LANDSAT/LC08/C01/T1_TOA,Be_Acted_On,Filter image collection by geographic bounds,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Filter Image Collection By Bounds
1269,script_188011.txt,LANDSAT/LC08/C01/T1_TOA,Be_Acted_On,Convert temperature from Kelvin to Celsius,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Temperature Calculation
1270,script_188011.txt,LANDSAT/LC08/C01/T1_TOA,Be_Acted_On,Clip images to specific geometry,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Clip Images To A Specific Region
1271,script_188011.txt,LANDSAT/LC08/C01/T1_TOA,Be_Acted_On,Calculate mean temperature for a season,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Temperature Calculation
1272,script_188011.txt,LANDSAT/LC08/C01/T1_TOA,Be_Acted_On,Visualize temperature data on a map,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Visualize Temperature Data
1273,script_188011.txt,LANDSAT/LC08/C01/T1_TOA,Be_Acted_On,Aggregate temperature data by region,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Aggregate Temperature Data
1274,script_188011.txt,LANDSAT/LC08/C01/T1_TOA,Be_Acted_On,Export temperature statistics to CSV,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Visualize Temperature Data
1275,script_188011.txt,LANDSAT/LC08/C01/T1_TOA,Be_Acted_On,Generate time-series charts of temperature,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Generate Time Series Charts Of Temperature Data
1276,script_188030.txt,LANDSAT/LC08/C01/T1_TOA,Be_Acted_On,Mask clouds from satellite images,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Image Cloud Masking
1277,script_188030.txt,LANDSAT/LC08/C01/T1_TOA,Be_Acted_On,Filter image collection by date and region,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Filter Image Collection By Date And Region
1278,script_188030.txt,LANDSAT/LC08/C01/T1_TOA,Be_Acted_On,Clip images to a specific geographic boundary,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Clip Images To Specific Geographic Boundaries
1279,script_188030.txt,LANDSAT/LC08/C01/T1_TOA,Be_Acted_On,Calculate NDVI for each image in the collection,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Calculate Statistical Indicators Of Image Collection
1280,script_188030.txt,LANDSAT/LC08/C01/T1_TOA,Be_Acted_On,Aggregate pixel count of NDVI values,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Addition Of NDVI
1281,script_188030.txt,LANDSAT/LC08/C01/T1_TOA,Be_Acted_On,Filter NDVI images based on pixel count range,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Add NDVI Band To Images
1282,script_188030.txt,LANDSAT/LC08/C01/T1_TOA,Be_Acted_On,Visualize NDVI data on a map,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Visualize NDVI And Date Information
1283,script_188030.txt,LANDSAT/LC08/C01/T1_TOA,Be_Acted_On,Generate time series charts of NDVI statistics,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Generate Time Series Charts For NDVI
1284,script_188030.txt,LANDSAT/LC08/C01/T1_TOA,Be_Acted_On,Export NDVI data and statistics to CSV,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Visualize NDVI And Date Information
1285,script_188030.txt,projects/ee-kimiachenaary/assets/Tehran,Be_Acted_On,Filter image collection by date and region,projects/ee-kimiachenaary/assets/,Filter Image Collection By Date And Region
1286,script_188030.txt,projects/ee-kimiachenaary/assets/Tehran,Be_Acted_On,Clip images to a specific geographic boundary,projects/ee-kimiachenaary/assets/,Clip Images To Specific Geographic Boundaries
1287,script_188030.txt,projects/ee-kimiachenaary/assets/Tehran,Be_Acted_On,Calculate NDVI for each image in the collection,projects/ee-kimiachenaary/assets/,Calculate Statistical Indicators Of Image Collection
1288,script_188030.txt,projects/ee-kimiachenaary/assets/Tehran,Be_Acted_On,Aggregate pixel count of NDVI values,projects/ee-kimiachenaary/assets/,Addition Of NDVI
1289,script_188030.txt,projects/ee-kimiachenaary/assets/Tehran,Be_Acted_On,Filter NDVI images based on pixel count range,projects/ee-kimiachenaary/assets/,Add NDVI Band To Images
1290,script_188030.txt,projects/ee-kimiachenaary/assets/Tehran,Be_Acted_On,Visualize NDVI data on a map,projects/ee-kimiachenaary/assets/,Visualize NDVI And Date Information
1291,script_188030.txt,projects/ee-kimiachenaary/assets/Tehran,Be_Acted_On,Generate time series charts of NDVI statistics,projects/ee-kimiachenaary/assets/,Generate Time Series Charts For NDVI
1292,script_188030.txt,projects/ee-kimiachenaary/assets/Tehran,Be_Acted_On,Export NDVI data and statistics to CSV,projects/ee-kimiachenaary/assets/,Visualize NDVI And Date Information
1293,script_188052.txt,LANDSAT/LC08/C01/T1_RT_TOA,Be_Acted_On,Mask clouds from Landsat 8 images,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data TOA Reflectance,Image Cloud Masking
1294,script_188052.txt,LANDSAT/LC08/C01/T1_RT_TOA,Be_Acted_On,Clip and mosaic filtered images to region of interest,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data TOA Reflectance,Clip Images To A Specific Region
1295,script_188052.txt,LANDSAT/LC08/C01/T1_RT_TOA,Be_Acted_On,Calculate MNDWI for Landsat images,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data TOA Reflectance,Calculates Modified Normalized Difference Water Index (MNDWI)
1296,script_188052.txt,LANDSAT/LC08/C01/T1_RT_TOA,Be_Acted_On,Determine water presence using Otsu's method,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data TOA Reflectance,Otsu Thresholding
1297,script_188052.txt,LANDSAT/LC08/C01/T1_RT_TOA,Be_Acted_On,Export processed images,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data TOA Reflectance,Export Processed Images
1298,script_188052.txt,LANDSAT/LC08/C01/T1_RT_TOA,Be_Acted_On,Calculate water area from binary water masks,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data TOA Reflectance,Water body Area Calculation
1299,script_188052.txt,COPERNICUS/S2_SR,Be_Acted_On,Mask clouds and scale Sentinel-2 images,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Image Cloud Masking
1300,script_188052.txt,COPERNICUS/S2_SR,Be_Acted_On,Calculate MNDWI for Sentinel-2 images,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Calculates Modified Normalized Difference Water Index (MNDWI)
1301,script_188052.txt,COPERNICUS/S2_SR,Be_Acted_On,Determine water presence using Otsu's method,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Otsu Thresholding
1302,script_188052.txt,COPERNICUS/S2_SR,Be_Acted_On,Export processed images,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Export Processed Images
1303,script_188052.txt,COPERNICUS/S2_SR,Be_Acted_On,Calculate water area from binary water masks,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Water body Area Calculation
1304,script_188052.txt,projects/ee-kimmmydanny/assets/tingxialiuyu,Be_Acted_On,Clip and mosaic filtered images to region of interest,projects/ee-kimmmydanny/assets/,Clip Images To A Specific Region
1305,script_188052.txt,projects/ee-kimmmydanny/assets/tingxialiuyu,Be_Acted_On,Determine water presence using Otsu's method,projects/ee-kimmmydanny/assets/,Otsu Thresholding
1306,script_188052.txt,projects/ee-kimmmydanny/assets/tingxialiuyu,Be_Acted_On,Export processed images,projects/ee-kimmmydanny/assets/,Export Processed Images
1307,script_188052.txt,projects/ee-kimmmydanny/assets/tingxialiuyu,Be_Acted_On,Calculate water area from binary water masks,projects/ee-kimmmydanny/assets/,Water body Area Calculation
1308,script_188068.txt,COPERNICUS/S1_GRD,Be_Acted_On,Filter and select satellite images by date and parameters,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Filter Images By Date And Region
1309,script_188068.txt,COPERNICUS/S1_GRD,Be_Acted_On,Calculate changes in radar signal before and after flood,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Detect Changes By Comparing Pre- And Post-Fire Images
1310,script_188068.txt,COPERNICUS/S1_GRD,Be_Acted_On,Apply threshold to identify flooded areas,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Apply Threshold To Identify Flood Extent
1311,script_188068.txt,JRC/GSW1_0/GlobalSurfaceWater,Be_Acted_On,Mask out permanent water bodies from flood analysis,"JRC Global Surface Water Mapping Layers, v1.4",Mask Areas To Refine Flood Detection
1312,script_188068.txt,WWF/HydroSHEDS/03VFDEM,Be_Acted_On,Calculate slope to refine flood analysis,"WWF HydroSHEDS Void-Filled DEM, 3 Arc-Seconds",Calculate Features To Refine Flood Analysis
1313,script_188068.txt,JRC/GHSL/P2016/POP_GPW_GLOBE_V1/2015,Be_Acted_On,Estimate population affected by flood,"GHSL: Global Human Settlement Layers, Built-Up Grid 1975-1990-2000-2015 (P2016)",Estimate Population Affected By Flood
1314,script_188068.txt,MODIS/006/MCD12Q1,Be_Acted_On,Identify and analyze affected agricultural land,MCD12Q1.061 MODIS Land Cover Type Yearly Global 500m,Identify Data Related To Agricultural
1315,script_188068.txt,MODIS/006/MCD12Q1,Be_Acted_On,Identify and analyze affected urban areas,MCD12Q1.061 MODIS Land Cover Type Yearly Global 500m,Detect Urban Renewal Areas
1316,script_188073.txt,users/kimyrae1/Tanggamus,Be_Acted_On,"Filters SAR data by instrument mode, polarization, pass direction, and spatial bounds",users/kimyrae1/,Filter Images by wind conditions
1317,script_188073.txt,users/kimyrae1/Tanggamus,Be_Acted_On,Creates mosaics of pre- and post-flood images and applies focal mean for noise reduction,users/kimyrae1/,Generates Visual Comparisons Of Pre- And Post-Event Images
1318,script_188073.txt,users/kimyrae1/Tanggamus,Be_Acted_On,Calculates difference between pre- and post-flood images to identify flooded areas,users/kimyrae1/,Generates Visual Comparisons Of Pre- And Post-Event Images
1319,script_188073.txt,users/kimyrae1/Tanggamus,Be_Acted_On,Applies a mask to exclude perennial water bodies from flood analysis,users/kimyrae1/,Mask Areas To Refine Flood Detection
1320,script_188073.txt,users/kimyrae1/Tanggamus,Be_Acted_On,Calculates slope from DEM to limit flood analysis to areas with less than 5% slope,users/kimyrae1/,Apply Threshold To Identify Flood Extent
1321,script_188073.txt,users/kimyrae1/Tanggamus,Be_Acted_On,Calculates total flooded area in hectares,users/kimyrae1/,Calculates Total Flooded Area In Hectares
1322,script_188073.txt,users/kimyrae1/Tanggamus,Be_Acted_On,Reprojects flood layer to match population data resolution for accurate impact analysis,users/kimyrae1/,Clip Population Data To Flood-Affected Regions
1323,script_188073.txt,users/kimyrae1/Tanggamus,Be_Acted_On,Calculates population potentially affected by flooding,users/kimyrae1/,Estimate Population Affected By Flood
1324,script_188073.txt,users/kimyrae1/Tanggamus,Be_Acted_On,Identifies and calculates area of affected agricultural land using MODIS land cover data,users/kimyrae1/,Calculates And Displays Area For Each Land Cover Category
1325,script_188073.txt,users/kimyrae1/Tanggamus,Be_Acted_On,Identifies and calculates area of affected urban land using MODIS land cover data,users/kimyrae1/,Calculates And Displays Area For Each Land Cover Category
1326,script_188073.txt,users/kimyrae1/Tanggamus,Be_Acted_On,Exports flood extent data for further analysis in external GIS software,users/kimyrae1/,Export Flood Extent
1327,script_188073.txt,COPERNICUS/S1_GRD,Be_Acted_On,"Filters SAR data by instrument mode, polarization, pass direction, and spatial bounds","Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Filter Images by wind conditions
1328,script_188073.txt,COPERNICUS/S1_GRD,Be_Acted_On,Creates mosaics of pre- and post-flood images and applies focal mean for noise reduction,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Generates Visual Comparisons Of Pre- And Post-Event Images
1329,script_188073.txt,COPERNICUS/S1_GRD,Be_Acted_On,Calculates difference between pre- and post-flood images to identify flooded areas,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Generates Visual Comparisons Of Pre- And Post-Event Images
1330,script_188073.txt,JRC/GSW1_0/GlobalSurfaceWater,Be_Acted_On,Applies a mask to exclude perennial water bodies from flood analysis,"JRC Global Surface Water Mapping Layers, v1.4",Mask Areas To Refine Flood Detection
1331,script_188073.txt,WWF/HydroSHEDS/03VFDEM,Be_Acted_On,Calculates slope from DEM to limit flood analysis to areas with less than 5% slope,"WWF HydroSHEDS Void-Filled DEM, 3 Arc-Seconds",Apply Threshold To Identify Flood Extent
1332,script_188073.txt,JRC/GHSL/P2016/POP_GPW_GLOBE_V1/2015,Be_Acted_On,Reprojects flood layer to match population data resolution for accurate impact analysis,"GHSL: Global Human Settlement Layers, Built-Up Grid 1975-1990-2000-2015 (P2016)",Clip Population Data To Flood-Affected Regions
1333,script_188073.txt,JRC/GHSL/P2016/POP_GPW_GLOBE_V1/2015,Be_Acted_On,Calculates population potentially affected by flooding,"GHSL: Global Human Settlement Layers, Built-Up Grid 1975-1990-2000-2015 (P2016)",Estimate Population Affected By Flood
1334,script_188073.txt,MODIS/006/MCD12Q1,Be_Acted_On,Identifies and calculates area of affected agricultural land using MODIS land cover data,MCD12Q1.061 MODIS Land Cover Type Yearly Global 500m,Calculates And Displays Area For Each Land Cover Category
1335,script_188073.txt,MODIS/006/MCD12Q1,Be_Acted_On,Identifies and calculates area of affected urban land using MODIS land cover data,MCD12Q1.061 MODIS Land Cover Type Yearly Global 500m,Calculates And Displays Area For Each Land Cover Category
1336,script_188116.txt,LANDSAT/LC08/C01/T1_RT,Be_Acted_On,Filter and mosaic Landsat 8 images for specific dates and cloud cover,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover
1337,script_188116.txt,LANDSAT/LC08/C01/T1_RT,Be_Acted_On,Calculate ratios of spectral bands from Landsat 8,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Calculate Spectral Indices And Ratios From Satellite Bands
1338,script_188116.txt,LANDSAT/LE7_L1T,Be_Acted_On,Filter and mosaic Landsat 7 images for specific dates and cloud cover,USGS Landsat 7 Collection 2 Tier 2 Raw Scenes,Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover
1339,script_188116.txt,LANDSAT/LE7_L1T,Be_Acted_On,Calculate ratios of spectral bands from Landsat 7,USGS Landsat 7 Collection 2 Tier 2 Raw Scenes,Calculate Spectral Indices And Ratios From Satellite Bands
1340,script_188116.txt,COPERNICUS/S2,Be_Acted_On,Filter and mosaic Sentinel-2 images for specific dates and cloud cover,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover
1341,script_188116.txt,COPERNICUS/S2,Be_Acted_On,Classify images based on training from sample regions,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Classify Images Based On Training Data
1342,script_188116.txt,JRC/GSW1_0/GlobalSurfaceWater,Be_Acted_On,Apply water mask to classification results,"JRC Global Surface Water Mapping Layers, v1.4",Apply Mask To Classification Results
1343,script_188116.txt,JRC/GSW1_0/GlobalSurfaceWater,Be_Acted_On,Manually correct classification results using predefined areas,"JRC Global Surface Water Mapping Layers, v1.4",Correct Classification Results Using Specified Conditions
1344,script_188116.txt,users/EL/mapa_forest_hybrid_Belize,Be_Acted_On,Display final classification on map,users/EL/,Generate Visualizations And Statistical Charts For Classification Results
1345,script_188147.txt,users/kindgard/Asia/Asia,Be_Acted_On,Merge multiple image collections and create a mosaic,users/kindgard/Asia/,Merge And Sort Image Collections
1346,script_188147.txt,users/kindgard/Africa,Be_Acted_On,Merge multiple image collections and create a mosaic,users/kindgard/,Merge And Sort Image Collections
1347,script_188147.txt,users/kindgard/SUD,Be_Acted_On,Merge multiple image collections and create a mosaic,users/kindgard/,Merge And Sort Image Collections
1348,script_188147.txt,users/kindgard/AfricaS,Be_Acted_On,Merge multiple image collections and create a mosaic,users/kindgard/,Merge And Sort Image Collections
1349,script_188147.txt,users/kindgard/AmericaN,Be_Acted_On,Merge multiple image collections and create a mosaic,users/kindgard/,Merge And Sort Image Collections
1350,script_188147.txt,users/kindgard/Asia2,Be_Acted_On,Merge multiple image collections and create a mosaic,users/kindgard/,Merge And Sort Image Collections
1351,script_188147.txt,users/kindgard/Asia/Asia,Be_Acted_On,Clip the mosaic to a specific country's boundaries,users/kindgard/Asia/,Clip Images To Specific Geographic Boundaries
1352,script_188147.txt,users/kindgard/Africa,Be_Acted_On,Clip the mosaic to a specific country's boundaries,users/kindgard/,Clip Images To Specific Geographic Boundaries
1353,script_188147.txt,users/kindgard/SUD,Be_Acted_On,Clip the mosaic to a specific country's boundaries,users/kindgard/,Clip Images To Specific Geographic Boundaries
1354,script_188147.txt,users/kindgard/AfricaS,Be_Acted_On,Clip the mosaic to a specific country's boundaries,users/kindgard/,Clip Images To Specific Geographic Boundaries
1355,script_188147.txt,users/kindgard/AmericaN,Be_Acted_On,Clip the mosaic to a specific country's boundaries,users/kindgard/,Clip Images To Specific Geographic Boundaries
1356,script_188147.txt,users/kindgard/Asia2,Be_Acted_On,Clip the mosaic to a specific country's boundaries,users/kindgard/,Clip Images To Specific Geographic Boundaries
1357,script_188147.txt,users/kindgard/ESACCI-LC-L4-LC10-Map-20m-P1Y-2016-v10,Be_Acted_On,Clip the mosaic to a specific country's boundaries,users/kindgard/,Clip Images To Specific Geographic Boundaries
1358,script_188147.txt,users/ValeriaContessa/Map_1992_rast,Be_Acted_On,Clip the mosaic to a specific country's boundaries,users/ValeriaContessa/,Clip Images To Specific Geographic Boundaries
1359,script_188147.txt,users/kindgard/ESACCI-LC-L4-LC10-Map-20m-P1Y-2016-v10,Be_Acted_On,Calculate spectral ratios and add as bands,users/kindgard/,Calculate Spectral Indices And Ratios From Satellite Bands
1360,script_188147.txt,users/ValeriaContessa/Map_1992_rast,Be_Acted_On,Calculate spectral ratios and add as bands,users/ValeriaContessa/,Calculate Spectral Indices And Ratios From Satellite Bands
1361,script_188147.txt,users/kindgard/ESACCI-LC-L4-LC10-Map-20m-P1Y-2016-v10,Be_Acted_On,Sample regions for classifier training,users/kindgard/,Sampling Regions For Classifier Training
1362,script_188147.txt,users/ValeriaContessa/Map_1992_rast,Be_Acted_On,Sample regions for classifier training,users/ValeriaContessa/,Sampling Regions For Classifier Training
1363,script_188147.txt,users/kindgard/ESACCI-LC-L4-LC10-Map-20m-P1Y-2016-v10,Be_Acted_On,Classify images using a decision tree classifier,users/kindgard/,Classify Images Based On Trained Model
1364,script_188147.txt,users/ValeriaContessa/Map_1992_rast,Be_Acted_On,Classify images using a decision tree classifier,users/ValeriaContessa/,Classify Images Based On Trained Model
1365,script_188147.txt,users/kindgard/ESACCI-LC-L4-LC10-Map-20m-P1Y-2016-v10,Be_Acted_On,Correct classification based on water and urban data,users/kindgard/,Filtering Precipitation Data
1366,script_188147.txt,users/ValeriaContessa/Map_1992_rast,Be_Acted_On,Correct classification based on water and urban data,users/ValeriaContessa/,Filtering Precipitation Data
1367,script_188147.txt,LANDSAT/LT5_L1T,Be_Acted_On,Filter image collections by date and cloud cover,"Landsat Global Land Survey 2005, Landsat 7 scenes",Filter Images By Cloud Cover
1368,script_188147.txt,LANDSAT/LE7_L1T,Be_Acted_On,Filter image collections by date and cloud cover,USGS Landsat 7 Collection 2 Tier 2 Raw Scenes,Filter Images By Cloud Cover
1369,script_188147.txt,LANDSAT/LC08/C01/T1_RT,Be_Acted_On,Filter image collections by date and cloud cover,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Filter Images By Cloud Cover
1370,script_188147.txt,LANDSAT/LT5_L1T,Be_Acted_On,Calculate spectral ratios and add as bands,"Landsat Global Land Survey 2005, Landsat 7 scenes",Calculate Spectral Indices And Ratios From Satellite Bands
1371,script_188147.txt,LANDSAT/LE7_L1T,Be_Acted_On,Calculate spectral ratios and add as bands,USGS Landsat 7 Collection 2 Tier 2 Raw Scenes,Calculate Spectral Indices And Ratios From Satellite Bands
1372,script_188147.txt,LANDSAT/LC08/C01/T1_RT,Be_Acted_On,Calculate spectral ratios and add as bands,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Calculate Spectral Indices And Ratios From Satellite Bands
1373,script_188147.txt,LANDSAT/LT5_L1T,Be_Acted_On,Sample regions for classifier training,"Landsat Global Land Survey 2005, Landsat 7 scenes",Sampling Regions For Classifier Training
1374,script_188147.txt,LANDSAT/LE7_L1T,Be_Acted_On,Sample regions for classifier training,USGS Landsat 7 Collection 2 Tier 2 Raw Scenes,Sampling Regions For Classifier Training
1375,script_188147.txt,LANDSAT/LC08/C01/T1_RT,Be_Acted_On,Sample regions for classifier training,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Sampling Regions For Classifier Training
1376,script_188147.txt,LANDSAT/LT5_L1T,Be_Acted_On,Classify images using a decision tree classifier,"Landsat Global Land Survey 2005, Landsat 7 scenes",Classify Images Based On Trained Model
1377,script_188147.txt,LANDSAT/LE7_L1T,Be_Acted_On,Classify images using a decision tree classifier,USGS Landsat 7 Collection 2 Tier 2 Raw Scenes,Classify Images Based On Trained Model
1378,script_188147.txt,LANDSAT/LC08/C01/T1_RT,Be_Acted_On,Classify images using a decision tree classifier,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Classify Images Based On Trained Model
1379,script_188147.txt,LANDSAT/LT5_L1T,Be_Acted_On,Correct classification based on water and urban data,"Landsat Global Land Survey 2005, Landsat 7 scenes",Filtering Precipitation Data
